-DOCSTART- -X- O
phụ OT B-O 
di OT B-O 
chuyển OT B-O 
tiến OT B-O 
và OT B-O 
lùi OT B-O 
theo OT B-O 
thời OT B-O 
gian OT B-O 
. OT B-O 
Điều OT B-O 
này OT B-O 
cho OT B-O 
phép OT B-O 
các OT B-O 
đơn OT B-O 
vị OT B-O 
đầu OT B-O 
ra OT B-O 
𝑜 OT B-O 
( OT B-O 
𝑡 OT B-O 
) OT B-O 
tính OT B-O 
toán OT B-O 
một OT B-O 
đại OT B-O 
diện OT B-O 
phụ OT B-O 
thuộc OT B-O 
vào OT B-O 
cả OT B-O 
quá OT B-O 
khứ OT B-O 
và OT B-O 

Ngoài OT B-O 
ra OT B-O 
để OT B-O 
đánh OT B-O 
giá OT B-O 
mô OT B-O 
hình OT B-O 
trong OT B-O 
quá OT B-O 
trình OT B-O 
huấn OT B-O 
luyện OT B-O 
, OT B-O 
ma OT B-O 
trận OT B-O 
độ OT B-O 
chính OT B-O 
xác OT B-O 
[ OT B-O 
R OT B-O 
] OT B-O 
T OT B-O 
×T OT B-O 
được OT B-O 
lưu OT B-O 
lại OT B-O 
, OT B-O 
với OT B-O 
T OT B-O 
là OT B-O 
tổng OT B-O 
số OT B-O 
tác OT B-O 
vụ OT B-O 
. OT B-O 
Ri OT B-O 
, OT B-O 
j OT B-O 
là OT B-O 
độ OT B-O 
chính OT B-O 

tầng OT B-O 
ẩn OT B-O 
thứ OT B-O 
𝑙 OT B-O 
, OT B-O 
𝐻ℎ OT B-O 
( OT B-O 
𝑙 OT B-O 
) OT B-O 
( OT B-O 
𝑥 OT B-O 
) OT B-O 
( OT B-O 
𝐿̅ OT B-O 
) OT B-O 
là OT B-O 
ma OT B-O 
trận OT B-O 
Hessian OT B-O 
của OT B-O 
𝐿̅ OT B-O 
tương OT B-O 
ứng OT B-O 
với OT B-O 
ℎ OT B-O 
( OT B-O 
𝑙 OT B-O 
) OT B-O 
( OT B-O 
𝑥 OT B-O 
) OT B-O 
, OT B-O 
〈 OT B-O 
. OT B-O 
, OT B-O 
. OT B-O 
〉 OT B-O 
là OT B-O 
phép OT B-O 
nhân OT B-O 
tích OT B-O 
vô OT B-O 
hướng OT B-O 
. OT B-O 
Tuy OT B-O 
nhiên OT B-O 
[ OT B-O 
14 OT B-O 
] OT B-O 
chỉ OT B-O 
đưa OT B-O 
ra OT B-O 
phân OT B-O 
tích OT B-O 
trên OT B-O 
phân OT B-O 
phối OT B-O 

Ta OT B-O 
kí OT B-O 
hiệu OT B-O 
, OT B-O 
𝐹 OT B-O 
là OT B-O 
hàm OT B-O 
đại OT B-O 
diện OT B-O 
cho OT B-O 
mô OT B-O 
hình OT B-O 
mạng OT B-O 
nơ-ron OT B-O 
, OT B-O 
ℎ OT B-O 
( OT B-O 
𝑙 OT B-O 
) OT B-O 
là OT B-O 
tầng OT B-O 
ẩn OT B-O 
thứ OT B-O 
𝑙 OT B-O 
trong OT B-O 
mạng OT B-O 
, OT B-O 
𝐹 OT B-O 
( OT B-O 
𝑙 OT B-O 
) OT B-O 
là OT B-O 
hàm OT B-O 
dựa OT B-O 
trên OT B-O 
phần OT B-O 
kiến OT B-O 
trúc OT B-O 
mạng OT B-O 
từ OT B-O 
tầng OT B-O 
𝑙 OT B-O 
cho OT B-O 
đến OT B-O 
tầng OT B-O 
đầu OT B-O 
ra OT B-O 
( OT B-O 
nghĩa OT B-O 
là OT B-O 
𝐹 OT B-O 
( OT B-O 
𝑥 OT B-O 
) OT B-O 
= OT B-O 
𝐹 OT B-O 
( OT B-O 
𝑙 OT B-O 
) OT B-O 
( OT B-O 
ℎ OT B-O 
( OT B-O 
𝑙 OT B-O 
) OT B-O 
( OT B-O 
𝑥 OT B-O 
) OT B-O 
) OT B-O 
) OT B-O 
. OT B-O 

42 OT B-O 
5 OT B-O 
THỬ OT B-O 
NGHIỆM OT B-O 
VÀ OT B-O 
ĐÁNH OT B-O 
GIÁ OT B-O 

𝑐 OT B-O 
với OT B-O 
𝑐 OT B-O 
là OT B-O 
một OT B-O 
hằng OT B-O 
số OT B-O 
PT AN B-AN 
3.4 OT B-O 
Khi OT B-O 
đó OT B-O 
thành OT B-O 
phần OT B-O 
KL AN B-AN 
sẽ OT B-O 
không OT B-O 
có OT B-O 
dạng OT B-O 
tường OT B-O 
minh OT B-O 
, OT B-O 
nhưng OT B-O 
có OT B-O 
thể OT B-O 
xấp OT B-O 
xỉ OT B-O 
bằng OT B-O 

Có OT B-O 
hai OT B-O 
cách OT B-O 
để LF B-LF 
xây OT B-O 
dựng OT B-O 
word2vec OT B-O 
: OT B-O 
- OT B-O 
Sử LF I-LF 
dụng LF I-LF 
các LF I-LF 
từ LF I-LF 
ngữ LF I-LF 
cảnh LF I-LF 
để LF I-LF 
dự LF I-LF 
đoán LF I-LF 
tự LF I-LF 
mục LF I-LF 
tiêu LF I-LF 
( OT B-O 
CBOW AN B-AN 
– OT B-O 
Continuous OT B-O 
Bag-of-word OT B-O 
) OT B-O 
- OT B-O 
Sử LF I-LF 
dụng LF I-LF 
một OT B-O 
từ LF I-LF 
để LF I-LF 
dự LF I-LF 
đoán LF I-LF 
ra OT B-O 
ngữ LF I-LF 
cảnh LF I-LF 
mục LF I-LF 
tiêu LF I-LF 
( OT B-O 
Skip-gram OT B-O 
) OT B-O 

Các OT B-O 
tác OT B-O 
vụ OT B-O 
trong OT B-O 
cùng OT B-O 
một OT B-O 
bộ OT B-O 
dữ OT B-O 
liệu OT B-O 
sẽ OT B-O 
có OT B-O 
số OT B-O 
lượng OT B-O 
nhãn OT B-O 
cần OT B-O 
phân OT B-O 
loại OT B-O 
là OT B-O 
như OT B-O 
nhau OT B-O 
. OT B-O 
Thêm OT B-O 
vào OT B-O 
đó OT B-O 
kiến OT B-O 
trúc OT B-O 
CNN AN B-AN 
cũng OT B-O 
sẽ OT B-O 
được OT B-O 
sử OT B-O 
dụng OT B-O 
để OT B-O 
đánh OT B-O 
giá OT B-O 

_ OT B-O 
alpha OT B-O 
= OT B-O 
0.5 OT B-O 
, OT B-O 
KL AN B-AN 
- OT B-O 
weight OT B-O 
= OT B-O 
0.0001 OT B-O 
VCL AN B-AN 
• OT B-O 
w/o AN B-AN 
Dropout OT B-O 
: OT B-O 
Không OT B-O 
cần OT B-O 

Hệ OT B-O 
đào OT B-O 
tạo OT B-O 
: OT B-O 
Đại OT B-O 
học OT B-O 
chính OT B-O 
quy OT B-O 
Đồ LF B-LF 
án LF I-LF 
tốt LF I-LF 
nghiệp LF I-LF 
( OT B-O 
ĐATN AN B-AN 
) OT B-O 
được OT B-O 
thực OT B-O 
hiện OT B-O 
tại OT B-O 
: OT B-O 
Trường OT B-O 
Đại OT B-O 
học OT B-O 

HAT_1000_0.5 OT B-O 
VBD AN B-AN 
- AN I-AN 
CL AN I-AN 
chính OT B-O 
xác OT B-O 
trung OT B-O 
bình OT B-O 

log OT B-O 
𝑝 OT B-O 
( OT B-O 
𝐷| OT B-O 
𝑤 OT B-O 
) OT B-O 
+ OT B-O 
𝐾𝐿 OT B-O 
( OT B-O 
𝑞𝜃 OT B-O 
, OT B-O 
𝛼 OT B-O 
( OT B-O 
𝑤 OT B-O 
) OT B-O 
| OT B-O 
|𝑝 OT B-O 
( OT B-O 
𝑤 OT B-O 
) OT B-O 
) OT B-O 
PT AN B-AN 
3.3 OT B-O 
Tuy OT B-O 
nhiên OT B-O 
trong OT B-O 
công OT B-O 
thức OT B-O 
PT AN I-AN 
3.3 OT B-O 
, OT B-O 
ta OT B-O 
thấy OT B-O 
rằng OT B-O 
đại OT B-O 
lượng OT B-O 
KL AN B-AN 
vẫn OT B-O 
phụ OT B-O 
thuộc OT B-O 

liệu OT B-O 
. OT B-O 
Giả OT B-O 
sứ OT B-O 
không OT B-O 
gian OT B-O 
gốc OT B-O 
có OT B-O 
m OT B-O 
điểm OT B-O 
dữ OT B-O 
liệu OT B-O 
xi OT B-O 
với OT B-O 
1 OT B-O 
≤ OT B-O 
i OT B-O 
≤ OT B-O 
m OT B-O 
, OT B-O 
thuật OT B-O 
toán OT B-O 
LLE AN B-AN 
sẽ OT B-O 
tìm OT B-O 
k OT B-O 
lân OT B-O 
cận OT B-O 
gần OT B-O 
nhất OT B-O 
với OT B-O 
điểm OT B-O 
dữ OT B-O 
liệu OT B-O 
xi OT B-O 
và OT B-O 
tái OT B-O 
thiết OT B-O 
lập OT B-O 
xi OT B-O 
như OT B-O 
là OT B-O 
một OT B-O 
hàm OT B-O 

Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Trọng OT B-O 
Nhật OT B-O 
, OT B-O 
20143316 OT B-O 
, OT B-O 
K59 OT B-O 
, OT B-O 
Lớp OT B-O 
KSTN AN B-AN 
- AN I-AN 
CNTT AN I-AN 
( OT B-O 
40 OT B-O 
) OT B-O 
40 OT B-O 

trọng OT B-O 
số OT B-O 
được OT B-O 
giới OT B-O 
hạn OT B-O 
tùy OT B-O 
theo OT B-O 
giá OT B-O 
trị OT B-O 
độ OT B-O 
quan OT B-O 
trọng OT B-O 
của OT B-O 
hai OT B-O 
nơ OT B-O 
-ron OT B-O 
ở OT B-O 
hai OT B-O 
đầu OT B-O 
, OT B-O 
để OT B-O 
can OT B-O 
thiệp OT B-O 
vào OT B-O 
sự OT B-O 
thay OT B-O 
đổi OT B-O 
của OT B-O 
trọng OT B-O 
số OT B-O 
đó OT B-O 
. OT B-O 
Nhưng OT B-O 
HAT AN B-AN 
chưa OT B-O 
hiệu OT B-O 
quả OT B-O 
trong OT B-O 
việc OT B-O 

3 OT B-O 
. OT B-O 
1 OT B-O 
. OT B-O 
3 OT B-O 
. OT B-O 
Ứng OT B-O 
dụng OT B-O 
của OT B-O 
GCN AN B-AN 
trong OT B-O 
xử LF B-LF 
lý LF I-LF 
ngôn LF I-LF 
ngữ LF I-LF 
tự LF I-LF 
nhiên LF I-LF 
( OT B-O 
NLP AN B-AN 
) OT B-O 
Phân OT B-O 
loại OT B-O 
văn OT B-O 
bản OT B-O 
làm OT B-O 
một OT B-O 
trong OT B-O 
những OT B-O 
bài OT B-O 
toán OT B-O 
phổ OT B-O 
biến OT B-O 
trong OT B-O 
NLP AN I-AN 
. OT B-O 
Với OT B-O 
bài OT B-O 

Như OT B-O 
vậy OT B-O 
, OT B-O 
bài OT B-O 
toán OT B-O 
mới OT B-O 
của OT B-O 
chúng OT B-O 
ta OT B-O 
là OT B-O 
xấp OT B-O 
xỉ OT B-O 
phân OT B-O 
phối OT B-O 
hậu OT B-O 
nghiệm OT B-O 
population OT B-O 
trên OT B-O 
một OT B-O 
dòng OT B-O 
dữ OT B-O 
liệu OT B-O 
đến OT B-O 
liên OT B-O 
tục OT B-O 
từ OT B-O 
phân OT B-O 
phối OT B-O 
population OT B-O 
Fα OT B-O 
. OT B-O 
Giống OT B-O 
như OT B-O 
VB AN B-AN 

Chú OT B-O 
ý OT B-O 
rằng OT B-O 
dưới OT B-O 
đây OT B-O 
sẽ OT B-O 
trình OT B-O 
bày OT B-O 
VBD AN B-AN 
dưới OT B-O 
góc OT B-O 
nhìn OT B-O 
của OT B-O 
việc OT B-O 
nén OT B-O 
mạng OT B-O 
có OT B-O 
cấu OT B-O 
trúc OT B-O 
nên OT B-O 
một OT B-O 
số OT B-O 
định OT B-O 
nghĩa OT B-O 
sẽ OT B-O 
khác OT B-O 
so OT B-O 
với OT B-O 
quy OT B-O 
ước OT B-O 
trong OT B-O 
phần OT B-O 
tóm OT B-O 
tắt OT B-O 
về OT B-O 
VD AN B-AN 
. OT B-O 

𝐶× OT B-O 
𝑊×𝐻 OT B-O 
với OT B-O 
𝐶 OT B-O 
, OT B-O 
𝑊 OT B-O 
, OT B-O 
𝐻 OT B-O 
lần OT B-O 
lượt OT B-O 
là OT B-O 
chiều OT B-O 
sâu OT B-O 
, OT B-O 
chiều OT B-O 
ngang OT B-O 
và OT B-O 
chiều OT B-O 
dọc OT B-O 
của OT B-O 
ma OT B-O 
trận OT B-O 
. OT B-O 
Xét OT B-O 
tầng OT B-O 
𝑙 OT B-O 
có OT B-O 
kênh OT B-O 
đầu OT B-O 
ra OT B-O 
là OT B-O 
K OT B-O 
chiều OT B-O 
khi OT B-O 
đó OT B-O 
số OT B-O 

Với OT B-O 
𝐾𝐿 OT B-O 
( OT B-O 
𝑞𝑡 OT B-O 
( OT B-O 
𝜃 OT B-O 
) OT B-O 
| OT B-O 
| OT B-O 
𝑞𝑡−1 OT B-O 
( OT B-O 
𝜃 OT B-O 
) OT B-O 
) OT B-O 
𝐿 OT B-O 
2 OT B-O 

- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Thế OT B-O 
Linh OT B-O 
– AN B-AN 
20142585 OT B-O 
– AN I-AN 
K59 OT B-O 
– AN I-AN 
Lớp OT B-O 
CNTT AN I-AN 
– AN I-AN 
TT AN I-AN 
2.03 OT B-O 
35 OT B-O 

giống OT B-O 
như OT B-O 
trong OT B-O 
các OT B-O 
phương OT B-O 
pháp OT B-O 
cơ OT B-O 
sở OT B-O 
đã OT B-O 
trình OT B-O 
bày OT B-O 
. OT B-O 
Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Văn OT B-O 
Sơn OT B-O 
, OT B-O 
20143863 OT B-O 
, OT B-O 
K59 OT B-O 
, OT B-O 
Lớp OT B-O 
KSTN AN B-AN 
- AN I-AN 
CNTT AN I-AN 
46 OT B-O 

Vì OT B-O 
vậy OT B-O 
kiến OT B-O 
trúc OT B-O 
của OT B-O 
mô OT B-O 
hình OT B-O 
học OT B-O 
HAN AN B-AN 
cũng OT B-O 
được OT B-O 
thiết OT B-O 
kế OT B-O 
theo OT B-O 
mô OT B-O 
hình OT B-O 
phân LF B-LF 
cấp LF I-LF 
gồm OT B-O 
2 OT B-O 
cấp LF I-LF 
: OT B-O 
cấp LF I-LF 
từ OT B-O 
, OT B-O 
cấp LF I-LF 
câu OT B-O 
( OT B-O 
được OT B-O 
thể OT B-O 
hiện OT B-O 
rõ OT B-O 
ở OT B-O 
hình OT B-O 
vẽ OT B-O 
phía OT B-O 
dưới OT B-O 
) OT B-O 
. OT B-O 
Hình OT B-O 
7 OT B-O 
Mạng LF I-LF 
tập LF I-LF 
trung LF I-LF 
phân LF I-LF 
cấp LF I-LF 
( OT B-O 
Hierarchical OT B-O 
Attention OT B-O 
Network OT B-O 
) OT B-O 

Một OT B-O 
phiên OT B-O 
bản OT B-O 
’ OT B-O 
cứng OT B-O 
’ OT B-O 
của OT B-O 
VBD AN B-AN 
- AN I-AN 
CL AN I-AN 
, OT B-O 
ký OT B-O 
hiệu OT B-O 
là OT B-O 
HardVBD AN I-AN 
- AN I-AN 
CL AN I-AN 
, OT B-O 
được OT B-O 
cài OT B-O 
đặt OT B-O 
khi OT B-O 
toàn OT B-O 
bộ OT B-O 
trọng OT B-O 
số OT B-O 
nối OT B-O 
với OT B-O 
cả OT B-O 
hai OT B-O 
nơ-ron OT B-O 
quan OT B-O 
trọng OT B-O 
được OT B-O 
giữ OT B-O 
nguyên OT B-O 
khi OT B-O 
học OT B-O 
các OT B-O 
tác OT B-O 
vụ OT B-O 
tiếp OT B-O 
theo OT B-O 
. OT B-O 
Điều OT B-O 
này OT B-O 
giúp OT B-O 
mô OT B-O 
hình OT B-O 
giữ OT B-O 
nguyên OT B-O 
tri OT B-O 
thức OT B-O 

Hình OT B-O 
2 OT B-O 
: OT B-O 
Ví OT B-O 
dụ OT B-O 
về OT B-O 
phân OT B-O 
lớp OT B-O 
ảnh OT B-O 
Trong OT B-O 
mô OT B-O 
hình OT B-O 
CNN AN B-AN 
có OT B-O 
hai OT B-O 
đặc OT B-O 
tính OT B-O 
đó OT B-O 
là OT B-O 
là OT B-O 
tính OT B-O 
bất OT B-O 
biến OT B-O 
và OT B-O 
tính OT B-O 
kết OT B-O 
hợp OT B-O 
. OT B-O 
Ví OT B-O 
dụ OT B-O 
trong OT B-O 

v2iT OT B-O 
∈ OT B-O 
ℝn OT B-O 
x OT B-O 
n OT B-O 
trong OT B-O 
đó OT B-O 
FFN AN B-AN 
là OT B-O 
một OT B-O 
mạng OT B-O 
feed OT B-O 
forward OT B-O 
được OT B-O 
sử OT B-O 
dụng OT B-O 
cho OT B-O 
chiều OT B-O 
cuối OT B-O 
cùng OT B-O 
của OT B-O 
từ OT B-O 
. OT B-O 
w2i OT B-O 
= OT B-O 
softmax OT B-O 
( OT B-O 
Mi OT B-O 
) OT B-O 
v2i OT B-O 
∈ OT B-O 
ℝn OT B-O 
x OT B-O 
de OT B-O 

Giải OT B-O 
pháp OT B-O 
cho OT B-O 
học LF B-LF 
liên LF I-LF 
tục LF I-LF 
mà OT B-O 
đồ OT B-O 
án OT B-O 
đưa OT B-O 
ra OT B-O 
có OT B-O 
tên OT B-O 
là OT B-O 
Structure OT B-O 
Compression OT B-O 
- OT B-O 
based OT B-O 
Continual OT B-O 
Learning OT B-O 
( OT B-O 
SCCL AN B-AN 
) OT B-O 
, OT B-O 
học LF I-LF 
liên LF I-LF 
tục LF I-LF 
dựa LF I-LF 
trên LF I-LF 
nén LF I-LF 
cấu LF I-LF 
trúc LF I-LF 
mạng LF I-LF 
; OT B-O 
được OT B-O 
xây OT B-O 
dựng OT B-O 
để OT B-O 
giải OT B-O 
quyết OT B-O 
các OT B-O 
vấn OT B-O 
đề OT B-O 
về OT B-O 
bộ OT B-O 
nhớ OT B-O 
sử OT B-O 
dụng OT B-O 
, OT B-O 
mở OT B-O 
rộng OT B-O 
mạng LF I-LF 
của OT B-O 
nhóm OT B-O 
phương OT B-O 
pháp OT B-O 
dựa LF I-LF 
trên LF I-LF 
kiến OT B-O 

• OT B-O 
Xác OT B-O 
suất OT B-O 
mỗi OT B-O 
quan OT B-O 
sát OT B-O 
được OT B-O 
sinh OT B-O 
bởi OT B-O 
từng OT B-O 
thành OT B-O 
phần OT B-O 
𝛾𝑛𝑘 OT B-O 
, OT B-O 
𝑘 OT B-O 
= OT B-O 
1 OT B-O 
, OT B-O 
2 OT B-O 
, OT B-O 
… OT B-O 
, OT B-O 
𝐾 OT B-O 
, OT B-O 
n OT B-O 
= OT B-O 
1 OT B-O 
, OT B-O 
2 OT B-O 
, OT B-O 
… OT B-O 
, OT B-O 
N. OT B-O 
1 OT B-O 

( OT B-O 
1 OT B-O 
, OT B-O 
nếu OT B-O 
như OT B-O 
có OT B-O 
click OT B-O 
nằm OT B-O 
trong OT B-O 
top OT B-O 
K AN B-AN 
. OT B-O 
HR AN I-AN 
@ AN I-AN 
K AN I-AN 
= OT B-O 

quan OT B-O 
hệ OT B-O 
thứ OT B-O 
tự OT B-O 
như OT B-O 
đã OT B-O 
nói OT B-O 
, OT B-O 
ngoài OT B-O 
ra OT B-O 
còn OT B-O 
có OT B-O 
thêm OT B-O 
thông OT B-O 
tin OT B-O 
mô OT B-O 
tả OT B-O 
về OT B-O 
người OT B-O 
dùng OT B-O 
hay OT B-O 
item OT B-O 
. OT B-O 
Nhóm OT B-O 
thứ OT B-O 
hai OT B-O 
gồm OT B-O 
ba OT B-O 
mô OT B-O 
hình OT B-O 
ITE AN B-AN 
- AN I-AN 
2 AN I-AN 
, OT B-O 
ITE AN I-AN 
- AN I-AN 
3 AN I-AN 
và OT B-O 
ITE AN I-AN 
- AN I-AN 
4 AN I-AN 
, OT B-O 
được OT B-O 
xây OT B-O 
dựng OT B-O 

số OT B-O 
chủ OT B-O 
đề OT B-O 
của OT B-O 
tập OT B-O 
văn OT B-O 
bản OT B-O 
V OT B-O 

• OT B-O 
w/o AN B-AN 
Dropout OT B-O 
: OT B-O 
Không OT B-O 
cần OT B-O 
• OT B-O 
Dropout OT B-O 
: OT B-O 
droprate OT B-O 
= OT B-O 
0.5 OT B-O 
• OT B-O 
ALV AN B-AN 
: OT B-O 
init OT B-O 
_ OT B-O 
alpha OT B-O 
= OT B-O 
0.5 OT B-O 
, OT B-O 
KL AN B-AN 
- OT B-O 
weight OT B-O 
= OT B-O 
0.01 OT B-O 

Với OT B-O 
hi OT B-O 
vọng OT B-O 
có OT B-O 
thể OT B-O 
cải OT B-O 
thiện OT B-O 
hướng OT B-O 
nghiên OT B-O 
cứu OT B-O 
CL AN B-AN 
nói OT B-O 
chung OT B-O 
, OT B-O 
LCL AN I-AN 
ra OT B-O 
đời OT B-O 
và OT B-O 
mong OT B-O 
muốn OT B-O 
của OT B-O 
em OT B-O 
cùng OT B-O 
với OT B-O 
nhóm OT B-O 
nghiên OT B-O 
cứu OT B-O 
là OT B-O 
có OT B-O 
thể OT B-O 
đưa OT B-O 
được OT B-O 
ý OT B-O 
tưởng OT B-O 
này OT B-O 
kết OT B-O 
hợp OT B-O 
vào OT B-O 
rất OT B-O 
nhiều OT B-O 
phương OT B-O 
pháp OT B-O 
khác OT B-O 
nhau OT B-O 
trong OT B-O 
hướng OT B-O 
nghiên OT B-O 
cứu OT B-O 
CL AN I-AN 
như OT B-O 
SimCLR AN I-AN 
, OT B-O 

sát OT B-O 
( OT B-O 
supervised OT B-O 
learning OT B-O 
) OT B-O 
, OT B-O 
học OT B-O 
không OT B-O 
giám OT B-O 
sát OT B-O 
( OT B-O 
unsupervised OT B-O 
learning OT B-O 
) OT B-O 
, OT B-O 
học OT B-O 
tăng OT B-O 
cường OT B-O 
( OT B-O 
reinforcement OT B-O 
Learning OT B-O 
) OT B-O 
. OT B-O 
Có OT B-O 
thể OT B-O 
nói OT B-O 
, OT B-O 
việc OT B-O 
học OT B-O 
kinh OT B-O 
nghiệm OT B-O 
E OT B-O 
chính OT B-O 
là OT B-O 
việc OT B-O 
học OT B-O 
các OT B-O 
tham OT B-O 
số OT B-O 
mô OT B-O 
hình OT B-O 
( OT B-O 
model OT B-O 

49.6 OT B-O 
49.7 OT B-O 
Bảng OT B-O 
2 OT B-O 
: OT B-O 
Kết OT B-O 
quả OT B-O 
của OT B-O 
biểu OT B-O 
diễn OT B-O 
ẩn OT B-O 
khi OT B-O 
thay OT B-O 
đổi OT B-O 
các OT B-O 
yếu OT B-O 
tổ OT B-O 
ảnh OT B-O 
hưởng OT B-O 
đến OT B-O 
tập OT B-O 
hoán OT B-O 
vị OT B-O 
( OT B-O 
Nguồn OT B-O 
: OT B-O 
[ OT B-O 
NF16 OT B-O 
] OT B-O 
) OT B-O 

tự OT B-O 
bài OT B-O 
toán OT B-O 
phân OT B-O 
loại OT B-O 
cho OT B-O 
K OT B-O 
+ OT B-O 
1 OT B-O 
lớp OT B-O 
. OT B-O 
Hàm OT B-O 
mất OT B-O 
mát OT B-O 
được OT B-O 
tính OT B-O 
như OT B-O 
sau OT B-O 
: OT B-O 
𝑃 OT B-O 

vụ OT B-O 
cũ OT B-O 
5 OT B-O 
. OT B-O 
2 OT B-O 
. OT B-O 
Từ OT B-O 
quan OT B-O 
sát OT B-O 
trên OT B-O 
hai OT B-O 
tập OT B-O 
dữ OT B-O 
liệu OT B-O 
, OT B-O 
VBD AN B-AN 
- AN B-AN 
CL AN I-AN 
, OT B-O 
UCL AN I-AN 
, OT B-O 
AGS AN I-AN 
- AN I-AN 
CL AN I-AN 
cân OT B-O 
bằng OT B-O 
tính OT B-O 
ổn OT B-O 
định OT B-O 
và OT B-O 

2 OT B-O 
. OT B-O 
3 OT B-O 
. OT B-O 
Mô LF B-LF 
hình LF I-LF 
chủ LF I-LF 
đề LF I-LF 
ẩn LF I-LF 
( OT B-O 
Latent OT B-O 
Dirichlet OT B-O 
Allocation OT B-O 
) OT B-O 
2 OT B-O 
. OT B-O 
3 OT B-O 
. OT B-O 
1 OT B-O 
. OT B-O 
Ý OT B-O 
tưởng OT B-O 
Mô LF I-LF 
hình LF I-LF 
Latent OT B-O 
Dirichlet OT B-O 
Allocation OT B-O 
( OT B-O 
LDA AN B-AN 
) OT B-O 
là OT B-O 
mô OT B-O 
hình LF I-LF 
sinh OT B-O 
xác OT B-O 
xuất OT B-O 
cho OT B-O 
tập OT B-O 

Hình OT B-O 
6 OT B-O 
: OT B-O 
Hiệu OT B-O 
suất OT B-O 
LPP AN B-AN 
của OT B-O 
các OT B-O 
phương OT B-O 
pháp OT B-O 
trên OT B-O 
mô OT B-O 
hình OT B-O 
LDA AN B-AN 
với OT B-O 
6 OT B-O 
bộ OT B-O 
dữ OT B-O 
liệu OT B-O 
không OT B-O 
có OT B-O 
nhãn OT B-O 
thời OT B-O 
gian OT B-O 
Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Văn OT B-O 
Sơn OT B-O 
, OT B-O 
20143863 OT B-O 
, OT B-O 
K59 OT B-O 
, OT B-O 
Lớp OT B-O 
KSTN AN B-AN 
- AN I-AN 
CNTT AN I-AN 

− OT B-O 
→ OT B-O 
EFα OT B-O 
[ OT B-O 
log OT B-O 
p OT B-O 
( OT B-O 
X OT B-O 
] OT B-O 
= OT B-O 
EFα OT B-O 
[ OT B-O 
KL OT B-O 
( OT B-O 
q OT B-O 
( OT B-O 
z OT B-O 
, OT B-O 
Θ OT B-O 
) OT B-O 
| OT B-O 
| OT B-O 
p OT B-O 
( OT B-O 
z OT B-O 
, OT B-O 
Θ OT B-O 
| OT B-O 
X OT B-O 
) OT B-O 
) OT B-O 
] OT B-O 
+ OT B-O 
EFα OT B-O 
[ OT B-O 
Eq OT B-O 
[ OT B-O 
p OT B-O 
( OT B-O 
z OT B-O 
, OT B-O 
Θ OT B-O 
, OT B-O 
X OT B-O 
) OT B-O 
− OT B-O 
q OT B-O 
( OT B-O 
z OT B-O 
, OT B-O 
Θ OT B-O 
) OT B-O 
] OT B-O 
] OT B-O 
Theo OT B-O 
bất OT B-O 
đẳng OT B-O 
thức OT B-O 
Jensen OT B-O 
đối OT B-O 
với OT B-O 
hàm OT B-O 
lõm OT B-O 
log OT B-O 
ta OT B-O 
có OT B-O 
: OT B-O 

câu OT B-O 
nhiều OT B-O 
nhất OT B-O 
