-DOCSTART- -X- O
يابد OT B-O 
. OT B-O 
• OT B-O 
روش OT B-O 
به OT B-O 
كار OT B-O 
گرفته OT B-O 
شده OT B-O 
براي OT B-O 
متمركز OT B-O 
كردن OT B-O 
پرتو OT B-O 
الكتروني OT B-O 
• OT B-O 
روش OT B-O 
به OT B-O 
كار OT B-O 
رفته OT B-O 
براي OT B-O 
تغيير OT B-O 
جريان OT B-O 
پرتو OT B-O 
شامل OT B-O 
روش OT B-O 
به OT B-O 
كار OT B-O 
رفته OT B-O 
براي OT B-O 
روشن OT B-O 
و OT B-O 
خاموش OT B-O 
كردن OT B-O 
TWT AN I-AN 
و OT B-O 
هر OT B-O 
مدولاسيون OT B-O 
مورد OT B-O 
نياز OT B-O 
در OT B-O 
طي OT B-O 
عملكرد OT B-O 
TWT AN I-AN 
. OT B-O 

تغییر OT B-O 
با OT B-O 
استفاده OT B-O 
از OT B-O 
دستور OT B-O 
settype OT B-O 
( OT B-O 
) OT B-O 
در OT B-O 
PHP AN B-AN 
با OT B-O 
استفاده OT B-O 
از OT B-O 
دستور OT B-O 
( OT B-O 
) OT B-O 
settype OT B-O 
شما OT B-O 
می OT B-O 
توانید OT B-O 
نوع OT B-O 
یک OT B-O 
متغیر OT B-O 
را OT B-O 
تغییر OT B-O 
دهید OT B-O 
. OT B-O 
برای OT B-O 
این OT B-O 
کار OT B-O 
باید OT B-O 
نام OT B-O 
متغیر OT B-O 
و OT B-O 
نوع OT B-O 
متغیر OT B-O 
که OT B-O 
می OT B-O 
خواهید OT B-O 
به OT B-O 
آن OT B-O 
تغییر OT B-O 
یابد OT B-O 
را OT B-O 
در OT B-O 
بین OT B-O 
پرانتز OT B-O 
و OT B-O 
با OT B-O 
فاصله OT B-O 
یک OT B-O 
کاما OT B-O 
در OT B-O 
بینشان OT B-O 
مشخص OT B-O 
نمایید OT B-O 
. OT B-O 

• OT B-O 
شماره OT B-O 
ماژول OT B-O 
140 OT B-O 
DRA84000 OT B-O 
• OT B-O 
نرخ OT B-O 
نامی OT B-O 
: OT B-O 
20 OT B-O 
– OT B-O 
250 OT B-O 
VAC OT B-O 
• OT B-O 
تعداد OT B-O 
تقاط OT B-O 
16 OT B-O 

WAP AN B-AN 
، OT B-O 
استاندارد LF B-LF 
جهاني LF I-LF 
براي LF I-LF 
ارائه LF I-LF 
ارتباطات LF I-LF 
اينترنتي LF I-LF 
از OT B-O 
طريق OT B-O 
تافن OT B-O 
هاي OT B-O 
همراه OT B-O 
ديجيتال OT B-O 
، OT B-O 
دستگاه OT B-O 
هاي OT B-O 
امن OT B-O 
ديجيتال OT B-O 
شخصي OT B-O 
و LF B-LF 
ديگر OT B-O 
ترمينال OT B-O 
هاي OT B-O 
بي OT B-O 
سيم OT B-O 
مي OT B-O 
باشد OT B-O 
. OT B-O 
WAP AN I-AN 
، OT B-O 
به OT B-O 
منظور OT B-O 
استفاده OT B-O 
امن OT B-O 
و LF I-LF 
كاراي OT B-O 
پهناي OT B-O 
باند OT B-O 
، OT B-O 
سرعت OT B-O 
هاي OT B-O 
پايين OT B-O 
اتصال OT B-O 
، OT B-O 
نمايشگر OT B-O 
كوچك OT B-O 
و LF I-LF 
غيره OT B-O 
طراحي OT B-O 
شده OT B-O 
است LF I-LF 
. OT B-O 
WML AN B-AN 
، OT B-O 
نوعي OT B-O 
از OT B-O 
( OT B-O 
WAP AN I-AN 
) OT B-O 
است LF I-LF 
؛ OT B-O 
كه OT B-O 
مشابه OT B-O 
پروتكل LF I-LF 
انتقالي LF I-LF 
( OT B-O 
HTTP AN B-AN 
) OT B-O 
بوده OT B-O 
و LF I-LF 
به OT B-O 
عنوان OT B-O 
( OT B-O 
WML AN I-AN 
) OT B-O 
عمل OT B-O 
مي OT B-O 
كند OT B-O 
و LF I-LF 
براي LF I-LF 
مرورگرهاي OT B-O 
كوچك OT B-O 
برروي OT B-O 
تلفن OT B-O 
هاي OT B-O 
دستي OT B-O 
طراحي OT B-O 
شده OT B-O 
است LF I-LF 
. OT B-O 

‬ OT B-O 
در OT B-O 
این OT B-O 
مورد OT B-O 
‪ OT B-O 
، OT B-O 
R5 OT B-O 
،‬ OT B-O 
زیر OT B-O 
شبکه OT B-O 
‪ OT B-O 
10 OT B-O 
. OT B-O 
1 OT B-O 
. OT B-O 
1 OT B-O 
. OT B-O 
0 OT B-O 
/ OT B-O 
24 OT B-O 
‬‬ OT B-O 
‫ OT B-O 
را OT B-O 
باز OT B-O 
توزیع OT B-O 
خواهد OT B-O 
کرد OT B-O 
‪ OT B-O 
. OT B-O 
‬ OT B-O 
زیر OT B-O 
شبکه OT B-O 
ای OT B-O 
که OT B-O 
با OT B-O 
استفاده OT B-O 
از OT B-O 
فاصل OT B-O 
‪ OT B-O 
R5 OT B-O 
‬ OT B-O 
متصل OT B-O 
می OT B-O 
شود OT B-O 
‪ OT B-O 
.‬‬ OT B-O 

• OT B-O 
در OT B-O 
این OT B-O 
فاصله OT B-O 
سنسورهای OT B-O 
LGP AN B-AN 
و OT B-O 
HGP AN B-AN 
چک OT B-O 
شود OT B-O 
، OT B-O 
در OT B-O 
صورت OT B-O 
فرمان OT B-O 
HGP AN I-AN 
شیر OT B-O 
3 OT B-O 
جهت OT B-O 
تخلیه OT B-O 
باز OT B-O 
می‌گردد OT B-O 
. OT B-O 
و OT B-O 
در OT B-O 
صورت OT B-O 
LGP AN I-AN 
شیر OT B-O 
w OT B-O 
بسته OT B-O 
شود OT B-O 
. OT B-O 
• OT B-O 
اگر OT B-O 
پس OT B-O 
از OT B-O 
؟ OT B-O 
چشم OT B-O 
اصلی OT B-O 
ندید OT B-O 
، OT B-O 
شیر OT B-O 
8 OT B-O 
بسته OT B-O 
شود OT B-O 
. OT B-O 

برای OT B-O 
این OT B-O 
توپولوژی OT B-O 
یک OT B-O 
کامپیوتر OT B-O 
HMI AN B-AN 
قدرتمند OT B-O 
نیاز OT B-O 
است OT B-O 
که OT B-O 
اگر OT B-O 
یک OT B-O 
تعداد OT B-O 
زیادی OT B-O 
LED AN B-AN 
در OT B-O 
ارتباط OT B-O 
با OT B-O 
هم OT B-O 
باشند OT B-O 
این OT B-O 
توپولوژی OT B-O 
برای OT B-O 
پست OT B-O 
های OT B-O 
MV AN B-AN 
استفاده OT B-O 
می OT B-O 
شود OT B-O 
. OT B-O 
5 OT B-O 
- OT B-O 
5 OT B-O 
- OT B-O 
توپولوژی OT B-O 
بر OT B-O 
مبنای OT B-O 
RTU AN B-AN 
یک OT B-O 
پروسسور OT B-O 
بعنوان OT B-O 
RTU AN I-AN 
استفاده OT B-O 
می OT B-O 
شود OT B-O 
برای OT B-O 
میزبانی OT B-O 
نرم OT B-O 
افزار OT B-O 
اتوماسیون OT B-O 
بنابراین OT B-O 
کامپیوتر OT B-O 
HMI AN I-AN 
نیاز OT B-O 
به OT B-O 
قدرت OT B-O 
بالا OT B-O 
ندارد OT B-O 
و OT B-O 
فرمهای OT B-O 
استاندارد OT B-O 
PC AN B-AN 
می OT B-O 
باشد OT B-O 

‫باز‪ OT B-O 
،‬ OT B-O 
حرکت OT B-O 
کردن OT B-O 
براساس OT B-O 
‪API‬های OT B-O 
باز OT B-O 
و OT B-O 
پروتکل OT B-O 
های OT B-O 
استاندارد OT B-O 
در OT B-O 
سطوح OT B-O 
سیستم OT B-O 
های OT B-O 
مختلف OT B-O 
است OT B-O 
‪ OT B-O 
.‬‬ OT B-O 
‫در OT B-O 
این OT B-O 
زمینه OT B-O 
معماری OT B-O 
خالقانه OT B-O 
و OT B-O 
سیستم OT B-O 
عامل OT B-O 
هایی OT B-O 
برای OT B-O 
پشتیبانی OT B-O 
فوق OT B-O 
العاده OT B-O 
پیچیده OT B-O 
و OT B-O 
ارتباط OT B-O 
درونی OT B-O 
‬ AN B-AN 
‫برنامه OT B-O 
های OT B-O 
کاربردی OT B-O 
اینترنت OT B-O 
اشیاء OT B-O 
مورد OT B-O 
نیاز OT B-O 
است OT B-O 
‪ OT B-O 
.‬‬ OT B-O 

- OT B-O 
SET OT B-O 
UP OT B-O 
نمودن OT B-O 
تجهیزات OT B-O 
بصورت OT B-O 
آزمایشی OT B-O 
- OT B-O 
نتایج OT B-O 
آزمایشی OT B-O 
- OT B-O 
تست OT B-O 
های OT B-O 
میدانی OT B-O 

در OT B-O 
این OT B-O 
قسمت OT B-O 
ابتدا OT B-O 
ما OT B-O 
فهرست OT B-O 
مربوط OT B-O 
به OT B-O 
جنبه OT B-O 
ها OT B-O 
یا OT B-O 
فرض OT B-O 
هایی OT B-O 
را OT B-O 
در OT B-O 
نظر OT B-O 
می OT B-O 
گیریم OT B-O 
برای OT B-O 
تهیه OT B-O 
گزارش OT B-O 
از OT B-O 
زمانی OT B-O 
که OT B-O 
ارتباط OT B-O 
سیستم OT B-O 
VANET AN B-AN 
برقرار OT B-O 
می OT B-O 
شود OT B-O 
طراحی OT B-O 
می OT B-O 
کنیم OT B-O 
. OT B-O 
سپس OT B-O 
، OT B-O 
ما OT B-O 
دو OT B-O 
شیوه OT B-O 
برای OT B-O 
انتشار OT B-O 
اطلاعات OT B-O 
را OT B-O 
شرح OT B-O 
می OT B-O 
دهیم OT B-O 
و OT B-O 
نهایتا OT B-O 
سیستم OT B-O 
مشتق OT B-O 
شده OT B-O 
را OT B-O 
توجیه OT B-O 
می OT B-O 
کنیم OT B-O 
. OT B-O 
1 OT B-O 
- OT B-O 
13 OT B-O 
- OT B-O 
3 OT B-O 
ویژگی OT B-O 
ها OT B-O 
/ OT B-O 
فرضیه OT B-O 
ها OT B-O 

‬ AN B-AN 
به OT B-O 
طور OT B-O 
کلی OT B-O 
‪ OT B-O 
،‬ OT B-O 
در OT B-O 
این OT B-O 
حالت OT B-O 
اندازه OT B-O 
گیری OT B-O 
سه OT B-O 
آیتم OT B-O 
‬ AN I-AN 
‫به OT B-O 
موارد OT B-O 
قبلی OT B-O 
می OT B-O 
افزاید OT B-O 
‪ OT B-O 
.‬‬ OT B-O 
‫▪ OT B-O 
بهترین OT B-O 
هزینه OT B-O 
درون OT B-O 
ناحیه OT B-O 
ای OT B-O 
برای OT B-O 
رسیدن OT B-O 
به OT B-O 
‪ OT B-O 
( OT B-O 
ABR AN B-AN 
‬ AN I-AN 
برای OT B-O 
هر OT B-O 
‪ OT B-O 
LSDB‬ AN I-AN 
ناحیه OT B-O 
) OT B-O 
‬ AN I-AN 

براي OT B-O 
رفع OT B-O 
اين OT B-O 
عيب OT B-O 
مي‌توان OT B-O 
به OT B-O 
‌جاي OT B-O 
خازن OT B-O 
ثابت OT B-O 
از OT B-O 
يك OT B-O 
خازن OT B-O 
سوئيچ OT B-O 
شونده OT B-O 
يا OT B-O 
بانك OT B-O 
خازني OT B-O 
سوئيچ OT B-O 
شونده OT B-O 
استفاده OT B-O 
كرد OT B-O 
و OT B-O 
به OT B-O 
اين OT B-O 
ترتيب OT B-O 
ظرفيت OT B-O 
TCR AN B-AN 
را OT B-O 
كاهش OT B-O 
داد OT B-O 
. OT B-O 
اين OT B-O 
ساختار OT B-O 
نسبت OT B-O 
به OT B-O 
ساختارهاي OT B-O 
قبلي OT B-O 
كمي OT B-O 
پيچيده‌تر OT B-O 
است OT B-O 
و OT B-O 
كنترل OT B-O 
مشكلي OT B-O 
دارد OT B-O 
. OT B-O 
حداكثر OT B-O 
تاخير OT B-O 
اين OT B-O 
سيستم OT B-O 
بعد OT B-O 
دريافت OT B-O 
فرمان OT B-O 
در OT B-O 
سيستم OT B-O 
تكفاز OT B-O 
و OT B-O 
در OT B-O 
سيستم OT B-O 
سه OT B-O 
فاز OT B-O 
ساده OT B-O 
است OT B-O 
. OT B-O 

Y OT B-O 
2 OT B-O 
لبه OT B-O 
بالارونده OT B-O 
در OT B-O 
I0 OT B-O 
. OT B-O 
1 OT B-O 

البته OT B-O 
پردازش OT B-O 
الكترونيكي OT B-O 
چك OT B-O 
بستگي OT B-O 
به OT B-O 
نيازي OT B-O 
است OT B-O 
كه OT B-O 
وجود OT B-O 
دارد OT B-O 
. OT B-O 
عمليات OT B-O 
پردازش OT B-O 
، OT B-O 
از OT B-O 
طريق OT B-O 
شبكه OT B-O 
( OT B-O 
( OT B-O 
ACH AN B-AN 
كه OT B-O 
منطبق OT B-O 
بر OT B-O 
قوانين OT B-O 
بانكداري OT B-O 
( OT B-O 
NACHA AN I-AN 
) OT B-O 
است OT B-O 
– OT B-O 
به OT B-O 
منظور OT B-O 
نگهداري OT B-O 
سپرده OT B-O 
ها OT B-O 
و OT B-O 
پرداخت OT B-O 
، OT B-O 
نتايج OT B-O 
تحقيقات OT B-O 
فدرال OT B-O 
را OT B-O 
در OT B-O 
مورد OT B-O 
چك OT B-O 
ها OT B-O 
و OT B-O 
پرداخت OT B-O 
هاي OT B-O 
الكترونيكي OT B-O 
اعلام OT B-O 
مي OT B-O 
كند OT B-O 
. OT B-O 
* OT B-O 
امكان OT B-O 
پذيرفتن OT B-O 
چك OT B-O 
از OT B-O 
طريق OT B-O 
: OT B-O 
اينترنت OT B-O 
، OT B-O 
فاكس OT B-O 
يا OT B-O 
نلفن OT B-O 
. OT B-O 

جدول OT B-O 
RECEPTION OT B-O 
این OT B-O 
جدول OT B-O 
برای OT B-O 
ذخیره OT B-O 
اطلاعات OT B-O 
مربوط OT B-O 
به OT B-O 
مسافران OT B-O 
هتل OT B-O 
می OT B-O 
باشد OT B-O 
که OT B-O 
به OT B-O 
صورت OT B-O 
حضوری OT B-O 
برای OT B-O 
پذیرش OT B-O 
اتاق OT B-O 
مراجعه OT B-O 
نموده OT B-O 
اند OT B-O 
. OT B-O 
شکل OT B-O 
آن OT B-O 
را OT B-O 
در OT B-O 
زیر OT B-O 
می OT B-O 
توانید OT B-O 
مشاهده OT B-O 
کنید OT B-O 
. OT B-O 

‫می OT B-O 
کند OT B-O 
که OT B-O 
در OT B-O 
آن OT B-O 
مسیر OT B-O 
یک OT B-O 
مسیر OT B-O 
خارجی OT B-O 
با OT B-O 
‪ OT B-O 
112 OT B-O 
= OT B-O 
AD AN B-AN 
‬ OT B-O 
فرض OT B-O 
می OT B-O 
شود OT B-O 
‪ OT B-O 
.‬‬ OT B-O 
‫مرحله OT B-O 
‪ OT B-O 
: OT B-O 
2 OT B-O 
‬ OT B-O 
مسیریاب OT B-O 
‪ OT B-O 
RD1 AN B-AN 
‬ OT B-O 
این OT B-O 
مسیر OT B-O 
خارجی OT B-O 
‪ OT B-O 
ELGRP AN B-AN 
‬ OT B-O 
را OT B-O 
به OT B-O 
سمت OT B-O 
‪ OT B-O 
OSPF AN B-AN 
‬ OT B-O 
بازتوزیع OT B-O 
موی OT B-O 
کنود OT B-O 
و OT B-O 
یوک OT B-O 
مسویر OT B-O 
‪ OT B-O 
E2 OT B-O 
‬ OT B-O 
بوا OT B-O 
‬ OT B-O 
‫ OT B-O 
‪ OT B-O 
112 OT B-O 
= OT B-O 
AD AN I-AN 
‬ OT B-O 
به OT B-O 
حساب OT B-O 
می OT B-O 
آید OT B-O 
‪ OT B-O 
.‬‬ OT B-O 

! OT B-O 
= OT B-O 
چک OT B-O 
می OT B-O 
کند OT B-O 
که OT B-O 
مقدار OT B-O 
سمت OT B-O 
راست OT B-O 
و OT B-O 
چپ OT B-O 
برابر OT B-O 
نباشند OT B-O 
و OT B-O 
اگر OT B-O 
x OT B-O 
همان OT B-O 
4 OT B-O 
باشد OT B-O 
: OT B-O 
PHP AN B-AN 
Code OT B-O 
: OT B-O 
$ OT B-O 
x OT B-O 
= OT B-O 
! OT B-O 
5 OT B-O 

جایی OT B-O 
در OT B-O 
طول OT B-O 
سیر OT B-O 
ساختاری OT B-O 
( OT B-O 
Data OT B-O 
Warehousing OT B-O 
) OT B-O 
، OT B-O 
این OT B-O 
دیدِ OT B-O 
مقایسه OT B-O 
ای LF B-LF 
و OT B-O 
( OT B-O 
Architectural OT B-O 
Vision OT B-O 
) OT B-O 
از OT B-O 
بین OT B-O 
رفته OT B-O 
است OT B-O 
. OT B-O 
چون OT B-O 
برخی OT B-O 
فروشندگان OT B-O 
و OT B-O 
سخن OT B-O 
گویان OT B-O 
صنعت OT B-O 
، OT B-O 
انبار OT B-O 
داده OT B-O 
را OT B-O 
بعنوان OT B-O 
یک OT B-O 
database OT B-O 
گزارشی OT B-O 
ساده OT B-O 
مدیریتی OT B-O 
تعریف OT B-O 
کرده OT B-O 
اند OT B-O 
. OT B-O 
که OT B-O 
البته OT B-O 
این OT B-O 
مسئله OT B-O 
یک OT B-O 
انحراف OT B-O 
معیار OT B-O 
مبهم OT B-O 
اما OT B-O 
بسیار OT B-O 
مهم OT B-O 
از OT B-O 
نسخه‌ی OT B-O 
اصلی OT B-O 
انبار OT B-O 
داده OT B-O 
ها LF I-LF 
بعنوان OT B-O 
مرکز OT B-O 
ساختاری OT B-O 
اطلاعات OT B-O 
مدیریتی OT B-O 
است OT B-O 
که OT B-O 
در OT B-O 
آن OT B-O 
سیستم LF I-LF 
های LF I-LF 
پشتیبانی LF I-LF 
تصمیم LF I-LF 
( OT B-O 
DSS AN B-AN 
) OT B-O 
حقیقتاً OT B-O 
« OT B-O 
بازارهای OT B-O 
داده OT B-O 
» OT B-O 
و OT B-O 
یا OT B-O 
« OT B-O 
انبارهای OT B-O 
کوچکتر OT B-O 
» OT B-O 
هستند OT B-O 
. OT B-O 

9 OT B-O 
) OT B-O 
سیستم OT B-O 
عامل OT B-O 
جمع OT B-O 
و OT B-O 
جور OT B-O 
: OT B-O 
این OT B-O 
سیستم OT B-O 
عامل OT B-O 
به OT B-O 
طور OT B-O 
مشخص OT B-O 
همه OT B-O 
نیازهای OT B-O 
یک OT B-O 
دستیار LF B-LF 
شخصی LF I-LF 
( OT B-O 
PDA AN B-AN 
) OT B-O 
را OT B-O 
برآورده OT B-O 
خواهد OT B-O 
کرد OT B-O 
. OT B-O 
لذا OT B-O 
شما OT B-O 
می OT B-O 
توانید OT B-O 
از OT B-O 
این OT B-O 
سیستم OT B-O 
عامل OT B-O 
هم OT B-O 
روی OT B-O 
PDA AN I-AN 
و OT B-O 
هم OT B-O 
روی OT B-O 
اسمارت OT B-O 
فون OT B-O 
خود OT B-O 
نیز OT B-O 
بهره OT B-O 
بگیرید OT B-O 
. OT B-O 

‫شکل OT B-O 
‪ OT B-O 
: OT B-O 
2 OT B-O 
- OT B-O 
2 OT B-O 
‬ AN B-AN 
همگرایی OT B-O 
‪IP‬‬ OT B-O 

‫ای OT B-O 
فاصله OT B-O 
بیاندازید OT B-O 
‪ OT B-O 
.‬‬ OT B-O 
‫ OT B-O 
برای OT B-O 
فایق OT B-O 
آمدن OT B-O 
بر OT B-O 
مشکل OT B-O 
بروز OT B-O 
حلقوه OT B-O 
حووزه OT B-O 
‪ OT B-O 
OSPF AN B-AN 
- OT B-O 
RIP AN B-AN 
‬ OT B-O 
بوا OT B-O 
تنظویم OT B-O 
‪ OT B-O 
، OT B-O 
AD AN B-AN 
‬ OT B-O 
تنهوا OT B-O 
‪ OT B-O 
AD AN I-AN 
‬ OT B-O 
را OT B-O 
بورای OT B-O 
مسویرهای OT B-O 
خوارجی OT B-O 
‬ OT B-O 

‫مربوط OT B-O 
به OT B-O 
‪ OT B-O 
- OT B-O 
1 AN B-AN 
- OT B-O 
1 AN I-AN 
- OT B-O 
1 AN I-AN 
RD1 AN I-AN 
‬ AN B-AN 
خواهد OT B-O 
بود OT B-O 
‪ OT B-O 
. OT B-O 
‬دستور OT B-O 
فاصله OT B-O 
انودازی OT B-O 
‪ OT B-O 
171 OT B-O 
1 AN I-AN 
. OT B-O 
1 AN I-AN 
. OT B-O 
1 AN I-AN 
. OT B-O 
1 AN I-AN 
0 OT B-O 
. OT B-O 
0 OT B-O 
. OT B-O 
0 OT B-O 
. OT B-O 
0 OT B-O 
‬ AN I-AN 
و OT B-O 
اتصوال OT B-O 
‪ OT B-O 
172 OT B-O 
- OT B-O 
20 OT B-O 
‬ AN I-AN 
مربووط OT B-O 
بوه OT B-O 
‬ AN I-AN 
‫ OT B-O 
‪ OT B-O 
RD2 AN B-AN 
‬ AN I-AN 
به OT B-O 
‪ OT B-O 
OSPF AN B-AN 
‬ AN I-AN 
فرمان OT B-O 
می OT B-O 
دهد OT B-O 
تا OT B-O 
به OT B-O 
دنبال OT B-O 
‪ OT B-O 
LSA‬هایی OT B-O 
بگردد OT B-O 
که OT B-O 
کامالً OT B-O 
به OT B-O 
‪ OT B-O 
RID AN B-AN 
1 AN I-AN 
. OT B-O 
1 AN I-AN 
. OT B-O 
1 AN I-AN 
. OT B-O 
1 AN I-AN 
‬ AN I-AN 
تعلق OT B-O 
داشوته OT B-O 
باشوند OT B-O 
و OT B-O 
اگور OT B-O 
‬ AN I-AN 

اين OT B-O 
برنامه OT B-O 
وظيفه OT B-O 
اي OT B-O 
مشابه OT B-O 
سيستم OT B-O 
عامل OT B-O 
Dos AN B-AN 
در OT B-O 
دستگاههاي OT B-O 
PC AN B-AN 
دارد OT B-O 
كه OT B-O 
بر OT B-O 
روي OT B-O 
تراشه OT B-O 
هاي OT B-O 
خاصي OT B-O 
بنام OT B-O 
حافظه LF B-LF 
فقط LF I-LF 
خواندني LF I-LF 
( OT B-O 
ROM AN B-AN 
) OT B-O 
قرار OT B-O 
گرفته OT B-O 
است OT B-O 
. OT B-O 
برنامه OT B-O 
هاي OT B-O 
ثابت OT B-O 
در OT B-O 
ROM AN I-AN 
، OT B-O 
درحين OT B-O 
عمليات OT B-O 
CPU AN B-AN 
نمي OT B-O 
توانند OT B-O 
تغيير OT B-O 
يابند OT B-O 
يا OT B-O 
پاك OT B-O 
شوند OT B-O 
. OT B-O 
برنامه OT B-O 
موجود OT B-O 
در OT B-O 
اين OT B-O 
حافظه LF I-LF 
غير OT B-O 
فرار OT B-O 
به OT B-O 
هنگام OT B-O 
قطع OT B-O 
تغذيه OT B-O 
CPU AN I-AN 
نيز OT B-O 
حفظ OT B-O 
مي OT B-O 
شود OT B-O 
. OT B-O 

‫‪ OT B-O 
Dynamips OT B-O 
‬ AN B-AN 
میتواند OT B-O 
چندین OT B-O 
نسخه OT B-O 
‪ OT B-O 
IOS‬ AN I-AN 
مربوط OT B-O 
به OT B-O 
سری OT B-O 
مختلف OT B-O 
سیسکو OT B-O 
را OT B-O 
در OT B-O 
آن OT B-O 
واحد OT B-O 
اجرا OT B-O 
کند OT B-O 
و OT B-O 
این OT B-O 
روتر OT B-O 
ها OT B-O 
را OT B-O 
‬ AN I-AN 
‫ OT B-O 
از OT B-O 
طریق OT B-O 
ماژول OT B-O 
های OT B-O 
مختلف OT B-O 
به OT B-O 
هم OT B-O 
وصل OT B-O 
کند OT B-O 
‪ OT B-O 
. OT B-O 
‬ AN I-AN 
این OT B-O 
تنظیمات OT B-O 
درون OT B-O 
یک OT B-O 
فایل OT B-O 
‪ OT B-O 
TEXT OT B-O 
‬ AN I-AN 
ذخیره OT B-O 
میشود OT B-O 
و OT B-O 
شبکه OT B-O 
مجازی OT B-O 
‬ AN I-AN 

اين OT B-O 
واحد OT B-O 
از OT B-O 
شبكه OT B-O 
صنعتي OT B-O 
CAN AN B-AN 
با OT B-O 
پروتكل OT B-O 
لايه‌ي OT B-O 
كاربرد OT B-O 
CANOPEN OT B-O 
به OT B-O 
عنوان OT B-O 
شبكه OT B-O 
ارتباطي OT B-O 
بين OT B-O 
بردهاي OT B-O 
هوشمند OT B-O 
پايانه OT B-O 
بهره OT B-O 
مي‌برد OT B-O 
. OT B-O 
در OT B-O 
سيستم OT B-O 
آن OT B-O 
از OT B-O 
هسته OT B-O 
نرم‌افزاري OT B-O 
بلا‌درنگ OT B-O 
mcos OT B-O 
- OT B-O 
II OT B-O 
استفاده OT B-O 
شده OT B-O 
. OT B-O 
اين OT B-O 
واحد OT B-O 
امكان OT B-O 
پياده‌سازي OT B-O 
انواع OT B-O 
پروتكل‌هاي OT B-O 
سنكرون OT B-O 
و OT B-O 
آسنكرون OT B-O 
نظير OT B-O 
mod OT B-O 
BUS OT B-O 
و OT B-O 
LEC AN B-AN 
60870 OT B-O 
- OT B-O 
5 OT B-O 
- OT B-O 
130 OT B-O 
را OT B-O 
براي OT B-O 
ارتباط OT B-O 
با OT B-O 
مركز OT B-O 
كنترل OT B-O 
و OT B-O 
يا OT B-O 
IED AN B-AN 
دارد OT B-O 
. OT B-O 

برای OT B-O 
اینکه OT B-O 
کامپیوترهای OT B-O 
موجود OT B-O 
در OT B-O 
شبکه OT B-O 
و OT B-O 
امواج OT B-O 
رادیویی OT B-O 
آنها OT B-O 
باهم OT B-O 
هماهنگ OT B-O 
باشند OT B-O 
کمیته OT B-O 
IEEE AN B-AN 
استانداردی OT B-O 
به OT B-O 
عنوان OT B-O 
802 OT B-O 
. OT B-O 
11 OT B-O 
را OT B-O 
برای OT B-O 
شبکه OT B-O 
های OT B-O 
حمل OT B-O 
بی OT B-O 
سیم OT B-O 
در OT B-O 
نظر OT B-O 
گرفت OT B-O 
که OT B-O 
نام OT B-O 
متداول OT B-O 
آن OT B-O 
Wi- AN B-AN 
Fi AN I-AN 
می OT B-O 
باشد OT B-O 
[ OT B-O 
8 OT B-O 
] OT B-O 
. OT B-O 
1 OT B-O 
- AN I-AN 
5 OT B-O 
- AN I-AN 
1 OT B-O 
معماری OT B-O 
: OT B-O 
802 OT B-O 
. OT B-O 
11 OT B-O 

L OT B-O 
- OT B-O 
4936 OT B-O 
X OT B-O 
7 OT B-O 
. OT B-O 
8 OT B-O 
- OT B-O 
8 OT B-O 
. OT B-O 
5 OT B-O 

‫ OT B-O 
مثال OT B-O 
‪ OT B-O 
PBR AN B-AN 
‬ OT B-O 
مورد OT B-O 
استفاده OT B-O 
قرار OT B-O 
می OT B-O 
گیرد OT B-O 
‪ OT B-O 
. OT B-O 
‬ OT B-O 
دراین OT B-O 
مورد OT B-O 
‪ OT B-O 
ELGRP AN B-AN 
،‬ OT B-O 
موجود OT B-O 
در OT B-O 
‪ OT B-O 
R1 OT B-O 
‬ OT B-O 
مسیرباالیی OT B-O 
را OT B-O 
برای OT B-O 
رسیدن OT B-O 
زیرشبکه OT B-O 
‬ OT B-O 
‫های OT B-O 
سمت OT B-O 
راست OT B-O 
‪ OT B-O 
،‬ OT B-O 
انتخاب OT B-O 
می OT B-O 
کند OT B-O 
‪ OT B-O 
.‬ OT B-O 
چون OT B-O 
پهنای OT B-O 
باند OT B-O 
آن OT B-O 
در OT B-O 
لینک OT B-O 
باالیی OT B-O 
) OT B-O 
‪ OT B-O 
( OT B-O 
T1 OT B-O 
‬ OT B-O 
در OT B-O 
مقایسه OT B-O 
با OT B-O 
لینک OT B-O 
پایینی OT B-O 
‪ OT B-O 
11 OT B-O 
‬ OT B-O 
کیلوبایت OT B-O 
‬ OT B-O 

شکل OT B-O 
4 OT B-O 
. OT B-O 
6 OT B-O 
: OT B-O 
بلوک OT B-O 
دیاگرام OT B-O 
فرآیند OT B-O 
بهینه‌سازی OT B-O 
96 OT B-O 
شکل OT B-O 
5 OT B-O 
. OT B-O 
6 OT B-O 
: OT B-O 
جدول OT B-O 
زمانی OT B-O 
و OT B-O 
تراژکتوری OT B-O 
سرعت OT B-O 
97 OT B-O 
شکل OT B-O 
6 OT B-O 
. OT B-O 
6 OT B-O 
: OT B-O 
جبهه OT B-O 
پارتو OT B-O 
منتجه OT B-O 
از OT B-O 
اعمال OT B-O 
NSGA AN B-AN 
- OT B-O 
II OT B-O 
97 OT B-O 

با OT B-O 
انداختن OT B-O 
كليد OT B-O 
خارجي OT B-O 
به OT B-O 
جدولFACT OT B-O 
متصل OT B-O 
است OT B-O 
. OT B-O 
در OT B-O 
ادامه OT B-O 
به OT B-O 
ترتيب OT B-O 
يك OT B-O 
طراحي OT B-O 
به OT B-O 
