-DOCSTART- -X- O
2007 OT B-O 
anmodede OT B-O 
Kommissionen OT B-O 
Den OT B-O 
Europæiske LF I-LF 
Fødevaresikkerhedsautoritet LF I-LF 
( OT B-O 
EFSA AN B-AN 
) OT B-O 
om OT B-O 
at OT B-O 
vurdere OT B-O 
den OT B-O 
reelle OT B-O 
og OT B-O 
potentielle OT B-O 
risiko OT B-O 
, OT B-O 
der OT B-O 
er LF I-LF 
forbundet OT B-O 
med OT B-O 
anvendelsen OT B-O 
af OT B-O 
denne OT B-O 
teknologi OT B-O 
i LF I-LF 
fødevarefremstilling OT B-O 
og OT B-O 
anmodede OT B-O 
også OT B-O 
Den OT B-O 
Europæiske LF I-LF 
Gruppe LF I-LF 
vedrørende LF I-LF 
Etik LF I-LF 
( OT B-O 
EGE AN B-AN 
) OT B-O 
om OT B-O 
at OT B-O 
afgive OT B-O 
en LF I-LF 
udtalelse OT B-O 
om OT B-O 
de LF I-LF 
etiske OT B-O 
aspekter OT B-O 
ved LF I-LF 
kloningen OT B-O 
af OT B-O 
dyr OT B-O 
til OT B-O 
fødevareforsyning OT B-O 
. OT B-O 

For OT B-O 
det OT B-O 
første OT B-O 
at OT B-O 
få OT B-O 
skabt OT B-O 
en OT B-O 
fælles OT B-O 
asylret OT B-O 
og OT B-O 
få OT B-O 
fordelt OT B-O 
omkostningerne OT B-O 
i OT B-O 
forbindelse OT B-O 
med OT B-O 
modtagelse OT B-O 
af OT B-O 
flygtninge OT B-O 
. OT B-O 
Først OT B-O 
må OT B-O 
Rådet OT B-O 
sørge OT B-O 
for OT B-O 
at OT B-O 
få OT B-O 
vedtaget OT B-O 
EURODAC OT B-O 
for OT B-O 
at OT B-O 
skabe OT B-O 
en OT B-O 
grundlæggende OT B-O 
forudsætning OT B-O 
for OT B-O 
en OT B-O 
tilordning OT B-O 
af OT B-O 
asylansøgere OT B-O 
. OT B-O 

Jeg OT B-O 
er OT B-O 
endvidere OT B-O 
meget OT B-O 
glad OT B-O 
for OT B-O 
, OT B-O 
at OT B-O 
han OT B-O 
er OT B-O 
gået OT B-O 
videre OT B-O 
med OT B-O 
en OT B-O 
betænkning OT B-O 
, OT B-O 
som OT B-O 
jeg OT B-O 
skrev OT B-O 
som OT B-O 
ordfører OT B-O 
i OT B-O 
det OT B-O 
forrige OT B-O 
Parlament OT B-O 
, OT B-O 
og OT B-O 
linjen OT B-O 
i OT B-O 
denne OT B-O 
betænkning OT B-O 
er OT B-O 
til OT B-O 
dels OT B-O 
også OT B-O 
linjen OT B-O 
i OT B-O 
den OT B-O 
gamle OT B-O 
betænkning OT B-O 
. OT B-O 
Formålet OT B-O 
med OT B-O 
kommissionsmeddelelsen OT B-O 
fra OT B-O 
juni OT B-O 
1999 OT B-O 
, OT B-O 
som OT B-O 
danner OT B-O 
grundlag OT B-O 
for OT B-O 
betænkningen OT B-O 
af OT B-O 
hr OT B-O 
. OT B-O 
Andersson OT B-O 
, OT B-O 
er OT B-O 
at OT B-O 
uddybe OT B-O 
samarbejdet OT B-O 
mellem OT B-O 
medlemsstaterne OT B-O 
og OT B-O 
EU OT B-O 
inden OT B-O 
for OT B-O 
området OT B-O 
social OT B-O 
beskyttelse OT B-O 
. OT B-O 
Andre OT B-O 
vigtige OT B-O 
mål OT B-O 
er OT B-O 
at OT B-O 
fremme OT B-O 
beskæftigelsen OT B-O 
og OT B-O 
sørge OT B-O 
for OT B-O 
, OT B-O 
at OT B-O 
arbejde OT B-O 
giver OT B-O 
en OT B-O 
fast OT B-O 
indkomst OT B-O 
. OT B-O 

Vi OT B-O 
ønsker OT B-O 
ikke OT B-O 
den OT B-O 
amerikanske OT B-O 
model OT B-O 
- OT B-O 
en OT B-O 
model OT B-O 
, OT B-O 
der OT B-O 
på OT B-O 
iøjnefaldende OT B-O 
vis OT B-O 
er OT B-O 
kommet OT B-O 
til OT B-O 
kort OT B-O 
, OT B-O 
når OT B-O 
det OT B-O 
gjaldt OT B-O 
om OT B-O 
at OT B-O 
skabe OT B-O 
den OT B-O 
beskæftigelse OT B-O 
, OT B-O 
der OT B-O 
skal OT B-O 
til OT B-O 
for OT B-O 
at OT B-O 
levere OT B-O 
en OT B-O 
anstændig OT B-O 
livskvalitet OT B-O 
. OT B-O 
Det OT B-O 
, OT B-O 
den OT B-O 
har OT B-O 
gjort OT B-O 
, OT B-O 
er OT B-O 
at OT B-O 
øge OT B-O 
antallet OT B-O 
af OT B-O 
fattige OT B-O 
arbejdstagere OT B-O 
drastisk OT B-O 
i OT B-O 
USA OT B-O 
. OT B-O 

medlem OT B-O 
af OT B-O 
Kommissionen OT B-O 
. AN B-AN 
- OT B-O 
( OT B-O 
EN AN B-AN 
) OT B-O 
Hr AN I-AN 
. AN I-AN 
formand OT B-O 
! OT B-O 
Jeg OT B-O 
glæder OT B-O 
mig OT B-O 
over OT B-O 
denne OT B-O 
mulighed OT B-O 
for OT B-O 
at LF B-LF 
tale OT B-O 
til OT B-O 
dette OT B-O 
møde OT B-O 
i LF I-LF 
Europa-Parlamentet OT B-O 
bl.a OT B-O 
. AN I-AN 
vedrørende OT B-O 
Kommissionens OT B-O 
evaluering OT B-O 
af OT B-O 
de OT B-O 
nationale LF I-LF 
energieffektivitetshandlingsplaner LF I-LF 
( OT B-O 
NEEAP'er OT B-O 
) OT B-O 
, OT B-O 
som OT B-O 
blev OT B-O 
fremlagt OT B-O 
i LF I-LF 
den OT B-O 
anden OT B-O 
strategiske OT B-O 
energiredegørelse OT B-O 
i LF I-LF 
november OT B-O 
2008 OT B-O 
og OT B-O 
Kommissionens OT B-O 
tidligere OT B-O 
meddelelse OT B-O 
fra OT B-O 
januar OT B-O 
2008 OT B-O 
. AN I-AN 

Der OT B-O 
skal OT B-O 
også OT B-O 
være OT B-O 
regler OT B-O 
for OT B-O 
eksisterende OT B-O 
køretøjer OT B-O 
. OT B-O 
I OT B-O 
den OT B-O 
forbindelse OT B-O 
kan OT B-O 
vi OT B-O 
ikke OT B-O 
acceptere OT B-O 
en OT B-O 
svækkelse OT B-O 
af OT B-O 
Rådets OT B-O 
standpunkt OT B-O 
om OT B-O 
ikrafttrædelsesdatoen OT B-O 
. OT B-O 

Jeg OT B-O 
stemte OT B-O 
for OT B-O 
betænkningen OT B-O 
om OT B-O 
anerkendelse OT B-O 
af OT B-O 
landbruget OT B-O 
som OT B-O 
en OT B-O 
strategisk OT B-O 
sektor OT B-O 
i LF B-LF 
forbindelse OT B-O 
med OT B-O 
fødevaresikkerhed OT B-O 
, OT B-O 
fordi OT B-O 
den OT B-O 
indeholder OT B-O 
nogle OT B-O 
vigtige OT B-O 
forslag OT B-O 
til OT B-O 
, OT B-O 
hvordan OT B-O 
den OT B-O 
fælles OT B-O 
landbrugspolitik OT B-O 
, OT B-O 
der OT B-O 
skal OT B-O 
indføres OT B-O 
efter OT B-O 
2013 OT B-O 
, OT B-O 
skal OT B-O 
tage OT B-O 
udfordringerne OT B-O 
op OT B-O 
i LF I-LF 
tilknytning OT B-O 
til OT B-O 
bl.a AN B-AN 
. AN I-AN 
fødevaresikkerhed OT B-O 
, OT B-O 
klimaændringer OT B-O 
, OT B-O 
den OT B-O 
økonomiske OT B-O 
krise OT B-O 
og LF I-LF 
opretholdelse OT B-O 
af OT B-O 
den OT B-O 
territoriale OT B-O 
balance OT B-O 
inden OT B-O 
for OT B-O 
EU AN B-AN 
. AN I-AN 
FN LF I-LF 
's LF I-LF 
Fødevare- LF I-LF 
og LF I-LF 
Landbrugsorganisation LF I-LF 
( OT B-O 
FAO AN B-AN 
) OT B-O 
advarede OT B-O 
for OT B-O 
nylig OT B-O 
om OT B-O 
en OT B-O 
sandsynlig OT B-O 
stigning OT B-O 
i LF I-LF 
fødevarepriserne OT B-O 
i LF I-LF 
2011 OT B-O 
efter OT B-O 
, OT B-O 
at LF I-LF 
de LF I-LF 
havde OT B-O 
nået OT B-O 
historiske OT B-O 
højder OT B-O 
i LF I-LF 
2010 OT B-O 
i LF I-LF 
kølvandet OT B-O 
på OT B-O 
fødevarekrisen OT B-O 
i LF I-LF 
juni OT B-O 
2008 OT B-O 
. AN I-AN 

Et OT B-O 
eksempel OT B-O 
på OT B-O 
dette OT B-O 
er LF B-LF 
den OT B-O 
kræftforskning OT B-O 
, OT B-O 
der OT B-O 
foregår OT B-O 
på OT B-O 
det OT B-O 
tyske OT B-O 
institut OT B-O 
for OT B-O 
transuraner OT B-O 
i LF I-LF 
samarbejde OT B-O 
med OT B-O 
det OT B-O 
tyske OT B-O 
kræftforskningscentrum OT B-O 
. AN B-AN 
Hr AN I-AN 
. AN I-AN 
formand OT B-O 
, OT B-O 
jeg OT B-O 
vil OT B-O 
præsentere OT B-O 
den OT B-O 
ikke OT B-O 
nukleare OT B-O 
del OT B-O 
af OT B-O 
betænkningen OT B-O 
om OT B-O 
Det OT B-O 
Fælles LF I-LF 
Forskningscenter LF I-LF 
( OT B-O 
FFC AN B-AN 
) OT B-O 
, OT B-O 
som OT B-O 
udgør OT B-O 
to OT B-O 
tredjedele OT B-O 
af OT B-O 
budgettet OT B-O 
. AN I-AN 

Hr AN B-AN 
. AN I-AN 
formand OT B-O 
, OT B-O 
risikovillig OT B-O 
kapital OT B-O 
er LF B-LF 
af OT B-O 
afgørende OT B-O 
betydning OT B-O 
for OT B-O 
jobskabelsen OT B-O 
, OT B-O 
da OT B-O 
80-90 OT B-O 
% OT B-O 
af OT B-O 
midlerne OT B-O 
fra OT B-O 
venturekapital OT B-O 
går OT B-O 
til OT B-O 
ansættelser OT B-O 
. AN I-AN 
Små LF I-LF 
og LF I-LF 
mellemstore LF I-LF 
virksomheder LF I-LF 
( OT B-O 
SMV AN B-AN 
) OT B-O 
tegner OT B-O 
sig OT B-O 
for OT B-O 
66 OT B-O 
% OT B-O 
af OT B-O 
den OT B-O 
samlede OT B-O 
beskæftigelse OT B-O 
i LF I-LF 
Fællesskabet OT B-O 
. AN I-AN 
SMV AN I-AN 
, OT B-O 
nye OT B-O 
virksomheder LF I-LF 
og LF I-LF 
venturekapital OT B-O 
skal OT B-O 
derfor OT B-O 
have OT B-O 
nem OT B-O 
adgang OT B-O 
til OT B-O 
hinanden OT B-O 
. AN I-AN 

Det OT B-O 
tredje OT B-O 
program OT B-O 
for OT B-O 
SMV OT B-O 
( AN B-AN 
1997-2000 OT B-O 
) AN B-AN 
Næste OT B-O 
punkt OT B-O 
på OT B-O 
dagsordenen OT B-O 
er LF B-LF 
betænkning OT B-O 
( AN I-AN 
A4-0249/96 OT B-O 
) AN I-AN 
af OT B-O 
Thyssen OT B-O 
for OT B-O 
Udvalget OT B-O 
om LF I-LF 
Økonomi OT B-O 
, OT B-O 
Valutaspørgsmål OT B-O 
og LF I-LF 
Industripolitik OT B-O 
om LF I-LF 
forslag OT B-O 
til OT B-O 
Rådets OT B-O 
afgørelse OT B-O 
om LF I-LF 
det OT B-O 
tredje OT B-O 
flerårige OT B-O 
program OT B-O 
for OT B-O 
små OT B-O 
og LF I-LF 
mellemstore LF I-LF 
virksomheder LF I-LF 
( AN I-AN 
SMV'er OT B-O 
) AN I-AN 
i LF I-LF 
Den OT B-O 
Europæiske OT B-O 
Union OT B-O 
( AN I-AN 
1997-2000 OT B-O 
) AN I-AN 
( AN I-AN 
KOM OT B-O 
( AN I-AN 
96 OT B-O 
) AN I-AN 
0098 OT B-O 
- OT B-O 
C4-0232/96-96/0087 OT B-O 
( AN I-AN 
CNS OT B-O 
) AN I-AN 
) AN I-AN 
. OT B-O 

skriftlig OT B-O 
. OT B-O 
- OT B-O 
( OT B-O 
FR OT B-O 
) LF B-LF 
Jeg OT B-O 
stemte OT B-O 
for OT B-O 
Økonomi- OT B-O 
og OT B-O 
Valutaudvalgets OT B-O 
beslutning OT B-O 
om LF I-LF 
reformen OT B-O 
af OT B-O 
IASB OT B-O 
( OT B-O 
International OT B-O 
Accounting LF I-LF 
Standards LF I-LF 
Board LF I-LF 
) LF I-LF 
som OT B-O 
led OT B-O 
i LF I-LF 
de OT B-O 
drøftelser OT B-O 
, OT B-O 
der OT B-O 
blev OT B-O 
afholdt OT B-O 
efter OT B-O 
den OT B-O 
forespørgsel OT B-O 
til OT B-O 
mundtlig OT B-O 
besvarelse OT B-O 
, OT B-O 
der OT B-O 
blev OT B-O 
indgivet OT B-O 
inden OT B-O 
for OT B-O 
rammerne OT B-O 
af OT B-O 
høringen OT B-O 
af OT B-O 
IASCF OT B-O 
( OT B-O 
International OT B-O 
Accounting LF I-LF 
Standards LF I-LF 
Committee LF I-LF 
Foundation LF I-LF 
) LF I-LF 
. OT B-O 

En OT B-O 
associationsaftale OT B-O 
er OT B-O 
trådt OT B-O 
i OT B-O 
kraft OT B-O 
, OT B-O 
og OT B-O 
et OT B-O 
Blandet OT B-O 
Parlamentarisk OT B-O 
Udvalg OT B-O 
EU-Tjekkiet OT B-O 
er OT B-O 
blevet OT B-O 
nedsat OT B-O 
. OT B-O 
I OT B-O 
1996 OT B-O 
ansøgte OT B-O 
Deres OT B-O 
land OT B-O 
officielt OT B-O 
om OT B-O 
optagelse OT B-O 
i OT B-O 
Den OT B-O 
Europæiske OT B-O 
Union OT B-O 
, OT B-O 
og OT B-O 
i OT B-O 
1998 OT B-O 
blev OT B-O 
der OT B-O 
endelig OT B-O 
indledt OT B-O 
officielle OT B-O 
forhandlinger OT B-O 
om OT B-O 
tiltrædelse OT B-O 
. OT B-O 

De OT B-O 
får OT B-O 
helt OT B-O 
sikkert OT B-O 
alle OT B-O 
disse OT B-O 
oplysninger OT B-O 
hurtigt OT B-O 
. OT B-O 
Nomenklatur LF B-LF 
for LF B-LF 
statistiske LF I-LF 
territoriale LF I-LF 
enheder LF I-LF 
( OT B-O 
NUTS AN B-AN 
) OT B-O 
Næste OT B-O 
punkt OT B-O 
på OT B-O 
dagsordenen OT B-O 
er LF I-LF 
betænkning OT B-O 
( OT B-O 
A5-0335/2001 OT B-O 
) OT B-O 
af OT B-O 
Miguélez OT B-O 
Ramos OT B-O 
for LF I-LF 
Udvalget OT B-O 
om LF I-LF 
Regionalpolitik OT B-O 
, OT B-O 
Transport OT B-O 
og OT B-O 
Turisme OT B-O 
om LF I-LF 
forslag OT B-O 
til OT B-O 
Europa-Parlamentets OT B-O 
og OT B-O 
Rådets OT B-O 
forordning OT B-O 
om LF I-LF 
indførelse OT B-O 
af OT B-O 
en LF I-LF 
fælles OT B-O 
nomenklatur LF I-LF 
for LF I-LF 
statistiske LF I-LF 
territoriale LF I-LF 
enheder LF I-LF 
( OT B-O 
NUTS AN I-AN 
) OT B-O 
( OT B-O 
KOM AN B-AN 
( OT B-O 
2001 OT B-O 
) OT B-O 
83 OT B-O 
- OT B-O 
C5-0065/2001 OT B-O 
- OT B-O 
2001/0046 OT B-O 
( OT B-O 
COD AN B-AN 
) OT B-O 
) OT B-O 
. OT B-O 

Positivt OT B-O 
er LF B-LF 
det OT B-O 
også OT B-O 
, OT B-O 
hvis OT B-O 
der OT B-O 
, OT B-O 
som OT B-O 
ordføreren OT B-O 
foreslår OT B-O 
, OT B-O 
sker OT B-O 
en LF I-LF 
forenkling OT B-O 
af OT B-O 
strukturerne OT B-O 
, OT B-O 
så OT B-O 
informationsudvekslingen OT B-O 
og OT B-O 
risikovurderingen OT B-O 
kan OT B-O 
foregå OT B-O 
så OT B-O 
enkelt OT B-O 
og OT B-O 
effektivt OT B-O 
som OT B-O 
muligt OT B-O 
. OT B-O 
Vi OT B-O 
håber OT B-O 
, OT B-O 
at OT B-O 
den OT B-O 
fælles OT B-O 
aktion OT B-O 
ikke OT B-O 
blot OT B-O 
kommer OT B-O 
til OT B-O 
at OT B-O 
fungere OT B-O 
som OT B-O 
en LF I-LF 
mekanisme OT B-O 
for LF I-LF 
hurtig OT B-O 
reaktion OT B-O 
, OT B-O 
men OT B-O 
tillige OT B-O 
fremover OT B-O 
vil OT B-O 
tjene OT B-O 
den OT B-O 
langsigtede OT B-O 
overvågning OT B-O 
af OT B-O 
et OT B-O 
syntetisk OT B-O 
stof OT B-O 
i LF I-LF 
form OT B-O 
af OT B-O 
en LF I-LF 
fortløbende OT B-O 
udveksling OT B-O 
af OT B-O 
oplysninger OT B-O 
mellem OT B-O 
medlemsstaterne OT B-O 
og OT B-O 
Europol OT B-O 
samt OT B-O 
Det OT B-O 
Europæiske LF I-LF 
Overvågningscenter LF I-LF 
for LF I-LF 
Narkotika LF I-LF 
( OT B-O 
EONN AN B-AN 
) OT B-O 
. OT B-O 

Otte OT B-O 
sager OT B-O 
, OT B-O 
som OT B-O 
blev OT B-O 
afsluttet OT B-O 
i LF B-LF 
2008 OT B-O 
, OT B-O 
er LF I-LF 
eksempler OT B-O 
på OT B-O 
bedste OT B-O 
praksis OT B-O 
i LF I-LF 
de OT B-O 
berørte OT B-O 
institutioner OT B-O 
og OT B-O 
organer OT B-O 
i LF I-LF 
deres OT B-O 
reaktion OT B-O 
på OT B-O 
de OT B-O 
spørgsmål OT B-O 
, OT B-O 
jeg OT B-O 
rejste OT B-O 
. OT B-O 
De OT B-O 
berørte OT B-O 
institutioner OT B-O 
og OT B-O 
organer OT B-O 
er LF I-LF 
Kommissionen OT B-O 
, OT B-O 
Rådet OT B-O 
, OT B-O 
EF-Domstolen OT B-O 
, OT B-O 
EPSO AN B-AN 
, OT B-O 
OLAF AN B-AN 
og OT B-O 
Det OT B-O 
Europæiske LF I-LF 
Luftfartssikkerhedsagentur LF I-LF 
( OT B-O 
EASA AN B-AN 
) OT B-O 
. OT B-O 

Vi OT B-O 
skal OT B-O 
undgå OT B-O 
, OT B-O 
at OT B-O 
de OT B-O 
forskellige OT B-O 
former OT B-O 
for OT B-O 
støtte OT B-O 
overlapper OT B-O 
hinanden OT B-O 
, OT B-O 
og OT B-O 
samtidig OT B-O 
skal OT B-O 
synergieffekterne OT B-O 
kunne OT B-O 
udnyttes OT B-O 
. OT B-O 
I OT B-O 
den OT B-O 
forstand OT B-O 
skal OT B-O 
målet OT B-O 
med OT B-O 
hensyn OT B-O 
til OT B-O 
en OT B-O 
større OT B-O 
kobling OT B-O 
mellem OT B-O 
de OT B-O 
støtteberettigede OT B-O 
Leader-områder OT B-O 
indbyrdes OT B-O 
også OT B-O 
hilses OT B-O 
meget OT B-O 
velkommen OT B-O 
. OT B-O 

Ændringsforslag OT B-O 
2 OT B-O 
og OT B-O 
3 OT B-O 
går OT B-O 
meget OT B-O 
længere OT B-O 
end OT B-O 
Kommissionens OT B-O 
forslag OT B-O 
, OT B-O 
eftersom OT B-O 
de OT B-O 
sigter OT B-O 
på OT B-O 
at OT B-O 
indføre OT B-O 
yderligere OT B-O 
bestemmelser OT B-O 
om OT B-O 
genetisk OT B-O 
modificerede OT B-O 
tilsætningsstoffer OT B-O 
. OT B-O 
Jeg OT B-O 
er OT B-O 
den OT B-O 
første OT B-O 
til OT B-O 
at OT B-O 
acceptere OT B-O 
, OT B-O 
at OT B-O 
GMO OT B-O 
er OT B-O 
et OT B-O 
meget OT B-O 
vigtigt OT B-O 
spørgsmål OT B-O 
. OT B-O 

( OT B-O 
Mødet OT B-O 
udsat OT B-O 
kl OT B-O 
. OT B-O 
13.55 OT B-O 
og OT B-O 
genoptaget OT B-O 
kl OT B-O 
. OT B-O 
15.00 OT B-O 
) OT B-O 
Næste OT B-O 
møde OT B-O 
om OT B-O 
`` OT B-O 
Menneskerettigheder OT B-O 
'' OT B-O 
i OT B-O 
FN OT B-O 
( OT B-O 
fortsættelse OT B-O 
) OT B-O 
Næste OT B-O 
punkt OT B-O 
på OT B-O 
dagsordenen OT B-O 
er OT B-O 
forhandling OT B-O 
om OT B-O 
Rådets OT B-O 
redegørelse OT B-O 
om OT B-O 
fastlæggelsen OT B-O 
af OT B-O 
Unionens OT B-O 
prioriteter OT B-O 
for OT B-O 
det OT B-O 
næste OT B-O 
møde OT B-O 
i OT B-O 
FN OT B-O 
's OT B-O 
Menneskerettighedskommission OT B-O 
( OT B-O 
den OT B-O 
20. OT B-O 
marts OT B-O 
2000 OT B-O 
) OT B-O 
, OT B-O 
herunder OT B-O 
situationen OT B-O 
i OT B-O 
Kina OT B-O 
. OT B-O 

Jeg OT B-O 
mener OT B-O 
, OT B-O 
at OT B-O 
det OT B-O 
, OT B-O 
der LF B-LF 
ikke OT B-O 
kan OT B-O 
måles OT B-O 
, OT B-O 
heller OT B-O 
ikke OT B-O 
kan OT B-O 
styres OT B-O 
, OT B-O 
og LF I-LF 
derfor OT B-O 
må LF I-LF 
der LF I-LF 
skabes OT B-O 
betingelser OT B-O 
for OT B-O 
, OT B-O 
at OT B-O 
der LF I-LF 
kommer OT B-O 
en OT B-O 
systematisk OT B-O 
og LF I-LF 
regelmæssig OT B-O 
indsamling OT B-O 
af OT B-O 
sammenlignelige OT B-O 
oplysninger OT B-O 
, OT B-O 
der LF I-LF 
kan OT B-O 
give OT B-O 
et OT B-O 
billede OT B-O 
af OT B-O 
efter- OT B-O 
og LF I-LF 
videreuddannelsessituationen OT B-O 
. OT B-O 
Jeg OT B-O 
går OT B-O 
også OT B-O 
ind OT B-O 
for OT B-O 
, OT B-O 
at OT B-O 
de LF I-LF 
små LF I-LF 
og LF I-LF 
mellemstore LF I-LF 
virksomheder LF I-LF 
( OT B-O 
SMV'er OT B-O 
) OT B-O 
omfattes OT B-O 
af OT B-O 
denne OT B-O 
statistik OT B-O 
. OT B-O 

Omkring OT B-O 
50 OT B-O 
% OT B-O 
af OT B-O 
de OT B-O 
levedygtige OT B-O 
børn OT B-O 
dør OT B-O 
, OT B-O 
fordi OT B-O 
krigen OT B-O 
har OT B-O 
medført OT B-O 
en OT B-O 
meget OT B-O 
stærk OT B-O 
stigning OT B-O 
i OT B-O 
antallet OT B-O 
af OT B-O 
ufrivillige OT B-O 
aborter OT B-O 
, OT B-O 
og OT B-O 
fordi OT B-O 
børn OT B-O 
, OT B-O 
som OT B-O 
fødes OT B-O 
til OT B-O 
tiden OT B-O 
, OT B-O 
er OT B-O 
fysiologisk OT B-O 
mindre OT B-O 
udviklede OT B-O 
end OT B-O 
normen OT B-O 
. OT B-O 
Kommissionen OT B-O 
bedes OT B-O 
i OT B-O 
forbindelse OT B-O 
med OT B-O 
den OT B-O 
humanitære OT B-O 
støtte OT B-O 
, OT B-O 
som OT B-O 
EU OT B-O 
yder OT B-O 
, OT B-O 
og OT B-O 
den OT B-O 
indsats OT B-O 
, OT B-O 
som OT B-O 
den OT B-O 
politiske OT B-O 
administrator OT B-O 
Bernard OT B-O 
Kouchner OT B-O 
gør OT B-O 
, OT B-O 
oplyse OT B-O 
, OT B-O 
hvilke OT B-O 
foranstaltninger OT B-O 
der OT B-O 
er OT B-O 
blevet OT B-O 
truffet OT B-O 
for OT B-O 
at OT B-O 
beskytte OT B-O 
kvinderne OT B-O 
i OT B-O 
Kosovo OT B-O 
med OT B-O 
hensyn OT B-O 
til OT B-O 
deres OT B-O 
ret OT B-O 
til OT B-O 
moderskab OT B-O 
og OT B-O 
til OT B-O 
sundhed OT B-O 
for OT B-O 
gravide OT B-O 
kvinder OT B-O 
, OT B-O 
fødende OT B-O 
kvinder OT B-O 
og OT B-O 
nyfødte OT B-O 
? OT B-O 

Parlamentet OT B-O 
bør OT B-O 
endvidere OT B-O 
i LF B-LF 
de OT B-O 
interinstitutionelle OT B-O 
forhandlinger OT B-O 
om OT B-O 
EU AN B-AN 
's OT B-O 
nye OT B-O 
finansielle OT B-O 
overslag OT B-O 
( OT B-O 
2014-2020 OT B-O 
) OT B-O 
stille OT B-O 
specifikke OT B-O 
forslag OT B-O 
om OT B-O 
en OT B-O 
fælles OT B-O 
strategisk OT B-O 
ramme OT B-O 
med OT B-O 
henblik OT B-O 
på OT B-O 
at OT B-O 
sikre OT B-O 
gennemførelsen OT B-O 
af OT B-O 
målsætningerne OT B-O 
for OT B-O 
EU AN I-AN 
's OT B-O 
samhørighedspolitik OT B-O 
og OT B-O 
effektiviteten OT B-O 
af OT B-O 
strukturfondene OT B-O 
. OT B-O 
Vi OT B-O 
bør OT B-O 
fokusere OT B-O 
på OT B-O 
, OT B-O 
at OT B-O 
den OT B-O 
økonomiske OT B-O 
og OT B-O 
finansielle OT B-O 
krise OT B-O 
har OT B-O 
gjort OT B-O 
det OT B-O 
endnu OT B-O 
mere OT B-O 
påkrævet OT B-O 
med OT B-O 
foranstaltninger OT B-O 
i LF I-LF 
de OT B-O 
sektorer OT B-O 
, OT B-O 
som OT B-O 
Den OT B-O 
Europæiske LF I-LF 
Socialfond LF I-LF 
( OT B-O 
ESF AN B-AN 
) OT B-O 
vedrører OT B-O 
, OT B-O 
navnlig OT B-O 
til OT B-O 
støtte OT B-O 
af OT B-O 
beskæftigelsen OT B-O 
, OT B-O 
erhvervsomskoling OT B-O 
, OT B-O 
social OT B-O 
integration OT B-O 
og OT B-O 
fattigdomsbekæmpelse OT B-O 
. OT B-O 

Finder OT B-O 
Kommissionen OT B-O 
det OT B-O 
formålstjenligt OT B-O 
at OT B-O 
træffe OT B-O 
foranstaltninger OT B-O 
til LF B-LF 
understøttelse OT B-O 
af OT B-O 
bankerne OT B-O 
i LF I-LF 
de LF I-LF 
sydøsteuropæiske OT B-O 
lande OT B-O 
inden OT B-O 
for OT B-O 
rammerne OT B-O 
af OT B-O 
de LF I-LF 
nationale OT B-O 
handlingsplaner OT B-O 
som OT B-O 
led OT B-O 
i LF I-LF 
den OT B-O 
europæiske LF I-LF 
naboskabspolitik OT B-O 
i LF I-LF 
samarbejde OT B-O 
med OT B-O 
disse OT B-O 
lande OT B-O 
og LF I-LF 
eventuelt OT B-O 
med OT B-O 
Den OT B-O 
Europæiske OT B-O 
Investeringsbank OT B-O 
? OT B-O 
Hvordan OT B-O 
agter OT B-O 
Kommissionen OT B-O 
at OT B-O 
udnytte OT B-O 
de LF I-LF 
muligheder OT B-O 
, OT B-O 
der OT B-O 
ligger OT B-O 
i LF I-LF 
de LF I-LF 
forhåndenværende OT B-O 
finansieringsmidler OT B-O 
, OT B-O 
såsom OT B-O 
instrumentet LF I-LF 
til LF I-LF 
førtiltrædelsesbistand LF I-LF 
( OT B-O 
IPA AN B-AN 
) OT B-O 
og LF I-LF 
det OT B-O 
europæiske LF I-LF 
naboskabs- LF I-LF 
og LF I-LF 
partnerskabsinstrument LF I-LF 
( OT B-O 
ENPI AN B-AN 
) OT B-O 
, OT B-O 
med OT B-O 
henblik OT B-O 
på OT B-O 
at OT B-O 
få OT B-O 
gang OT B-O 
i LF I-LF 
de LF I-LF 
lokale OT B-O 
økonomier OT B-O 
og LF I-LF 
afværge OT B-O 
en LF I-LF 
eventuel OT B-O 
afmatning OT B-O 
? OT B-O 

Når OT B-O 
vi OT B-O 
taler OT B-O 
om OT B-O 
kulturpolitik OT B-O 
, OT B-O 
drejer OT B-O 
det OT B-O 
sig OT B-O 
først OT B-O 
og OT B-O 
fremmest OT B-O 
om OT B-O 
at OT B-O 
beskytte OT B-O 
åndsværker OT B-O 
, OT B-O 
anerkende OT B-O 
ophavsrettigheder OT B-O 
og OT B-O 
stille OT B-O 
kvalitative OT B-O 
krav OT B-O 
til OT B-O 
de OT B-O 
kulturelle OT B-O 
frembringelser OT B-O 
. OT B-O 
EU OT B-O 
står OT B-O 
i OT B-O 
begreb OT B-O 
med OT B-O 
at OT B-O 
forny OT B-O 
sin OT B-O 
politik OT B-O 
, OT B-O 
hvad OT B-O 
angår OT B-O 
ophavsrettigheder OT B-O 
og OT B-O 
beslægtede OT B-O 
immaterielle OT B-O 
rettigheder OT B-O 
. OT B-O 
Det OT B-O 
er OT B-O 
i OT B-O 
denne OT B-O 
sammenhæng OT B-O 
særdeles OT B-O 
afgørende OT B-O 
, OT B-O 
som OT B-O 
også OT B-O 
påpeget OT B-O 
