-DOCSTART- -X- O
( OT B-O 
4 OT B-O 
) OT B-O 
? OT B-O 
The OT B-O 
Match LF B-LF 
Number OT B-O 
( OT B-O 
MN AN B-AN 
) OT B-O 
: OT B-O 
The OT B-O 
match OT B-O 
number OT B-O 
is OT B-O 
the OT B-O 
number OT B-O 
of OT B-O 
words OT B-O 

son OT B-O 
to OT B-O 
visit OT B-O 
Udaipur OT B-O 
. OT B-O 
Parse OT B-O 
: OT B-O 
September OT B-O 
to OT B-O 
March OT B-O 
is OT B-O 
[ OT B-O 
NP AN B-AN 
( OT B-O 
np LF B-LF 
the OT B-O 
best OT B-O 
season OT B-O 
) OT B-O 
[ OT B-O 
SBAR AN B-AN 
[ OT B-O 
S AN I-AN 
( OT B-O 
dcP OT B-O 
to OT B-O 
visit OT B-O 
Udaipur OT B-O 
) OT B-O 
] OT B-O 
] OT B-O 
] OT B-O 
. OT B-O 

stood OT B-O 
statistical OT B-O 
models LF B-LF 
? OT B-O 
statistical OT B-O 
dependency OT B-O 
parsers OT B-O 
, OT B-O 
probabilistic LF B-LF 
context-free LF I-LF 
grammars LF I-LF 
( OT B-O 
PCFGs AN B-AN 
) OT B-O 
, OT B-O 
and OT B-O 
word OT B-O 
translation LF I-LF 
models LF I-LF 
( OT B-O 
TMs AN B-AN 
) OT B-O 
? OT B-O 
can OT B-O 
be OT B-O 
effectively OT B-O 
combined OT B-O 
into OT B-O 
a LF I-LF 
unified OT B-O 
framework OT B-O 
that OT B-O 
jointly OT B-O 
searches OT B-O 
for OT B-O 
the OT B-O 
best OT B-O 

A AN B-AN 
workaround OT B-O 
is OT B-O 
to OT B-O 
restrict OT B-O 
the OT B-O 
possible OT B-O 
tag OT B-O 
candidates OT B-O 
per OT B-O 
position OT B-O 
by OT B-O 
using OT B-O 
either OT B-O 
morphological LF B-LF 
analyzers LF I-LF 
( OT B-O 
MAs AN I-AN 
) OT B-O 
, OT B-O 
dictionaries OT B-O 
or LF I-LF 
heuristics OT B-O 
( OT B-O 
Hajic OT B-O 
? OT B-O 
, OT B-O 

In OT B-O 
Proceedings OT B-O 
of OT B-O 
the OT B-O 
Workshop OT B-O 
on OT B-O 
Incremental OT B-O 
Parsing OT B-O 
: OT B-O 
Bringing OT B-O 
Engineering OT B-O 
and OT B-O 
Cognition OT B-O 
Together OT B-O 
( OT B-O 
ACL AN B-AN 
) OT B-O 
, OT B-O 
pages OT B-O 
50 OT B-O 
? OT B-O 
57 OT B-O 
, OT B-O 
Stroudsburg OT B-O 
, OT B-O 
PA AN B-AN 
. OT B-O 

is OT B-O 
that OT B-O 
of OT B-O 
the OT B-O 
closest OT B-O 
centroid OT B-O 
. OT B-O 
The OT B-O 
Naive LF B-LF 
Bayes LF I-LF 
( OT B-O 
NB AN B-AN 
) OT B-O 
classifier OT B-O 
is OT B-O 
based OT B-O 
on OT B-O 
a LF I-LF 
probabilistic OT B-O 
model OT B-O 
which OT B-O 
assumes OT B-O 
conditional OT B-O 
in- OT B-O 

Concepts OT B-O 
across OT B-O 
categories OT B-O 
Hilke OT B-O 
Reckman OT B-O 
and OT B-O 
Crit OT B-O 
Cremers OT B-O 
Leiden LF B-LF 
University LF I-LF 
Centre LF I-LF 
for LF I-LF 
Linguistics LF I-LF 
( OT B-O 
LUCL AN B-AN 
) OT B-O 
Leiden LF I-LF 
, OT B-O 
Netherlands OT B-O 

translators OT B-O 
with OT B-O 
the OT B-O 
help OT B-O 
of OT B-O 
computer-aided LF B-LF 
translation LF I-LF 
tools OT B-O 
( OT B-O 
CAT AN B-AN 
) OT B-O 
, OT B-O 
( OT B-O 
3 OT B-O 
) OT B-O 
rule-based LF B-LF 
MT LF I-LF 
systems LF I-LF 
( OT B-O 
RBMT AN I-AN 
) OT B-O 
and OT B-O 
( OT B-O 
4 OT B-O 
) OT B-O 
statistical LF I-LF 
MT LF I-LF 
systems LF I-LF 
( OT B-O 
SMT AN I-AN 
) OT B-O 
. OT B-O 

and OT B-O 
documents OT B-O 
created OT B-O 
by OT B-O 
three OT B-O 
or OT B-O 
four OT B-O 
New OT B-O 
York OT B-O 
Times OT B-O 
columnists OT B-O 
( OT B-O 
TF AN B-AN 
= OT B-O 
Thomas LF B-LF 
Friedman LF I-LF 
, OT B-O 
PK AN B-AN 
= OT B-O 
Paul LF B-LF 
Krugman LF I-LF 
, OT B-O 
MD AN B-AN 
= OT B-O 
Maureeen LF B-LF 
Dowd LF I-LF 
, OT B-O 
GC AN B-AN 
= OT B-O 
Gail LF B-LF 
Collins LF I-LF 
) OT B-O 
. OT B-O 

A OT B-O 
closer OT B-O 
, OT B-O 
more OT B-O 
detailed OT B-O 
, OT B-O 
look OT B-O 
at OT B-O 
the OT B-O 
LOCATION OT B-O 
data OT B-O 
suggests OT B-O 
that OT B-O 
he OT B-O 
high OT B-O 
payoff OT B-O 
indicated OT B-O 
by OT B-O 
the OT B-O 
average OT B-O 
REC AN B-AN 
and OT B-O 
precision LF B-LF 
( OT B-O 
PRE AN B-AN 
) OT B-O 
scores OT B-O 
was OT B-O 
achieved OT B-O 
because OT B-O 
most OT B-O 
of OT B-O 
the OT B-O 
data OT B-O 
were OT B-O 
listable OT B-O 
. OT B-O 

various OT B-O 
types OT B-O 
of OT B-O 
goodness OT B-O 
measures OT B-O 
, OT B-O 
such OT B-O 
as OT B-O 
Description LF B-LF 
Length LF I-LF 
Gain LF I-LF 
( OT B-O 
DLG AN B-AN 
) OT B-O 
proposed OT B-O 
by OT B-O 
Kit OT B-O 
and OT B-O 
Wilks OT B-O 
( OT B-O 
1999 OT B-O 
) OT B-O 
, OT B-O 
Accessor LF B-LF 
Variety LF I-LF 
( OT B-O 
AV AN B-AN 
) OT B-O 
proposed OT B-O 
by OT B-O 
Feng OT B-O 
et LF I-LF 
al OT B-O 
. OT B-O 
( OT B-O 

In LF B-LF 
Proceedings OT B-O 
of OT B-O 
the OT B-O 
20th OT B-O 
International LF I-LF 
Joint LF I-LF 
Conference LF I-LF 
on LF I-LF 
Artificial LF I-LF 
Intelligence LF I-LF 
( OT B-O 
IJCAI-07 AN B-AN 
) OT B-O 
, OT B-O 
pages OT B-O 
2670 OT B-O 
? OT B-O 
2676 OT B-O 
. OT B-O 

discourse OT B-O 
analysis OT B-O 
phase OT B-O 
, OT B-O 
the OT B-O 
situation OT B-O 
frame OT B-O 
is OT B-O 
interpreted OT B-O 
, OT B-O 
resulting OT B-O 
in OT B-O 
one OT B-O 
or OT B-O 
more OT B-O 
instantiated OT B-O 
knowledge LF B-LF 
base LF I-LF 
( OT B-O 
KB AN B-AN 
) OT B-O 
objects OT B-O 
, OT B-O 
which OT B-O 
are OT B-O 
state OT B-O 
or OT B-O 
event OT B-O 

method OT B-O 
of OT B-O 
ADN AN B-AN 
. OT B-O 
ADN AN I-AN 
is OT B-O 
constructed OT B-O 
by OT B-O 
Restricted LF B-LF 
Boltzmann LF I-LF 
Machines LF I-LF 
( OT B-O 
RBM AN B-AN 
) OT B-O 
with OT B-O 
unsupervised OT B-O 
learning OT B-O 
using OT B-O 
labeled OT B-O 

stituent OT B-O 
category OT B-O 
labels OT B-O 
expressing LF B-LF 
adverbials LF I-LF 
( OT B-O 
RB AN B-AN 
) OT B-O 
, OT B-O 
coordinations LF B-LF 
( OT B-O 
CC AN B-AN 
) OT B-O 
, OT B-O 
various OT B-O 
types OT B-O 
of OT B-O 
interjections LF B-LF 
( OT B-O 
UH AN B-AN 
, OT B-O 
INTJ AN B-AN 
) OT B-O 
and OT B-O 
adverbial LF I-LF 
phrases LF I-LF 
( OT B-O 
ADVP AN B-AN 
) OT B-O 
. OT B-O 
We OT B-O 
may OT B-O 

They OT B-O 
are OT B-O 
not OT B-O 
constrained OT B-O 
by OT B-O 
features OT B-O 
of OT B-O 
any OT B-O 
previous OT B-O 
utterance OT B-O 
in OT B-O 
the OT B-O 
discourse LF B-LF 
segment LF I-LF 
( OT B-O 
DS AN B-AN 
) OT B-O 
, OT B-O 
and OT B-O 
the OT B-O 
elements OT B-O 
of OT B-O 
Cf AN B-AN 
( OT B-O 
Un AN B-AN 
) OT B-O 
are OT B-O 
partially OT B-O 
ordered OT B-O 
to OT B-O 
reflect OT B-O 
relative OT B-O 
prominence OT B-O 

set OT B-O 
we OT B-O 
trained OT B-O 
on LF B-LF 
both OT B-O 
glosses LF I-LF 
and OT B-O 
statistical OT B-O 
MT AN B-AN 
data OT B-O 
, OT B-O 
for OT B-O 
the OT B-O 
OnWN AN B-AN 
and OT B-O 
FNWN AN B-AN 
test OT B-O 
sets OT B-O 
we OT B-O 
trained OT B-O 
on LF I-LF 
glosses LF I-LF 
only LF I-LF 
( OT B-O 
OnWN AN I-AN 
) OT B-O 
, OT B-O 
and OT B-O 
for OT B-O 
the OT B-O 
SMT AN I-AN 
test OT B-O 
set OT B-O 
we OT B-O 
trained OT B-O 
on LF I-LF 
statistical OT B-O 
MT AN I-AN 
data OT B-O 
only LF I-LF 
( OT B-O 
MTnews AN I-AN 
and OT B-O 

For OT B-O 
1 OT B-O 
) OT B-O 
reprocessing OT B-O 
the OT B-O 
dictionary OT B-O 
definitions OT B-O 
, OT B-O 
we OT B-O 
have OT B-O 
experimented OT B-O 
with OT B-O 
two OT B-O 
ditDrent AN B-AN 
Caggers OT B-O 
: OT B-O 
the OT B-O 
Xe- OT B-O 
rox OT B-O 
PAR AN B-AN 
( OT B-O 
J OT B-O 
part-of-speech OT B-O 
tagger OT B-O 
\ OT B-O 
[ OT B-O 
8\ OT B-O 
] OT B-O 
, OT B-O 
and OT B-O 
the OT B-O 
Chop- OT B-O 
per OT B-O 
\ OT B-O 
[ OT B-O 
9\ OT B-O 
] OT B-O 
, OT B-O 
an OT B-O 
optimizing OT B-O 
finit OT B-O 
, OT B-O 
e AN I-AN 
state OT B-O 
luachine-hased OT B-O 
tag- OT B-O 

number OT B-O 
of OT B-O 
correcVi'abeled-constituents OT B-O 
in LF B-LF 
proposed OT B-O 
parse OT B-O 
number OT B-O 
of OT B-O 
correct OT B-O 
matched OT B-O 
constituent OT B-O 
inproposed OT B-O 
parse OT B-O 
6 OT B-O 
) OT B-O 
Sentence LF I-LF 
parsing LF I-LF 
ratio OT B-O 
( OT B-O 
SPg AN B-AN 
) OT B-O 
= OT B-O 
number OT B-O 
'' OT B-O 
of OT B-O 
sentences OT B-O 
having OT B-O 
a LF I-LF 
proposed OT B-O 
parse OT B-O 
by OT B-O 
parser OT B-O 

2 OT B-O 
. OT B-O 
Effort OT B-O 
of LF B-LF 
Association LF I-LF 
( OT B-O 
EA OT B-O 
) AN B-AN 
: OT B-O 
a LF I-LF 
mc~sure OT B-O 
of LF I-LF 
the OT B-O 
effort OT B-O 
required OT B-O 
to OT B-O 
associate OT B-O 
some OT B-O 
entity OT B-O 
with OT B-O 
lira OT B-O 
description OT B-O 

Argument OT B-O 
Filtering OT B-O 
Argument OT B-O 
Boundary LF B-LF 
Detection LF I-LF 
( OT B-O 
ABD AN B-AN 
) OT B-O 
module OT B-O 
? OT B-O 
) OT B-O 
? OT B-O 
? OT B-O 
? OT B-O 
? OT B-O 
? OT B-O 
? OT B-O 
? OT B-O 

Reverse OT B-O 
Gap OT B-O 
0.072 OT B-O 
0.033 OT B-O 
Table OT B-O 
1 OT B-O 
: OT B-O 
Percentage OT B-O 
of OT B-O 
reordering OT B-O 
patterns OT B-O 
` OT B-O 
reverse LF B-LF 
gap LF I-LF 
( OT B-O 
RG AN B-AN 
) OT B-O 
: OT B-O 
The OT B-O 
two OT B-O 
source OT B-O 
phrases OT B-O 
are OT B-O 
not OT B-O 
adjacent OT B-O 
, OT B-O 
and OT B-O 
are OT B-O 
in OT B-O 
the OT B-O 
reverse LF I-LF 
order OT B-O 
as OT B-O 

Text LF B-LF 
REtrieval LF I-LF 
Conference LF I-LF 
( OT B-O 
TREC AN B-AN 
) OT B-O 
1 OT B-O 
. OT B-O 
The OT B-O 
TREC AN I-AN 
1The OT B-O 
Text LF I-LF 
REtrieval LF I-LF 
Conference LF I-LF 
( OT B-O 
TREC AN I-AN 
) OT B-O 
is OT B-O 
a LF I-LF 
series OT B-O 
of OT B-O 
evaluations OT B-O 
of OT B-O 
fully OT B-O 
automatic OT B-O 
Q/A AN B-AN 
systems OT B-O 

ror LF B-LF 
rate LF I-LF 
( OT B-O 
WWER AN B-AN 
) OT B-O 
, OT B-O 
which OT B-O 
gives OT B-O 
a LF I-LF 
weight OT B-O 
on OT B-O 
errors OT B-O 
from OT B-O 
the OT B-O 
viewpoint OT B-O 
of OT B-O 
IR AN B-AN 
, OT B-O 
instead OT B-O 
of OT B-O 
word LF I-LF 
error LF I-LF 
rate LF I-LF 
( OT B-O 
WER AN I-AN 
) OT B-O 
, OT B-O 
which OT B-O 
treats OT B-O 
all OT B-O 
words OT B-O 
uniformly OT B-O 
. OT B-O 

( OT B-O 
Bikel OT B-O 
et OT B-O 
al OT B-O 
, OT B-O 
1997 OT B-O 
) OT B-O 
, OT B-O 
Decision OT B-O 
Trees OT B-O 
( OT B-O 
Sekine OT B-O 
, OT B-O 
1998 OT B-O 
) OT B-O 
, OT B-O 
Maximum OT B-O 
Entropy OT B-O 
Models OT B-O 
( OT B-O 
Borthwick OT B-O 
and OT B-O 
Sterling OT B-O 
, OT B-O 
1998 OT B-O 
) OT B-O 
, OT B-O 
Support LF B-LF 
Vector LF I-LF 
Machines LF I-LF 
( OT B-O 
SVM AN B-AN 
) OT B-O 
( OT B-O 
Asahara OT B-O 
and OT B-O 
Matsumoto OT B-O 
, OT B-O 
2003 OT B-O 
) OT B-O 
, OT B-O 
and OT B-O 
also OT B-O 
semi-supervised OT B-O 

Since OT B-O 
by OT B-O 
default OT B-O 
we OT B-O 
return OT B-O 
up OT B-O 
to OT B-O 
RT=100 OT B-O 
search OT B-O 
engine OT B-O 
results OT B-O 
to OT B-O 
user OT B-O 
, OT B-O 
we OT B-O 
will OT B-O 
extract OT B-O 
the OT B-O 
top OT B-O 
RQ=RT/ OT B-O 
( LF B-LF 
# LF I-LF 
newQuery+1 LF I-LF 
) OT B-O 
entries OT B-O 
from OT B-O 
results OT B-O 
of OT B-O 
each OT B-O 
new LF I-LF 
query OT B-O 
and OT B-O 
original OT B-O 
query OT B-O 
. OT B-O 

The OT B-O 
IE AN B-AN 
results OT B-O 
are OT B-O 
stored OT B-O 
in LF B-LF 
a LF B-LF 
database OT B-O 
which OT B-O 
is OT B-O 
the OT B-O 
basis OT B-O 
for OT B-O 
IE-related OT B-O 
applications OT B-O 
like OT B-O 
QA AN B-AN 
, OT B-O 
BR AN B-AN 
( OT B-O 
Browsing LF I-LF 
, OT B-O 
threading OT B-O 
and OT B-O 
visualization OT B-O 
) OT B-O 
and OT B-O 
AS AN B-AN 
( OT B-O 
Automatic LF I-LF 
Summarization LF I-LF 
) OT B-O 
. OT B-O 

TDP AN B-AN 
( OT B-O 
target OT B-O 
only OT B-O 
) OT B-O 
62.60 OT B-O 
33.04 OT B-O 
Table OT B-O 
2 OT B-O 
: OT B-O 
Results OT B-O 
Generalized LF B-LF 
average LF I-LF 
precision LF I-LF 
( OT B-O 
GAP AN B-AN 
) OT B-O 
is LF I-LF 
a LF I-LF 
more OT B-O 
precise OT B-O 
measure OT B-O 
than OT B-O 
P AN I-AN 

1 OT B-O 
Introduction OT B-O 
Linguistics OT B-O 
studies OT B-O 
have OT B-O 
shown OT B-O 
that OT B-O 
action OT B-O 
verbs OT B-O 
often OT B-O 
denote OT B-O 
some OT B-O 
change LF B-LF 
of LF I-LF 
state LF I-LF 
( OT B-O 
CoS AN B-AN 
) OT B-O 
as OT B-O 
the OT B-O 
result OT B-O 
of LF I-LF 
an LF I-LF 
action OT B-O 
, OT B-O 
where OT B-O 
the OT B-O 
change LF I-LF 
of LF I-LF 
state LF I-LF 
of- OT B-O 

2007 OT B-O 
) OT B-O 
. OT B-O 
The OT B-O 
practical OT B-O 
NLP AN B-AN 
application OT B-O 
based OT B-O 
evaluations OT B-O 
are OT B-O 
automatic LF B-LF 
speech LF I-LF 
recognition LF I-LF 
( OT B-O 
ASR AN B-AN 
) OT B-O 
, OT B-O 
information LF B-LF 
retrieval LF I-LF 
( OT B-O 
IR AN B-AN 
) OT B-O 
and OT B-O 
statistical OT B-O 
machine OT B-O 

contribution OT B-O 
: OT B-O 
Functional OT B-O 
GENDER OT B-O 
and OT B-O 
NUMBER OT B-O 
features OT B-O 
contribute OT B-O 
more OT B-O 
than OT B-O 
their OT B-O 
form-based OT B-O 
counterparts OT B-O 
, OT B-O 
in OT B-O 
both OT B-O 
gold OT B-O 
and OT B-O 
predicted OT B-O 
conditions OT B-O 
; OT B-O 
rationality LF B-LF 
( OT B-O 
RAT AN B-AN 
) OT B-O 
as OT B-O 
a LF I-LF 
single OT B-O 
feature OT B-O 
on LF I-LF 
top OT B-O 
of OT B-O 
the OT B-O 
POS AN B-AN 
tag OT B-O 
set OT B-O 
helps OT B-O 
in OT B-O 
gold OT B-O 
( OT B-O 
and OT B-O 
with OT B-O 
Easy-First OT B-O 
Parser OT B-O 
, OT B-O 
also OT B-O 
in OT B-O 
predicted OT B-O 
conditions OT B-O 
) OT B-O 
? OT B-O 
but OT B-O 
when OT B-O 
used OT B-O 
in OT B-O 
combination OT B-O 
with OT B-O 

this OT B-O 
mode\ OT B-O 
] OT B-O 
. OT B-O 
, OT B-O 
the OT B-O 
linguistic OT B-O 
facts OT B-O 
that OT B-O 
pertain OT B-O 
solely OT B-O 
to OT B-O 
the OT B-O 
source LF B-LF 
language LF I-LF 
( OT B-O 
SL AN B-AN 
) OT B-O 
are OT B-O 
supposed OT B-O 
to OT B-O 
be OT B-O 
clearly OT B-O 
separated OT B-O 
from OT B-O 
the OT B-O 
facts OT B-O 
that OT B-O 
pertain OT B-O 
solely OT B-O 

We OT B-O 
set OT B-O 
aside OT B-O 
the OT B-O 
blind OT B-O 
TEST OT B-O 
set OT B-O 
for OT B-O 
evaluating OT B-O 
the OT B-O 
final OT B-O 
performance OT B-O 
of OT B-O 
our OT B-O 
named LF B-LF 
entity LF I-LF 
recognition LF I-LF 
( OT B-O 
NER AN B-AN 
) OT B-O 
and OT B-O 
relation LF B-LF 
extraction LF I-LF 
( OT B-O 
RE AN B-AN 
) OT B-O 
2http OT B-O 
: OT B-O 
//code.google.com/apis/ajaxsearch OT B-O 

systems OT B-O 
that OT B-O 
learn OT B-O 
new OT B-O 
representations OT B-O 
for OT B-O 
opendomain OT B-O 
NLP AN B-AN 
using OT B-O 
latent-variable OT B-O 
language OT B-O 
models OT B-O 
like OT B-O 
Hidden LF B-LF 
Markov LF I-LF 
Models LF I-LF 
( OT B-O 
HMMs AN B-AN 
) OT B-O 
. OT B-O 
In OT B-O 
POS- OT B-O 

The OT B-O 
system OT B-O 
integrates OT B-O 
both OT B-O 
dependency OT B-O 
parse OT B-O 
tree OT B-O 
pattern OT B-O 
and OT B-O 
semantic OT B-O 
role LF B-LF 
labeler LF I-LF 
( LF I-LF 
SRL LF I-LF 
) LF I-LF 
results OT B-O 
of OT B-O 
each OT B-O 
input OT B-O 
sentence OT B-O 
when OT B-O 
extracting OT B-O 
the OT B-O 
triples OT B-O 
. OT B-O 

6 OT B-O 
Experiments OT B-O 
and OT B-O 
Results OT B-O 
We OT B-O 
use OT B-O 
the OT B-O 
Wall OT B-O 
Street LF B-LF 
Journal LF I-LF 
( OT B-O 
WSJ OT B-O 
) AN B-AN 
section OT B-O 
of OT B-O 
the OT B-O 
Penn OT B-O 
Treebank OT B-O 
as OT B-O 
our LF I-LF 
labeled OT B-O 
source OT B-O 
domain OT B-O 

2.2 OT B-O 
CoSeC OT B-O 
CoSeC OT B-O 
( OT B-O 
Comparing OT B-O 
Semantics LF B-LF 
in LF I-LF 
Context OT B-O 
) OT B-O 
performs OT B-O 
meaning OT B-O 
comparison OT B-O 
on OT B-O 
the OT B-O 
basis OT B-O 
of OT B-O 
an LF I-LF 
underspec- OT B-O 

from OT B-O 
Si OT B-O 
. OT B-O 
Feature LF B-LF 
Causality LF I-LF 
Diagram LF I-LF 
( OT B-O 
FCD AN B-AN 
) OT B-O 
: OT B-O 
CNB AN B-AN 
allows OT B-O 
each OT B-O 
feature OT B-O 
Y OT B-O 
, OT B-O 
which OT B-O 
occurs OT B-O 
in OT B-O 
a LF I-LF 
given OT B-O 
document OT B-O 
, OT B-O 
to OT B-O 
have OT B-O 
a LF I-LF 
Feature LF I-LF 
Causality LF I-LF 
Diagram LF I-LF 
( OT B-O 
FCD AN I-AN 
) OT B-O 
. OT B-O 

658 OT B-O 
We OT B-O 
investigate OT B-O 
the OT B-O 
effect OT B-O 
of OT B-O 
thyroid OT B-O 
transcription OT B-O 
factor LF B-LF 
1 LF I-LF 
( OT B-O 
TTF-1 OT B-O 
) AN I-AN 
... OT B-O 
x OT B-O 
: OT B-O 
a LF I-LF 

represented OT B-O 
in LF B-LF 
an OT B-O 
n LF I-LF 
? OT B-O 
n LF I-LF 
matrix OT B-O 
of OT B-O 
objects OT B-O 
by OT B-O 
a LF I-LF 
multidimensional LF I-LF 
scaling LF I-LF 
( OT B-O 
MDS AN B-AN 
) OT B-O 
of OT B-O 
the OT B-O 
distance OT B-O 
between OT B-O 
each OT B-O 
object OT B-O 
. OT B-O 

nutcracker OT B-O 
155 OT B-O 
22 OT B-O 
62 OT B-O 
312 OT B-O 
449 OT B-O 
0.0467 OT B-O 
0.8342 OT B-O 
39.5 OT B-O 
% OT B-O 
( OT B-O 
60 OT B-O 
% OT B-O 
w/o OT B-O 
B.O OT B-O 
. OT B-O 
) OT B-O 
srl OT B-O 
0 OT B-O 
487 OT B-O 
437 OT B-O 
63 OT B-O 
13 OT B-O 
0.9740 OT B-O 
0.1260 OT B-O 
55.0 OT B-O 
% OT B-O 
Table OT B-O 
1 OT B-O 
: OT B-O 
Results OT B-O 
of OT B-O 
the OT B-O 
three OT B-O 
systems OT B-O 
on LF B-LF 
the OT B-O 
SSI-testsuite OT B-O 
( OT B-O 
TN AN B-AN 
= OT B-O 
true LF B-LF 
negatives LF B-LF 
, OT B-O 
FN AN B-AN 
= OT B-O 
false LF B-LF 
negatives LF I-LF 
, OT B-O 
TP AN B-AN 
= OT B-O 
true LF I-LF 
positives LF I-LF 
, OT B-O 
FP AN B-AN 
= OT B-O 
false LF I-LF 
positives LF I-LF 
, OT B-O 
N AN I-AN 
= OT B-O 
TN AN I-AN 
+ OT B-O 
FP AN I-AN 
, OT B-O 
P LF I-LF 
= OT B-O 
TP AN I-AN 
+ OT B-O 
FN AN I-AN 
, OT B-O 
Prec LF I-LF 
= OT B-O 
Precision LF I-LF 
, OT B-O 
ERROR OT B-O 
: OT B-O 
no OT B-O 

of OT B-O 
the OT B-O 
Annual OT B-O 
Meeting OT B-O 
of OT B-O 
the OT B-O 
ACL AN B-AN 
and OT B-O 
the OT B-O 
International OT B-O 
Joint OT B-O 
Conference OT B-O 
on OT B-O 
Natural OT B-O 
Language OT B-O 
Processing OT B-O 
of OT B-O 
the OT B-O 
AFNLP AN B-AN 
( OT B-O 
ACL-IJCNLP OT B-O 
) OT B-O 
. OT B-O 

knowledge OT B-O 
that OT B-O 
we OT B-O 
can OT B-O 
get OT B-O 
from OT B-O 
these OT B-O 
examples OT B-O 
the OT B-O 
required OT B-O 
information OT B-O 
to OT B-O 
parse OT B-O 
a OT B-O 
new OT B-O 
input OT B-O 
sentence OT B-O 
. OT B-O 
In OT B-O 
our OT B-O 
approach OT B-O 
, OT B-O 
examples OT B-O 
are OT B-O 
annotated OT B-O 
with OT B-O 
the OT B-O 
Structured LF B-LF 
String LF I-LF 
Tree LF I-LF 
Correspondence LF I-LF 
( OT B-O 
SSTC AN B-AN 
) OT B-O 
annotation OT B-O 
schema OT B-O 
where OT B-O 
each OT B-O 
SSTC AN I-AN 
describes OT B-O 
a OT B-O 
sentence OT B-O 
, OT B-O 
a OT B-O 
representation OT B-O 
tree OT B-O 
as OT B-O 
well OT B-O 
as OT B-O 
the OT B-O 
correspondence OT B-O 
b OT B-O 
tween OT B-O 
substrhzgs OT B-O 
in LF I-LF 

removed OT B-O 
for OT B-O 
expository OT B-O 
reasons OT B-O 
. OT B-O 
rewrites OT B-O 
into OT B-O 
an OT B-O 
( OT B-O 
optional OT B-O 
) OT B-O 
sentence LF B-LF 
adjunct LF I-LF 
( OT B-O 
SA AN B-AN 
) OT B-O 
, OT B-O 
a LF I-LF 
subject OT B-O 
, OT B-O 
a LF I-LF 
verbphrase OT B-O 
and OT B-O 
subject OT B-O 
's OT B-O 
right OT B-O 
adjunct LF I-LF 

derivation OT B-O 
decoding OT B-O 
( OT B-O 
Best OT B-O 
MAX AN B-AN 
) OT B-O 
, OT B-O 
the OT B-O 
best OT B-O 
single OT B-O 
system LF B-LF 
minimum LF B-LF 
Bayes LF I-LF 
risk LF I-LF 
decoding OT B-O 
( OT B-O 
Best OT B-O 
MBR AN B-AN 
) OT B-O 
and OT B-O 
minimum LF I-LF 
Bayes LF I-LF 
risk LF I-LF 
system LF I-LF 
combination LF I-LF 
( OT B-O 
MBR-SC AN I-AN 
) OT B-O 
combining OT B-O 
three OT B-O 
systems OT B-O 
. OT B-O 

The OT B-O 
straight OT B-O 
case OT B-O 
is OT B-O 
the OT B-O 
one OT B-O 
mentioned OT B-O 
above OT B-O 
, OT B-O 
treating OT B-O 
all LF B-LF 
elements OT B-O 
on OT B-O 
the OT B-O 
PARTS OT B-O 
list OT B-O 
equally LF I-LF 
( OT B-O 
EQUAL AN B-AN 
) OT B-O 
. OT B-O 
As OT B-O 
a LF I-LF 
second OT B-O 
op- OT B-O 

( OT B-O 
: OT B-O 
all OT B-O 
it OT B-O 
as OT B-O 
word LF B-LF 
accuracy LF I-LF 
( OT B-O 
W.A. OT B-O 
) OT B-O 
. AN B-AN 
We OT B-O 
use OT B-O 
one OT B-O 
more OT B-O 
measure OT B-O 
, OT B-O 
called OT B-O 
character LF B-LF 
accuracy LF I-LF 
( OT B-O 
C.A AN I-AN 
. AN I-AN 
) OT B-O 
that OT B-O 
measures OT B-O 
the OT B-O 
character LF I-LF 
edit OT B-O 
distance OT B-O 
be- OT B-O 

tance OT B-O 
Metric OT B-O 
from OT B-O 
Relative OT B-O 
Comparisons OT B-O 
. OT B-O 
Advances OT B-O 
in LF B-LF 
Neural LF I-LF 
Information LF I-LF 
Processing LF I-LF 
Systems LF I-LF 
( OT B-O 
NIPS AN B-AN 
) OT B-O 
.. OT B-O 
J. OT B-O 
Weeds OT B-O 
, OT B-O 
D. OT B-O 
Weir OT B-O 
and OT B-O 
D. OT B-O 
McCarthy OT B-O 
. OT B-O 

1 OT B-O 
Introduction OT B-O 
Spoken OT B-O 
language LF B-LF 
translation LF I-LF 
( OT B-O 
SLT OT B-O 
) AN B-AN 
has OT B-O 
become OT B-O 
more OT B-O 
important OT B-O 
due OT B-O 
to OT B-O 
globalization OT B-O 
. OT B-O 

\ OT B-O 
[ OT B-O 
Class OT B-O 
( OT B-O 
Tag OT B-O 
) OT B-O 
Kernel OT B-O 
Nouns OT B-O 
act OT B-O 
( OT B-O 
AC OT B-O 
) OT B-O 
an~ LF B-LF 
( OT B-O 
AN AN B-AN 
) OT B-O 
art~fact OT B-O 
( OT B-O 
AR OT B-O 
) OT B-O 

These OT B-O 
algorithms OT B-O 
are OT B-O 
now OT B-O 
getting OT B-O 
keen OT B-O 
atten- OT B-O 
tion OT B-O 
from OT B-O 
the OT B-O 
natural OT B-O 
anguage LF B-LF 
processing LF I-LF 
( OT B-O 
NLP OT B-O 
) AN B-AN 
research OT B-O 
community OT B-O 
since OT B-O 
the OT B-O 
huge OT B-O 
text OT B-O 
corpus OT B-O 

s+trsl OT B-O 
