-DOCSTART- -X- O

8 OT B-O 
. OT B-O 
The OT B-O 
delegation OT B-O 
informed OT B-O 
about OT B-O 
Hungary OT B-O 
's OT B-O 
willingness OT B-O 
to LF B-LF 
accede OT B-O 
to LF I-LF 
the LF I-LF 
Optional OT B-O 
Protocol LF I-LF 
to LF I-LF 
the LF I-LF 
Convention LF I-LF 
against LF I-LF 
Torture LF I-LF 
( OT B-O 
OP-CAT OT B-O 
) AN B-AN 
as OT B-O 
a LF I-LF 
part OT B-O 
of OT B-O 
its OT B-O 
pledges OT B-O 
to LF I-LF 
the LF I-LF 
Human OT B-O 
Rights OT B-O 
Council OT B-O 
as OT B-O 
well OT B-O 
as OT B-O 
about OT B-O 
the LF I-LF 
Government OT B-O 
's OT B-O 
steps OT B-O 
to LF I-LF 
prepare OT B-O 
this OT B-O 
ratification OT B-O 
. OT B-O 

The OT B-O 
policy OT B-O 
reforms OT B-O 
generally OT B-O 
accredited OT B-O 
to OT B-O 
these OT B-O 
developments OT B-O 
include OT B-O 
sustained OT B-O 
allocation OT B-O 
of OT B-O 
public OT B-O 
resources OT B-O 
, OT B-O 
collaborative OT B-O 
partnership OT B-O 
between OT B-O 
the OT B-O 
government OT B-O 
and OT B-O 
the OT B-O 
private OT B-O 
sector OT B-O 
, OT B-O 
and OT B-O 
introduction OT B-O 
of OT B-O 
subsidies OT B-O 
for OT B-O 
the OT B-O 
poor OT B-O 
and OT B-O 
girls OT B-O 
. OT B-O 
The OT B-O 
government OT B-O 
has OT B-O 
adopted OT B-O 
the OT B-O 
Primary LF B-LF 
Education LF I-LF 
Development LF I-LF 
Programme LF I-LF 
II LF I-LF 
( OT B-O 
PEDP-II AN I-AN 
) OT B-O 
in OT B-O 
a LF I-LF 
coordinated OT B-O 
, OT B-O 
holistic OT B-O 
and OT B-O 
sector-based OT B-O 
fashion OT B-O 
. OT B-O 

4391st OT B-O 
( OT B-O 
closed OT B-O 
) AN B-AN 
( OT B-O 
resumed OT B-O 
) AN I-AN 
meeting OT B-O 
Meeting OT B-O 
of LF B-LF 
the LF I-LF 
Security OT B-O 
Council OT B-O 
with OT B-O 
the LF I-LF 
Troop OT B-O 
Contributing OT B-O 
Countries OT B-O 
to OT B-O 
the LF I-LF 
United OT B-O 
Nations OT B-O 
Organization OT B-O 
Mission OT B-O 
in LF I-LF 
the LF I-LF 
Democratic LF I-LF 
Republic LF I-LF 
of LF I-LF 
the LF I-LF 
Congo LF I-LF 
( OT B-O 
MONUC OT B-O 
) AN I-AN 
pursuant OT B-O 
to OT B-O 
resolution OT B-O 
1353 OT B-O 
( OT B-O 
2001 OT B-O 
) AN I-AN 
, OT B-O 
annex OT B-O 
II.A OT B-O 
The OT B-O 
Security OT B-O 
Council OT B-O 
met OT B-O 
in LF I-LF 
private OT B-O 
. OT B-O 

Methodological OT B-O 
issues OT B-O 
under OT B-O 
the OT B-O 
Kyoto OT B-O 
Protocol OT B-O 
( OT B-O 
Agenda OT B-O 
item OT B-O 
8 OT B-O 
) AN B-AN 
Implications OT B-O 
of LF B-LF 
the OT B-O 
establishment OT B-O 
of LF I-LF 
new OT B-O 
hydrochlorofluorocarbon-22 OT B-O 
( OT B-O 
HCFC-22 OT B-O 
) AN I-AN 
facilities OT B-O 
seeking OT B-O 
to OT B-O 
obtain OT B-O 
certified OT B-O 
emission OT B-O 
reductions OT B-O 
for OT B-O 
the OT B-O 
destruction OT B-O 

1 OT B-O 
) OT B-O 
Full-time OT B-O 
equivalent OT B-O 
( OT B-O 
fte OT B-O 
) OT B-O 
2 OT B-O 
) OT B-O 
Calculation OT B-O 
based OT B-O 
on OT B-O 
a LF B-LF 
full-time OT B-O 
equivalent OT B-O 
3 OT B-O 
) OT B-O 
University OT B-O 
education OT B-O 
- OT B-O 
including OT B-O 
bachelor LF I-LF 
of LF I-LF 
science LF I-LF 
in LF I-LF 
nursing LF I-LF 
( OT B-O 
B.S.N AN B-AN 
. AN I-AN 
) OT B-O 
and OT B-O 
midwifery OT B-O 
education OT B-O 
and OT B-O 
other OT B-O 
health OT B-O 
professionals OT B-O 
with OT B-O 
university OT B-O 
education OT B-O 
. AN I-AN 

Multilateral OT B-O 
and OT B-O 
bilateral OT B-O 
donors OT B-O 
could OT B-O 
work OT B-O 
further OT B-O 
on LF B-LF 
adopting OT B-O 
harmonized OT B-O 
approaches OT B-O 
to OT B-O 
violence OT B-O 
prevention OT B-O 
and OT B-O 
reduction OT B-O 
. OT B-O 
Certain OT B-O 
coordination OT B-O 
mechanisms OT B-O 
already OT B-O 
exist OT B-O 
in OT B-O 
the OT B-O 
United LF I-LF 
Nations LF I-LF 
through OT B-O 
the OT B-O 
United LF I-LF 
Nations LF I-LF 
Development LF I-LF 
Group LF I-LF 
( OT B-O 
UNDG AN B-AN 
) OT B-O 
, OT B-O 
inter-agency OT B-O 
coordination OT B-O 
mechanisms OT B-O 
, OT B-O 
the OT B-O 
United LF I-LF 
Nations LF I-LF 
Development LF I-LF 
Account OT B-O 
and OT B-O 
the OT B-O 
Resident OT B-O 
Coordinator OT B-O 
system OT B-O 
. OT B-O 

They OT B-O 
stressed OT B-O 
the OT B-O 
importance OT B-O 
of OT B-O 
donor OT B-O 
coordination OT B-O 
and OT B-O 
United OT B-O 
Nations OT B-O 
system OT B-O 
coherence OT B-O 
. OT B-O 
UNDP AN B-AN 
was OT B-O 
encouraged OT B-O 
to OT B-O 
use OT B-O 
all OT B-O 
relevant OT B-O 
sources OT B-O 
to OT B-O 
determine OT B-O 
capacity OT B-O 
constraints OT B-O 
, OT B-O 
including OT B-O 
national OT B-O 
development OT B-O 
planning OT B-O 
cycles OT B-O 
and OT B-O 
the OT B-O 
poverty LF B-LF 
reduction LF I-LF 
strategy LF I-LF 
papers LF I-LF 
( OT B-O 
PRSP AN B-AN 
) OT B-O 
process OT B-O 
. OT B-O 

The OT B-O 
Executive LF B-LF 
Secretary OT B-O 
briefed OT B-O 
the OT B-O 
Committee LF I-LF 
about OT B-O 
the OT B-O 
actions OT B-O 
taken OT B-O 
by OT B-O 
ECA AN B-AN 
in OT B-O 
response OT B-O 
to OT B-O 
the OT B-O 
World OT B-O 
Summit OT B-O 
Outcome OT B-O 
, OT B-O 
in OT B-O 
particular OT B-O 
the OT B-O 
background OT B-O 
as OT B-O 
well OT B-O 
as OT B-O 
rationale OT B-O 
for OT B-O 
the OT B-O 
reform OT B-O 
initiatives OT B-O 
launched OT B-O 
recently OT B-O 
. OT B-O 
The OT B-O 
Committee LF I-LF 
was OT B-O 
informed OT B-O 
that OT B-O 
ECA AN I-AN 
has OT B-O 
been OT B-O 
closely OT B-O 
involved OT B-O 
in OT B-O 
a LF I-LF 
number OT B-O 
of LF I-LF 
UN-wide AN B-AN 
initiatives OT B-O 
as OT B-O 
a LF I-LF 
follow-up OT B-O 
to OT B-O 
the OT B-O 
World OT B-O 
Summit OT B-O 
Outcome OT B-O 
, OT B-O 
including OT B-O 
preparations OT B-O 
for OT B-O 
a LF I-LF 
review OT B-O 
of LF I-LF 
mandates OT B-O 
; OT B-O 
review OT B-O 
of LF I-LF 
programmes OT B-O 
and LF I-LF 
priorities OT B-O 
by OT B-O 
UN AN I-AN 
economic OT B-O 
and LF I-LF 
social OT B-O 
entities OT B-O 
coordinated OT B-O 
by OT B-O 
the OT B-O 
Executive LF I-LF 
Committee LF I-LF 
of LF I-LF 
Economic LF I-LF 
and LF I-LF 
Social LF I-LF 
Affairs LF I-LF 
( OT B-O 
EC-ESA AN B-AN 
) OT B-O 
; OT B-O 
and LF I-LF 
the OT B-O 
Secretary-General OT B-O 
's OT B-O 
proposals OT B-O 
on LF I-LF 
management OT B-O 
reforms OT B-O 
. OT B-O 

There OT B-O 
was OT B-O 
progress OT B-O 
in OT B-O 
simplification OT B-O 
and OT B-O 
harmonization OT B-O 
, OT B-O 
with OT B-O 
strong OT B-O 
and OT B-O 
proactive OT B-O 
support OT B-O 
from OT B-O 
UNDP OT B-O 
. OT B-O 
New OT B-O 
harmonized OT B-O 
country LF B-LF 
programming OT B-O 
cycles OT B-O 
and OT B-O 
revised OT B-O 
guidelines OT B-O 
for OT B-O 
the OT B-O 
country LF I-LF 
cooperation LF I-LF 
framework LF I-LF 
( OT B-O 
CCF AN B-AN 
) OT B-O 
and OT B-O 
the OT B-O 
United LF B-LF 
Nations LF I-LF 
Development LF I-LF 
Assistance LF I-LF 
Framework LF I-LF 
( OT B-O 
UNDAF AN B-AN 
) OT B-O 
were OT B-O 
launched OT B-O 
in OT B-O 
2004 OT B-O 
. OT B-O 

2.6 OT B-O 
The OT B-O 
Office OT B-O 
of LF B-LF 
the LF I-LF 
Executive OT B-O 
and OT B-O 
Coordinating OT B-O 
Unit OT B-O 
of LF I-LF 
the LF I-LF 
National OT B-O 
Commission OT B-O 
for OT B-O 
the LF I-LF 
Elimination LF I-LF 
of LF I-LF 
Child LF I-LF 
Labour LF I-LF 
was OT B-O 
established OT B-O 
in LF I-LF 
August OT B-O 
2005 OT B-O 
. OT B-O 
2.7 OT B-O 
A OT B-O 
subregional OT B-O 
office OT B-O 
of LF I-LF 
the LF I-LF 
International LF I-LF 
Programme LF I-LF 
on LF I-LF 
the LF I-LF 
Elimination LF I-LF 
of LF I-LF 
Child LF I-LF 
Labour LF I-LF 
of LF I-LF 
the LF I-LF 
International LF I-LF 
Labour LF I-LF 
Organization LF I-LF 
( OT B-O 
IPEC-ILO AN B-AN 
) OT B-O 
began OT B-O 
operating OT B-O 
in LF I-LF 
Honduras OT B-O 
in LF I-LF 
2000 OT B-O 
. OT B-O 

The OT B-O 
main OT B-O 
objective OT B-O 
is OT B-O 
the OT B-O 
development OT B-O 
of OT B-O 
a LF B-LF 
draft OT B-O 
proposal OT B-O 
to LF I-LF 
amend OT B-O 
the OT B-O 
UN OT B-O 
global OT B-O 
technical OT B-O 
regulation OT B-O 
( OT B-O 
gtr OT B-O 
) AN B-AN 
No OT B-O 
. AN B-AN 
9 OT B-O 
- OT B-O 
Phase OT B-O 
2 OT B-O 
on OT B-O 
pedestrian LF I-LF 
safety OT B-O 
by OT B-O 
introducing OT B-O 
the OT B-O 
flexible OT B-O 
pedestrian LF I-LF 
legform LF I-LF 
impactor LF I-LF 
( OT B-O 
FlexPLI OT B-O 
) AN I-AN 
as OT B-O 
a LF I-LF 
single OT B-O 
harmonized OT B-O 
test OT B-O 
tool OT B-O 
in OT B-O 
order OT B-O 
to LF I-LF 
enhance OT B-O 
the OT B-O 
level OT B-O 
of OT B-O 
protection OT B-O 
for LF I-LF 
lower OT B-O 
legs OT B-O 
of OT B-O 
pedestrians OT B-O 
. AN I-AN 

14 OT B-O 
. AN B-AN 
- OT B-O 
delete OT B-O 
] OT B-O 
Limit OT B-O 
values OT B-O 
for OT B-O 
controlling OT B-O 
emissions OT B-O 
of LF B-LF 
sulphur OT B-O 
dioxide OT B-O 
from OT B-O 
new OT B-O 
stationary OT B-O 
sources OT B-O 
in OT B-O 
the OT B-O 
following OT B-O 
stationary OT B-O 
source OT B-O 
categories OT B-O 
are OT B-O 
specified OT B-O 
in OT B-O 
the OT B-O 
following OT B-O 
documents OT B-O 
: OT B-O 
( OT B-O 
a LF I-LF 
) OT B-O 
Electric OT B-O 
Utility OT B-O 
Steam OT B-O 
Generating OT B-O 
Units OT B-O 
-- OT B-O 
40 OT B-O 
Code LF I-LF 
of LF I-LF 
Federal LF I-LF 
Regulations LF I-LF 
( OT B-O 
C.F.R AN I-AN 
. AN I-AN 
) OT B-O 
Part OT B-O 
60 OT B-O 
, OT B-O 
Subpart OT B-O 
D AN B-AN 
, OT B-O 
and OT B-O 
Subpart OT B-O 
Da AN I-AN 
; OT B-O 
( OT B-O 
b AN I-AN 
) OT B-O 
Industrial-Commercial-Institutional OT B-O 
Steam OT B-O 
Generating OT B-O 
Units OT B-O 
-- OT B-O 
40 OT B-O 
C.F.R AN I-AN 
. AN I-AN 
Part OT B-O 
60 OT B-O 
, OT B-O 
Subpart OT B-O 
Db AN I-AN 
, OT B-O 
and OT B-O 
Subpart OT B-O 
Dc AN I-AN 
; OT B-O 

The OT B-O 
United LF B-LF 
Nations LF I-LF 
Environment LF B-LF 
Programme LF I-LF 
( OT B-O 
UNEP AN B-AN 
) OT B-O 
was OT B-O 
also OT B-O 
represented OT B-O 
. OT B-O 
The OT B-O 
following OT B-O 
international OT B-O 
non-governmental OT B-O 
and OT B-O 
regional OT B-O 
organizations OT B-O 
were OT B-O 
represented OT B-O 
: OT B-O 
European OT B-O 
ECO OT B-O 
Forum OT B-O 
, OT B-O 
GRID/Arendal OT B-O 
, OT B-O 
GRID/Geneva OT B-O 
, OT B-O 
Milieukontakt OT B-O 
Oost-Europa OT B-O 
( OT B-O 
Netherlands OT B-O 
) OT B-O 
, OT B-O 
the OT B-O 
Regional LF I-LF 
Environmental LF I-LF 
Center LF I-LF 
for OT B-O 
Central OT B-O 
and OT B-O 
Eastern OT B-O 
Europe OT B-O 
( OT B-O 
REC AN B-AN 
) OT B-O 
and OT B-O 
the OT B-O 
Russian LF I-LF 
Regional LF I-LF 
Environmental LF I-LF 
Centre LF I-LF 
( OT B-O 
RREC AN I-AN 
) OT B-O 
. OT B-O 

Experts OT B-O 
from OT B-O 
the OT B-O 
following OT B-O 
countries OT B-O 
participated OT B-O 
in LF B-LF 
the OT B-O 
work OT B-O 
, OT B-O 
following OT B-O 
Rule OT B-O 
1 OT B-O 
( OT B-O 
a LF B-LF 
) AN B-AN 
of LF I-LF 
the OT B-O 
Rules OT B-O 
of LF I-LF 
Procedure OT B-O 
of LF I-LF 
the OT B-O 
World OT B-O 
Forum OT B-O 
for OT B-O 
Harmonization OT B-O 
of LF I-LF 
Vehicle OT B-O 
Regulations OT B-O 
( OT B-O 
WP.29 OT B-O 
) AN I-AN 
( OT B-O 
TRANS/WP.29/690 OT B-O 
, OT B-O 
ECE/TRANS/WP.29/690/Amend.1 OT B-O 
and OT B-O 
Amend OT B-O 
. AN B-AN 
2 AN I-AN 
) AN I-AN 
: OT B-O 
Australia OT B-O 
, OT B-O 
Belgium OT B-O 
, OT B-O 
Brazil OT B-O 
, OT B-O 
France OT B-O 
, OT B-O 
Germany OT B-O 
, OT B-O 
Hungary OT B-O 
, OT B-O 
Japan OT B-O 
, OT B-O 
the OT B-O 
Netherlands OT B-O 
, OT B-O 
Portugal OT B-O 
, OT B-O 
Republic OT B-O 
of LF I-LF 
Korea OT B-O 
, OT B-O 
Spain OT B-O 
, OT B-O 
Sweden OT B-O 
, OT B-O 
Thailand OT B-O 
, OT B-O 
Turkey OT B-O 
, OT B-O 
the OT B-O 
United OT B-O 
Kingdom LF I-LF 
of LF I-LF 
Great OT B-O 
Britain OT B-O 
and OT B-O 
Northern OT B-O 
Ireland OT B-O 
( OT B-O 
UK OT B-O 
) AN I-AN 
, OT B-O 
the OT B-O 
United OT B-O 
States LF I-LF 
of LF I-LF 
America LF I-LF 
( OT B-O 
USA OT B-O 
) AN I-AN 
and OT B-O 
Uruguay OT B-O 
. AN I-AN 

10 OT B-O 
a.m. AN B-AN 
- AN B-AN 
1 OT B-O 
p.m. AN B-AN 
Open OT B-O 
meeting OT B-O 
Conference OT B-O 
Room OT B-O 
4 OT B-O 
( OT B-O 
NLB AN B-AN 
) OT B-O 
3 OT B-O 
- AN I-AN 
6 OT B-O 
p.m. AN I-AN 
Open OT B-O 
meeting OT B-O 
Conference OT B-O 
Room OT B-O 
4 OT B-O 
( OT B-O 
NLB AN I-AN 
) OT B-O 
United LF B-LF 
Nations LF I-LF 
Entity LF I-LF 
for LF I-LF 
Gender LF I-LF 
Equality LF I-LF 
and LF I-LF 
the LF I-LF 
Empowerment LF I-LF 
of LF I-LF 
Women LF I-LF 
( OT B-O 
UN-Women AN I-AN 
) OT B-O 
Executive OT B-O 
Board OT B-O 

1 OT B-O 
( OT B-O 
212 OT B-O 
) OT B-O 
963-5931 OT B-O 
) OT B-O 
. AN B-AN 
] OT B-O 
UNU AN B-AN 
lecture OT B-O 
on LF B-LF 
`` OT B-O 
Adam OT B-O 
Smith OT B-O 
's OT B-O 
lost OT B-O 
legacy OT B-O 
: OT B-O 
Ethics OT B-O 
in LF I-LF 
financial OT B-O 
regulation OT B-O 
'' OT B-O 
( OT B-O 
a LF I-LF 
joint OT B-O 
initiative OT B-O 
of OT B-O 
UNU AN I-AN 
and OT B-O 
Griffith OT B-O 
University LF I-LF 
, OT B-O 
Australia OT B-O 
) OT B-O 
( OT B-O 
organized OT B-O 
by OT B-O 
the OT B-O 
United LF I-LF 
Nations LF I-LF 
University LF I-LF 
Office LF I-LF 
in LF I-LF 
New LF I-LF 
York LF I-LF 
( OT B-O 
UNU-ONY AN I-AN 
) OT B-O 
) OT B-O 
Friday OT B-O 
, OT B-O 
23 OT B-O 
October OT B-O 
2009 OT B-O 
, OT B-O 
from OT B-O 
1.15 OT B-O 
to OT B-O 
2.30 OT B-O 
p.m. OT B-O 
in LF I-LF 
Conference OT B-O 
Room OT B-O 
9 OT B-O 
. AN I-AN 

Geneva OT B-O 
, LF B-LF 
3 OT B-O 
- AN B-AN 
14 OT B-O 
October OT B-O 
2011 OT B-O 
Swaziland* OT B-O 
JS5 AN B-AN 
Joint OT B-O 
Submission OT B-O 
5 AN I-AN 
: OT B-O 
ARC LF B-LF 
International LF I-LF 
( OT B-O 
ARC-I AN I-AN 
) OT B-O 
; OT B-O 
International LF I-LF 
Lesbian LF I-LF 
, LF I-LF 
Gay LF I-LF 
, LF I-LF 
Bisexual LF I-LF 
, LF I-LF 
Trans LF I-LF 
and LF I-LF 
Intersex LF I-LF 
Association LF I-LF 
( OT B-O 
ILGA AN B-AN 
) OT B-O 
; OT B-O 
ILGA-Europe* OT B-O 
; OT B-O 
Brussels OT B-O 
, LF I-LF 
Belgium OT B-O 
. OT B-O 

Forthcoming OT B-O 
other OT B-O 
activities OT B-O 
Panel OT B-O 
discussion OT B-O 
on LF B-LF 
`` OT B-O 
Utilizing OT B-O 
Modern OT B-O 
Technology OT B-O 
in OT B-O 
Peacekeeping OT B-O 
Operations OT B-O 
to OT B-O 
Improve OT B-O 
Security OT B-O 
for LF I-LF 
Women LF I-LF 
and LF I-LF 
Girls OT B-O 
'' OT B-O 
( OT B-O 
organized OT B-O 
by OT B-O 
the LF I-LF 
Permanent OT B-O 
Mission OT B-O 
of LF I-LF 
the LF I-LF 
United OT B-O 
Arab OT B-O 
Emirates OT B-O 
, OT B-O 
the LF I-LF 
United OT B-O 
Nations LF I-LF 
Entity LF I-LF 
for LF I-LF 
Gender LF I-LF 
Equality LF I-LF 
and LF I-LF 
the LF I-LF 
Empowerment LF I-LF 
of LF I-LF 
Women LF I-LF 
( OT B-O 
UN-Women OT B-O 
) AN I-AN 
and LF I-LF 
the LF I-LF 
Georgetown OT B-O 
Institute OT B-O 
for LF I-LF 
Women LF I-LF 
, OT B-O 
Peace OT B-O 
and LF I-LF 
Security OT B-O 
) AN I-AN 
Tuesday OT B-O 
, OT B-O 
25 OT B-O 
November OT B-O 
2014 OT B-O 
, OT B-O 
from OT B-O 
13:15 OT B-O 
to OT B-O 
14:45 OT B-O 
, OT B-O 
in OT B-O 
Conference OT B-O 
Room OT B-O 
4 OT B-O 
. OT B-O 

United LF B-LF 
Nations LF I-LF 
Educational LF I-LF 
, LF I-LF 
Scientific LF I-LF 
and LF I-LF 
Cultural LF I-LF 
Organization LF I-LF 
( OT B-O 
UNESCO AN B-AN 
) OT B-O 
Bangkok OT B-O 
United LF I-LF 
Nations LF I-LF 
Entity LF I-LF 
for LF I-LF 
Gender LF I-LF 
Equality LF I-LF 
and LF I-LF 
the LF I-LF 
Empowerment LF I-LF 
of LF I-LF 
Women LF I-LF 
( OT B-O 
UN-Women AN I-AN 
) OT B-O 
United LF I-LF 
Nations LF I-LF 
Population LF I-LF 
Fund LF I-LF 
( OT B-O 
UNFPA AN B-AN 
) OT B-O 
United LF I-LF 
Nations LF I-LF 
Statistics OT B-O 
Division OT B-O 

To LF B-LF 
take OT B-O 
action OT B-O 
in LF I-LF 
order OT B-O 
to LF I-LF 
provide OT B-O 
for OT B-O 
effective OT B-O 
education OT B-O 
programmes OT B-O 
with OT B-O 
regard OT B-O 
to LF I-LF 
HIV/AIDS OT B-O 
prevention OT B-O 
( OT B-O 
Romania OT B-O 
) OT B-O 
and OT B-O 
to LF I-LF 
expand OT B-O 
coverage OT B-O 
and OT B-O 
access OT B-O 
to LF I-LF 
services OT B-O 
that OT B-O 
prevent OT B-O 
transmission OT B-O 
of OT B-O 
HIV AN B-AN 
from OT B-O 
mother OT B-O 
to LF I-LF 
child OT B-O 
( OT B-O 
Ireland OT B-O 
) OT B-O 
; OT B-O 
To LF I-LF 
ratify OT B-O 
the LF I-LF 
Convention LF I-LF 
on LF I-LF 
the LF I-LF 
Protection OT B-O 
of OT B-O 
Persons OT B-O 
with OT B-O 
Disabilities OT B-O 
( OT B-O 
Mexico OT B-O 
) OT B-O 
; OT B-O 
To LF I-LF 
ratify OT B-O 
the LF I-LF 
Optional LF I-LF 
Protocol LF I-LF 
on LF I-LF 
the LF I-LF 
Convention LF I-LF 
Against LF I-LF 
Torture LF I-LF 
( OT B-O 
OP-CAT AN B-AN 
) OT B-O 
( OT B-O 
Mexico OT B-O 
) OT B-O 
and OT B-O 
to LF I-LF 
do OT B-O 
so OT B-O 
as OT B-O 
soon OT B-O 
as OT B-O 
possible OT B-O 
( OT B-O 
United OT B-O 
Kingdom OT B-O 
, OT B-O 
Netherlands OT B-O 
) OT B-O 
; OT B-O 
To LF I-LF 
continue OT B-O 
improving OT B-O 
economic OT B-O 
, OT B-O 
social OT B-O 
and OT B-O 
cultural OT B-O 
rights OT B-O 
( OT B-O 
Cuba OT B-O 
) OT B-O 
; OT B-O 

The OT B-O 
Government OT B-O 
's OT B-O 
commitment OT B-O 
to OT B-O 
justice OT B-O 
and OT B-O 
equality OT B-O 
also OT B-O 
involved OT B-O 
adhering OT B-O 
to OT B-O 
the LF B-LF 
international OT B-O 
treaties OT B-O 
to OT B-O 
which OT B-O 
the LF I-LF 
country OT B-O 
was OT B-O 
a LF I-LF 
party OT B-O 
. OT B-O 
At OT B-O 
the LF I-LF 
United OT B-O 
Nations OT B-O 
, OT B-O 
it OT B-O 
had OT B-O 
taken OT B-O 
part OT B-O 
in OT B-O 
the LF I-LF 
activities OT B-O 
of LF I-LF 
the LF I-LF 
Committee OT B-O 
on LF I-LF 
the LF I-LF 
Elimination OT B-O 
of LF I-LF 
All OT B-O 
Forms OT B-O 
of LF I-LF 
Discrimination OT B-O 
against OT B-O 
Women LF I-LF 
and OT B-O 
the LF I-LF 
Commission LF I-LF 
on LF I-LF 
the LF I-LF 
Status LF I-LF 
of LF I-LF 
Women LF I-LF 
( OT B-O 
CSW AN B-AN 
) OT B-O 
. OT B-O 

44 OT B-O 
. OT B-O 
The OT B-O 
Government OT B-O 
of LF B-LF 
Canada OT B-O 
also OT B-O 
contributes OT B-O 
to OT B-O 
the OT B-O 
training OT B-O 
of LF I-LF 
professionals OT B-O 
in OT B-O 
child OT B-O 
rights OT B-O 
through OT B-O 
the OT B-O 
Child OT B-O 
Rights LF I-LF 
Education LF I-LF 
for LF I-LF 
Professionals LF I-LF 
( OT B-O 
CRED-PRO OT B-O 
) AN B-AN 
initiative OT B-O 
of LF I-LF 
the OT B-O 
International OT B-O 
Institute OT B-O 
for LF I-LF 
Child OT B-O 
Rights LF I-LF 
and OT B-O 
Development OT B-O 
at LF I-LF 
the OT B-O 
University OT B-O 
of LF I-LF 
Victoria OT B-O 
, OT B-O 
British OT B-O 
Columbia OT B-O 
. OT B-O 

In OT B-O 
the OT B-O 
national OT B-O 
budget OT B-O 
for LF B-LF 
2014 OT B-O 
inflation OT B-O 
is OT B-O 
expected OT B-O 
to OT B-O 
pick OT B-O 
up OT B-O 
from OT B-O 
the OT B-O 
low OT B-O 
level OT B-O 
last OT B-O 
year OT B-O 
to OT B-O 
1.9 OT B-O 
per OT B-O 
cent OT B-O 
this OT B-O 
year OT B-O 
and LF I-LF 
1.6 OT B-O 
per OT B-O 
cent OT B-O 
next OT B-O 
year OT B-O 
. OT B-O 
Core OT B-O 
inflation OT B-O 
, OT B-O 
as OT B-O 
measured OT B-O 
by OT B-O 
the OT B-O 
CPI LF I-LF 
adjusted LF I-LF 
for LF I-LF 
changes LF I-LF 
in LF I-LF 
taxes LF I-LF 
and LF I-LF 
excluding LF I-LF 
energy LF I-LF 
( OT B-O 
CPI-ATE AN I-AN 
) OT B-O 
, OT B-O 
is OT B-O 
expected OT B-O 
to OT B-O 
increase OT B-O 
by OT B-O 
1.5 OT B-O 
per OT B-O 
cent OT B-O 
this OT B-O 
year OT B-O 
and LF I-LF 
1.8 OT B-O 
per OT B-O 
cent OT B-O 
next OT B-O 
year OT B-O 
. OT B-O 

Department OT B-O 
: OT B-O 
Cuzco OT B-O 
; OT B-O 
Province OT B-O 
: OT B-O 
Paruro OT B-O 
; OT B-O 
District OT B-O 
: OT B-O 
Huanoquite OT B-O 
Two OT B-O 
alleged OT B-O 
Sendero LF B-LF 
Luminoso LF I-LF 
terrorist OT B-O 
criminals OT B-O 
, OT B-O 
carrying OT B-O 
short- OT B-O 
and OT B-O 
long-range OT B-O 
firearms OT B-O 
and OT B-O 
with OT B-O 
their OT B-O 
faces OT B-O 
concealed OT B-O 
by OT B-O 
ski OT B-O 
masks OT B-O 
, OT B-O 
entered OT B-O 
the OT B-O 
home OT B-O 
of OT B-O 
Antolín OT B-O 
Conochuillca OT B-O 
Huillca OT B-O 
, OT B-O 
located OT B-O 
in LF I-LF 
the OT B-O 
community OT B-O 
of OT B-O 
Chanca OT B-O 
. OT B-O 
They OT B-O 
declared OT B-O 
that OT B-O 
they OT B-O 
were OT B-O 
members OT B-O 
of OT B-O 
the OT B-O 
Peruvian LF I-LF 
Communist LF I-LF 
Party LF I-LF 
- LF I-LF 
Sendero LF I-LF 
Luminoso LF I-LF 
( OT B-O 
PCP-SL AN I-AN 
) OT B-O 
and OT B-O 
asked OT B-O 
for OT B-O 
weapons OT B-O 
and OT B-O 
money OT B-O 
; OT B-O 
when OT B-O 
they OT B-O 
were OT B-O 
unsuccessful OT B-O 
, OT B-O 
they OT B-O 
fled OT B-O 
in LF I-LF 
the OT B-O 
direction OT B-O 
of OT B-O 
Cuzco OT B-O 
. OT B-O 

Touch OT B-O 
screen OT B-O 
information OT B-O 
kiosks OT B-O 
The OT B-O 
Department OT B-O 
for LF B-LF 
General LF I-LF 
Assembly LF I-LF 
and LF I-LF 
Conference LF I-LF 
Management LF I-LF 
( OT B-O 
DGACM OT B-O 
) AN B-AN 
invites OT B-O 
delegations OT B-O 
and LF I-LF 
staff OT B-O 
to OT B-O 
use OT B-O 
the OT B-O 
two OT B-O 
touch OT B-O 
screen OT B-O 
information OT B-O 
kiosks OT B-O 
located OT B-O 
in OT B-O 
the OT B-O 
North OT B-O 
Lawn OT B-O 
Building OT B-O 
to OT B-O 
access OT B-O 
the OT B-O 
official OT B-O 
meeting OT B-O 
schedule OT B-O 
, OT B-O 
the OT B-O 
Journal OT B-O 
of OT B-O 
the OT B-O 
United OT B-O 
Nations OT B-O 
, OT B-O 
the OT B-O 
Delegates OT B-O 
' OT B-O 
Handbook OT B-O 
, OT B-O 
the OT B-O 
Blue OT B-O 
Book OT B-O 
and LF I-LF 
the OT B-O 
United OT B-O 
Nations OT B-O 
Staff OT B-O 
Yellow OT B-O 
Pages OT B-O 
, OT B-O 
as OT B-O 
well OT B-O 
as OT B-O 
Headquarters OT B-O 
and LF I-LF 
Conference LF I-LF 
Room OT B-O 
Maps OT B-O 
. OT B-O 

Stresses OT B-O 
the LF B-LF 
importance OT B-O 
of LF I-LF 
