-DOCSTART- -X- O
og OT B-O 
især OT B-O 
over OT B-O 
visse OT B-O 
lokale OT B-O 
aktørers OT B-O 
demobilisering OT B-O 
over OT B-O 
for OT B-O 
de OT B-O 
administrative OT B-O 
og OT B-O 
økonomiske OT B-O 
vanskeligheder OT B-O 
, OT B-O 
de OT B-O 
er OT B-O 
stødt OT B-O 
på OT B-O 
. OT B-O 

Rumænien OT B-O 
skal OT B-O 
have OT B-O 
adgang OT B-O 
til OT B-O 
denne OT B-O 
fond LF B-LF 
via OT B-O 
gennemførelsen OT B-O 
af LF I-LF 
bæredygtige OT B-O 
projekter OT B-O 
med OT B-O 
det OT B-O 
formål OT B-O 
at OT B-O 
udvikle OT B-O 
vores OT B-O 
landsbyer OT B-O 
og OT B-O 
hæve OT B-O 
levestandarden OT B-O 
for LF I-LF 
dem OT B-O 
, OT B-O 
der OT B-O 
bor OT B-O 
i LF I-LF 
vores OT B-O 
landdistrikter OT B-O 
. AN B-AN 
Betænkningen OT B-O 
om OT B-O 
forslaget OT B-O 
til OT B-O 
Rådets OT B-O 
forordning OT B-O 
om OT B-O 
ændring OT B-O 
af LF I-LF 
forordning OT B-O 
( OT B-O 
EF AN B-AN 
) OT B-O 
nr AN I-AN 
. AN I-AN 
1698/2005 OT B-O 
om OT B-O 
støtte OT B-O 
til OT B-O 
udvikling OT B-O 
af LF I-LF 
landdistrikterne OT B-O 
fra OT B-O 
Den OT B-O 
Europæiske LF I-LF 
Landbrugsfond LF I-LF 
for LF I-LF 
Udvikling LF I-LF 
af LF I-LF 
Landdistrikterne LF I-LF 
( OT B-O 
ELFUL AN B-AN 
) OT B-O 
. AN I-AN 

Spørgsmål OT B-O 
nr AN B-AN 
. AN I-AN 
2 OT B-O 
af OT B-O 
Gerard OT B-O 
Collins OT B-O 
( OT B-O 
H-0526/02 OT B-O 
) OT B-O 
: OT B-O 
Om OT B-O 
: OT B-O 
Alvorlig OT B-O 
fødevaremangel OT B-O 
i LF B-LF 
det OT B-O 
sydlige OT B-O 
Afrika OT B-O 
I OT B-O 
februar OT B-O 
2002 OT B-O 
advarede OT B-O 
De OT B-O 
Forenede LF I-LF 
Nationers LF I-LF 
Levnedsmiddel- LF I-LF 
og LF I-LF 
Landbrugsorganisation LF I-LF 
( OT B-O 
FAO AN B-AN 
) OT B-O 
om OT B-O 
, OT B-O 
at LF I-LF 
henved OT B-O 
4 OT B-O 
millioner OT B-O 
mennesker OT B-O 
i LF I-LF 
det OT B-O 
sydlige OT B-O 
Afrika OT B-O 
ville OT B-O 
få OT B-O 
behov OT B-O 
for OT B-O 
fødevarehjælp OT B-O 
i LF I-LF 
år OT B-O 
. AN I-AN 

I OT B-O 
tilfælde OT B-O 
af OT B-O 
særligt OT B-O 
presserende OT B-O 
sager OT B-O 
vedrørende OT B-O 
alvorlige OT B-O 
krænkelser OT B-O 
af OT B-O 
et OT B-O 
af OT B-O 
disse OT B-O 
væsentlige OT B-O 
elementer OT B-O 
vil OT B-O 
der OT B-O 
øjeblikket OT B-O 
blive OT B-O 
truffet OT B-O 
foranstaltninger OT B-O 
, OT B-O 
og OT B-O 
den OT B-O 
anden OT B-O 
part OT B-O 
vil OT B-O 
blive OT B-O 
informeret OT B-O 
. OT B-O 
For OT B-O 
det OT B-O 
tredje OT B-O 
er OT B-O 
EU AN B-AN 
og OT B-O 
AVS AN B-AN 
også OT B-O 
blevet OT B-O 
enige OT B-O 
om OT B-O 
en OT B-O 
ny OT B-O 
særlig OT B-O 
procedure OT B-O 
, OT B-O 
der OT B-O 
skal OT B-O 
iværksættes OT B-O 
i OT B-O 
alvorlige OT B-O 
tilfælde OT B-O 
af OT B-O 
korruption OT B-O 
. OT B-O 

Det OT B-O 
tror OT B-O 
jeg OT B-O 
også OT B-O 
er LF B-LF 
én OT B-O 
af OT B-O 
overvejelserne OT B-O 
bag OT B-O 
beslutningsforslaget OT B-O 
. OT B-O 
Der OT B-O 
må OT B-O 
her OT B-O 
være OT B-O 
tale OT B-O 
om LF I-LF 
en LF I-LF 
misforståelse OT B-O 
, OT B-O 
eftersom OT B-O 
det OT B-O 
amerikanske OT B-O 
centralbanksystem OT B-O 
to OT B-O 
gange OT B-O 
om LF I-LF 
året OT B-O 
i LF I-LF 
sin OT B-O 
Humphrey-Hawkins OT B-O 
beretning OT B-O 
til OT B-O 
Senatet OT B-O 
offentliggør OT B-O 
en LF I-LF 
række OT B-O 
tal OT B-O 
for OT B-O 
enkelte OT B-O 
indikatorer OT B-O 
, OT B-O 
herunder OT B-O 
en LF I-LF 
række OT B-O 
individuelle OT B-O 
prognoser OT B-O 
fra OT B-O 
medlemmerne OT B-O 
af OT B-O 
Federal LF I-LF 
Open LF I-LF 
Market LF I-LF 
Committee LF I-LF 
( OT B-O 
FOMC AN B-AN 
) OT B-O 
, OT B-O 
som OT B-O 
kommer OT B-O 
fra OT B-O 
de LF I-LF 
regionale OT B-O 
centralbanker OT B-O 
. OT B-O 

For OT B-O 
at OT B-O 
råde OT B-O 
bod OT B-O 
på OT B-O 
dette OT B-O 
kræves OT B-O 
der OT B-O 
en OT B-O 
kraftanstrengelse OT B-O 
. OT B-O 
Vi OT B-O 
hilser OT B-O 
derfor OT B-O 
øgede OT B-O 
ressourcer OT B-O 
til OT B-O 
OLAF AN B-AN 
velkommen OT B-O 
, OT B-O 
så OT B-O 
vi OT B-O 
på OT B-O 
en OT B-O 
mere OT B-O 
effektiv OT B-O 
måde OT B-O 
kan OT B-O 
undersøge OT B-O 
alle OT B-O 
mistanker OT B-O 
. OT B-O 

De OT B-O 
taler OT B-O 
om OT B-O 
, OT B-O 
at OT B-O 
De OT B-O 
ikke OT B-O 
vil OT B-O 
betænke OT B-O 
Dem OT B-O 
på OT B-O 
at OT B-O 
komme OT B-O 
til OT B-O 
Europa-Parlamentet OT B-O 
for OT B-O 
at OT B-O 
anmode OT B-O 
om OT B-O 
flere OT B-O 
ressourcer OT B-O 
til OT B-O 
Kommissionen OT B-O 
, OT B-O 
men OT B-O 
Kommissionen OT B-O 
bør OT B-O 
være OT B-O 
meget OT B-O 
opmærksom OT B-O 
på OT B-O 
, OT B-O 
hvor OT B-O 
tyndt OT B-O 
det OT B-O 
finansielle OT B-O 
gulv OT B-O 
, OT B-O 
som OT B-O 
vi OT B-O 
betræder OT B-O 
, OT B-O 
er OT B-O 
. OT B-O 
Vi OT B-O 
råder OT B-O 
over OT B-O 
1,27 OT B-O 
% OT B-O 
af OT B-O 
EU AN B-AN 
's OT B-O 
BNP AN B-AN 
. OT B-O 

At OT B-O 
forlade OT B-O 
sig OT B-O 
på OT B-O 
etiske OT B-O 
normer OT B-O 
i LF B-LF 
enten OT B-O 
de OT B-O 
mest OT B-O 
restriktive OT B-O 
eller OT B-O 
de OT B-O 
mest OT B-O 
liberale OT B-O 
lande OT B-O 
vil OT B-O 
simpelthen OT B-O 
være OT B-O 
imod OT B-O 
de OT B-O 
grundlæggende OT B-O 
principper OT B-O 
i LF I-LF 
EU AN B-AN 
. OT B-O 
Jeg OT B-O 
kan OT B-O 
ikke OT B-O 
afslutte OT B-O 
denne OT B-O 
indledning OT B-O 
uden OT B-O 
at LF I-LF 
nævne OT B-O 
en OT B-O 
meget OT B-O 
bred OT B-O 
aftale OT B-O 
om OT B-O 
Euratom-programmet OT B-O 
, OT B-O 
der OT B-O 
medtager OT B-O 
det OT B-O 
vigtige OT B-O 
internationale OT B-O 
videnskabelige OT B-O 
projekt OT B-O 
om OT B-O 
ITER AN B-AN 
( OT B-O 
international LF I-LF 
termonuklear LF I-LF 
forsøgsreaktor LF I-LF 
) OT B-O 
og OT B-O 
Det OT B-O 
Fælles OT B-O 
Forskningscenter OT B-O 
, OT B-O 
hvis OT B-O 
mission OT B-O 
De OT B-O 
har OT B-O 
anset OT B-O 
for LF I-LF 
meget OT B-O 
vigtig OT B-O 
. OT B-O 

Hr AN B-AN 
. AN I-AN 
formand OT B-O 
, OT B-O 
omfanget OT B-O 
af OT B-O 
og OT B-O 
strømmen OT B-O 
af OT B-O 
detaljer OT B-O 
i OT B-O 
forslagene OT B-O 
til OT B-O 
nødvendige OT B-O 
reformskridt OT B-O 
viser OT B-O 
, OT B-O 
hvor OT B-O 
vigtig OT B-O 
en OT B-O 
sådan OT B-O 
reform OT B-O 
er OT B-O 
. AN I-AN 
I OT B-O 
betragtning OT B-O 
af OT B-O 
de OT B-O 
hændelser OT B-O 
, OT B-O 
der OT B-O 
har OT B-O 
udløst OT B-O 
disse OT B-O 
bestræbelser OT B-O 
, OT B-O 
er OT B-O 
det OT B-O 
dog OT B-O 
også OT B-O 
åbenbart OT B-O 
, OT B-O 
hvor OT B-O 
nødvendig OT B-O 
en OT B-O 
sådan OT B-O 
reform OT B-O 
er OT B-O 
. AN I-AN 

Det OT B-O 
er LF B-LF 
værd OT B-O 
at OT B-O 
bemærke OT B-O 
, OT B-O 
at OT B-O 
dette OT B-O 
er LF I-LF 
det OT B-O 
første OT B-O 
godkendte OT B-O 
forslag OT B-O 
til LF I-LF 
at OT B-O 
mobilisere OT B-O 
midler OT B-O 
i LF I-LF 
2010 OT B-O 
, OT B-O 
og OT B-O 
det OT B-O 
foreslåede OT B-O 
beløb OT B-O 
vil OT B-O 
efterlade OT B-O 
mindst OT B-O 
98 OT B-O 
% OT B-O 
af OT B-O 
EU AN B-AN 
's OT B-O 
solidaritetsfond OT B-O 
til LF I-LF 
afbenyttelse OT B-O 
i LF I-LF 
resten OT B-O 
af OT B-O 
2010 OT B-O 
. OT B-O 
EU AN I-AN 
er LF I-LF 
et OT B-O 
område OT B-O 
af OT B-O 
solidaritet OT B-O 
, OT B-O 
og OT B-O 
Den OT B-O 
Europæiske LF I-LF 
Fond LF I-LF 
for LF I-LF 
Tilpasning LF I-LF 
til LF I-LF 
Globaliseringen LF I-LF 
( OT B-O 
EGF AN B-AN 
) OT B-O 
er LF I-LF 
led OT B-O 
heri OT B-O 
. OT B-O 

EU AN B-AN 
's OT B-O 
rigeste OT B-O 
regioner OT B-O 
har OT B-O 
i OT B-O 
perioden OT B-O 
1986-1996 OT B-O 
fået OT B-O 
styrket OT B-O 
deres OT B-O 
tyngde OT B-O 
, OT B-O 
hvilket OT B-O 
vidner OT B-O 
om OT B-O 
en OT B-O 
koncentration OT B-O 
af OT B-O 
rigdom OT B-O 
, OT B-O 
beskæftigelse OT B-O 
og OT B-O 
aktiviteter OT B-O 
i OT B-O 
visse OT B-O 
zoner OT B-O 
såsom OT B-O 
Hamburg OT B-O 
, OT B-O 
Bruxelles OT B-O 
, OT B-O 
Antwerpen OT B-O 
, OT B-O 
Luxembourg OT B-O 
, OT B-O 
Ile-de-France OT B-O 
, OT B-O 
Darmstadt OT B-O 
, OT B-O 
Oberbayern OT B-O 
, OT B-O 
Bremen OT B-O 
, OT B-O 
Wien OT B-O 
, OT B-O 
Karlsruhe OT B-O 
og OT B-O 
Emilie-Romagne OT B-O 
. AN B-AN 
I OT B-O 
modsætning OT B-O 
til OT B-O 
, OT B-O 
hvad OT B-O 
ordføreren OT B-O 
fastholder OT B-O 
, OT B-O 
vil OT B-O 
gennemførelsen OT B-O 
af OT B-O 
Den OT B-O 
Økonomiske OT B-O 
og OT B-O 
Monetære OT B-O 
Union OT B-O 
forøge OT B-O 
flugten OT B-O 
fra OT B-O 
de OT B-O 
regioner OT B-O 
, OT B-O 
der OT B-O 
ligger OT B-O 
fjernest OT B-O 
fra OT B-O 
centre OT B-O 
, OT B-O 
længst OT B-O 
ude OT B-O 
på OT B-O 
landet OT B-O 
, OT B-O 
og OT B-O 
som OT B-O 
er OT B-O 
tyndest OT B-O 
befolket OT B-O 
til OT B-O 
fordel OT B-O 
for OT B-O 
Unionens OT B-O 
centrale OT B-O 
akse OT B-O 
( OT B-O 
Benelux OT B-O 
, OT B-O 
Nordvesttyskland OT B-O 
, OT B-O 
Norditalien OT B-O 
, OT B-O 
Ile-de-France OT B-O 
osv AN I-AN 
. AN I-AN 
) OT B-O 
. AN I-AN 

Ville OT B-O 
det OT B-O 
ikke OT B-O 
være OT B-O 
muligt OT B-O 
, OT B-O 
at LF B-LF 
finde OT B-O 
en OT B-O 
løsning OT B-O 
i LF I-LF 
et LF I-LF 
andet OT B-O 
land OT B-O 
med OT B-O 
henblik OT B-O 
på OT B-O 
at LF I-LF 
flytte OT B-O 
denne OT B-O 
spejlside OT B-O 
til OT B-O 
en OT B-O 
, OT B-O 
der OT B-O 
indeholder OT B-O 
europæiske OT B-O 
data OT B-O 
, OT B-O 
sådan OT B-O 
som OT B-O 
`` OT B-O 
artikel OT B-O 
29-arbejdsgruppen OT B-O 
'' OT B-O 
har OT B-O 
foreslået OT B-O 
? OT B-O 
Endelige OT B-O 
viser OT B-O 
SWIFT AN B-AN 
, OT B-O 
PNR AN B-AN 
og OT B-O 
også OT B-O 
ATS AN B-AN 
( OT B-O 
Automated LF I-LF 
Targeting LF I-LF 
System LF I-LF 
) OT B-O 
og OT B-O 
måske OT B-O 
i LF I-LF 
fremtiden OT B-O 
også OT B-O 
telefondata OT B-O 
, OT B-O 
at LF I-LF 
udvekslingen OT B-O 
af OT B-O 
oplysninger OT B-O 
intensiveres OT B-O 
, OT B-O 
og OT B-O 
at LF I-LF 
der OT B-O 
er OT B-O 
et LF I-LF 
påtrængende OT B-O 
behov OT B-O 
for OT B-O 
at LF I-LF 
udarbejde OT B-O 
en OT B-O 
fælles OT B-O 
ramme OT B-O 
for OT B-O 
beskyttelse OT B-O 
af OT B-O 
EU-borgernes OT B-O 
privatliv OT B-O 
. OT B-O 

Derfor OT B-O 
er LF B-LF 
det OT B-O 
vigtigt OT B-O 
at LF I-LF 
omdanne OT B-O 
alle OT B-O 
ustabile OT B-O 
job OT B-O 
til OT B-O 
stabile OT B-O 
job OT B-O 
med OT B-O 
rettigheder OT B-O 
og OT B-O 
ordentlige OT B-O 
lønninger OT B-O 
. OT B-O 
Jeg OT B-O 
støtter OT B-O 
fuldt OT B-O 
ud OT B-O 
, OT B-O 
at LF I-LF 
Den OT B-O 
Internationale LF I-LF 
Arbejdsorganisation LF I-LF 
( OT B-O 
ILO AN B-AN 
) OT B-O 
skal OT B-O 
vedtage OT B-O 
, OT B-O 
ratificere OT B-O 
og OT B-O 
gennemføre OT B-O 
en OT B-O 
konvention OT B-O 
om OT B-O 
hushjælp OT B-O 
. OT B-O 

I AN B-AN 
fremtiden OT B-O 
bør OT B-O 
den OT B-O 
statslige OT B-O 
udviklingsbistand OT B-O 
især OT B-O 
fokusere OT B-O 
på OT B-O 
udryddelsen OT B-O 
af OT B-O 
fattigdom OT B-O 
og OT B-O 
på OT B-O 
at OT B-O 
forbedre OT B-O 
folks OT B-O 
livsbetingelser OT B-O 
. OT B-O 
EF-rammebestemmelser OT B-O 
for LF B-LF 
en OT B-O 
europæisk LF I-LF 
forskningsinfrastruktur LF I-LF 
( OT B-O 
ERI AN I-AN 
) OT B-O 
( OT B-O 
forhandling OT B-O 
) OT B-O 
Næste OT B-O 
punkt OT B-O 
på OT B-O 
dagsordenen OT B-O 
er OT B-O 
betænkning OT B-O 
af OT B-O 
Madurell OT B-O 
for LF I-LF 
Udvalget OT B-O 
om OT B-O 
Industri OT B-O 
, OT B-O 
Forskning OT B-O 
og OT B-O 
Energi OT B-O 
om OT B-O 
forslag OT B-O 
til OT B-O 
Rådets OT B-O 
forordning OT B-O 
om OT B-O 
EF-rammebestemmelser OT B-O 
for LF I-LF 
en OT B-O 
europæisk LF I-LF 
forskningsinfrastruktur LF I-LF 
( OT B-O 
ERI AN I-AN 
) OT B-O 
- OT B-O 
C6-0306/2008 OT B-O 
- OT B-O 
. OT B-O 

Vi OT B-O 
skulle OT B-O 
imidlertid OT B-O 
være OT B-O 
gået OT B-O 
langt OT B-O 
videre OT B-O 
og OT B-O 
gøre OT B-O 
udvikling OT B-O 
af OT B-O 
de OT B-O 
nye OT B-O 
, OT B-O 
uundværlige OT B-O 
protokoller OT B-O 
, OT B-O 
der OT B-O 
skal OT B-O 
teste OT B-O 
, OT B-O 
hvorvidt OT B-O 
de OT B-O 
nye OT B-O 
molekyler OT B-O 
, OT B-O 
som OT B-O 
anvendes OT B-O 
i LF B-LF 
de OT B-O 
nye OT B-O 
fytosanitære OT B-O 
produkter OT B-O 
, OT B-O 
er OT B-O 
uskadelige OT B-O 
for LF I-LF 
bier OT B-O 
og OT B-O 
menneskers OT B-O 
sundhed OT B-O 
, OT B-O 
berettigede OT B-O 
til OT B-O 
fællesskabsfinansieringer OT B-O 
. OT B-O 
Det OT B-O 
her OT B-O 
handler OT B-O 
om OT B-O 
at LF I-LF 
bekræfte OT B-O 
beslutningen OT B-O 
om OT B-O 
at LF I-LF 
indføre OT B-O 
et OT B-O 
visuminformationssystem LF I-LF 
( OT B-O 
VIS AN B-AN 
) OT B-O 
i LF I-LF 
forbindelse OT B-O 
med OT B-O 
henlæggelsen OT B-O 
af OT B-O 
retlige OT B-O 
og OT B-O 
indre OT B-O 
anliggender OT B-O 
under OT B-O 
EU AN B-AN 
's OT B-O 
kompetence OT B-O 
, OT B-O 
hvilket OT B-O 
fjerner OT B-O 
centrale OT B-O 
kompetenceområder OT B-O 
fra OT B-O 
medlemsstaterne OT B-O 
. OT B-O 

Hvad OT B-O 
det OT B-O 
sydøstlige OT B-O 
Europa OT B-O 
angår OT B-O 
, OT B-O 
er OT B-O 
jeg OT B-O 
enig OT B-O 
i OT B-O 
Deres OT B-O 
synspunkt OT B-O 
om OT B-O 
, OT B-O 
at OT B-O 
vi OT B-O 
måler OT B-O 
politiske OT B-O 
institutioner OT B-O 
på OT B-O 
deres OT B-O 
resultater OT B-O 
. OT B-O 
I OT B-O 
denne OT B-O 
Kommissions OT B-O 
og OT B-O 
dette OT B-O 
Parlaments OT B-O 
levetid OT B-O 
bør OT B-O 
vi OT B-O 
have OT B-O 
held OT B-O 
til OT B-O 
at OT B-O 
genvinde OT B-O 
den OT B-O 
vanskelige OT B-O 
og OT B-O 
usikre OT B-O 
fred OT B-O 
i OT B-O 
det OT B-O 
sydøstlige OT B-O 
Europa OT B-O 
. OT B-O 

Hvis OT B-O 
dette OT B-O 
skulle OT B-O 
være OT B-O 
betænkningens OT B-O 
hensigt OT B-O 
, OT B-O 
vil OT B-O 
jeg OT B-O 
gerne OT B-O 
understrege OT B-O 
, OT B-O 
at OT B-O 
man OT B-O 
i LF B-LF 
stedet OT B-O 
burde OT B-O 
betragte OT B-O 
det OT B-O 
som OT B-O 
en LF I-LF 
rationalisering OT B-O 
og OT B-O 
undgå OT B-O 
spild OT B-O 
ved OT B-O 
udbetalingen OT B-O 
af OT B-O 
de OT B-O 
sociale OT B-O 
sikringsydelser OT B-O 
, OT B-O 
for OT B-O 
hvis OT B-O 
de OT B-O 
blev OT B-O 
administreret OT B-O 
bedre OT B-O 
, OT B-O 
behøvede OT B-O 
man OT B-O 
ikke OT B-O 
hele OT B-O 
tiden OT B-O 
at OT B-O 
reducere OT B-O 
ydelserne OT B-O 
og OT B-O 
skære OT B-O 
ned OT B-O 
på OT B-O 
pensionerne OT B-O 
til OT B-O 
de OT B-O 
ældre OT B-O 
i LF I-LF 
hele OT B-O 
Europa OT B-O 
. OT B-O 
Denne OT B-O 
betænkning OT B-O 
forsvarer OT B-O 
den OT B-O 
monetaristiske OT B-O 
politik OT B-O 
, OT B-O 
som OT B-O 
Den OT B-O 
Europæiske LF I-LF 
Centralbank LF I-LF 
( OT B-O 
ECB AN B-AN 
) OT B-O 
står OT B-O 
for OT B-O 
, OT B-O 
navnlig OT B-O 
prisstabiliteten OT B-O 
, OT B-O 
og OT B-O 
den OT B-O 
glemmer OT B-O 
, OT B-O 
at OT B-O 
der OT B-O 
ikke OT B-O 
på OT B-O 
nuværende OT B-O 
tidspunkt OT B-O 
er OT B-O 
en LF I-LF 
stadig OT B-O 
rentesænkning OT B-O 
, OT B-O 
men OT B-O 
at OT B-O 
vi OT B-O 
tværtimod OT B-O 
befinder OT B-O 
os OT B-O 
i LF I-LF 
en LF I-LF 
fase OT B-O 
med OT B-O 
øget OT B-O 
rentestigning OT B-O 
, OT B-O 
hvilket OT B-O 
har OT B-O 
meget OT B-O 
alvorlige OT B-O 
konsekvenser OT B-O 
for OT B-O 
de OT B-O 
mindrebemidlede OT B-O 
familiers OT B-O 
indkomst OT B-O 
, OT B-O 
der OT B-O 
har OT B-O 
subsidierede OT B-O 
huslån OT B-O 
, OT B-O 
således OT B-O 
som OT B-O 
det OT B-O 
er OT B-O 
tilfældet OT B-O 
i LF I-LF 
Portugal OT B-O 
. OT B-O 

Det OT B-O 
betyder OT B-O 
, OT B-O 
at LF B-LF 
der OT B-O 
er OT B-O 
lande OT B-O 
, OT B-O 
hvor OT B-O 
anvendelsen OT B-O 
af OT B-O 
pesticider OT B-O 
helt OT B-O 
klart OT B-O 
er OT B-O 
reduceret OT B-O 
, OT B-O 
og OT B-O 
lande OT B-O 
, OT B-O 
hvor OT B-O 
anvendelsen OT B-O 
af OT B-O 
pesticider OT B-O 
endda OT B-O 
bør OT B-O 
øges OT B-O 
. OT B-O 
Jeg OT B-O 
foreslår OT B-O 
derfor OT B-O 
, OT B-O 
at LF I-LF 
vi OT B-O 
under OT B-O 
afstemningen OT B-O 
skal OT B-O 
tage OT B-O 
højde OT B-O 
for OT B-O 
henstillingerne OT B-O 
fra OT B-O 
ECPA AN B-AN 
( OT B-O 
European LF I-LF 
Crop LF I-LF 
Protection LF I-LF 
Association LF I-LF 
) OT B-O 
eller OT B-O 
alternativt OT B-O 
under OT B-O 
førstebehandlingen OT B-O 
undlade OT B-O 
at LF I-LF 
vedtage OT B-O 
betænkning OT B-O 
og OT B-O 
og OT B-O 
følge OT B-O 
de OT B-O 
afbalancerede OT B-O 
henstillinger OT B-O 
fra OT B-O 
Kommissionen OT B-O 
. OT B-O 

Ytringsfrihed OT B-O 
vil OT B-O 
være OT B-O 
det OT B-O 
vigtigste OT B-O 
emne OT B-O 
ved OT B-O 
næste OT B-O 
rundbordsdrøftelse OT B-O 
om OT B-O 
menneskerettigheder OT B-O 
den OT B-O 
15. OT B-O 
og LF B-LF 
16. OT B-O 
september OT B-O 
2003 OT B-O 
. OT B-O 
For OT B-O 
det OT B-O 
tredje OT B-O 
støtter OT B-O 
Det OT B-O 
Europæiske LF I-LF 
Initiativ LF I-LF 
for LF I-LF 
Demokrati LF I-LF 
og LF I-LF 
Menneskerettigheder LF I-LF 
( OT B-O 
EIDHR AN B-AN 
) OT B-O 
konkret OT B-O 
projekter OT B-O 
inden OT B-O 
for LF I-LF 
dette OT B-O 
område OT B-O 
. OT B-O 

Den OT B-O 
er LF B-LF 
- OT B-O 
og LF I-LF 
det OT B-O 
vil OT B-O 
jeg OT B-O 
godt OT B-O 
understrege OT B-O 
- OT B-O 
den OT B-O 
eneste OT B-O 
fællesskabsskat OT B-O 
, OT B-O 
altså OT B-O 
den OT B-O 
eneste OT B-O 
indtægtskilde OT B-O 
, OT B-O 
vores OT B-O 
forsamling OT B-O 
har OT B-O 
indflydelse OT B-O 
på OT B-O 
. OT B-O 
På OT B-O 
et OT B-O 
tidspunkt OT B-O 
, OT B-O 
hvor OT B-O 
Den OT B-O 
Europæiske OT B-O 
Union OT B-O 
skal OT B-O 
bevise OT B-O 
sin OT B-O 
evne OT B-O 
til OT B-O 
at OT B-O 
tage OT B-O 
initiativer OT B-O 
med OT B-O 
hensyn OT B-O 
til OT B-O 
beskæftigelsen OT B-O 
- OT B-O 
og LF I-LF 
hvor OT B-O 
alle OT B-O 
godt OT B-O 
ved OT B-O 
, OT B-O 
at OT B-O 
fremtiden OT B-O 
ikke OT B-O 
ligger OT B-O 
i LF I-LF 
at OT B-O 
skabe OT B-O 
små LF I-LF 
arbejdspladser OT B-O 
i LF I-LF 
en OT B-O 
offentlig OT B-O 
tjeneste OT B-O 
, OT B-O 
der LF I-LF 
allerede OT B-O 
er LF I-LF 
overfyldt OT B-O 
, OT B-O 
men OT B-O 
tværtimod OT B-O 
i LF I-LF 
at OT B-O 
yde OT B-O 
en OT B-O 
selektiv OT B-O 
hjælp OT B-O 
til OT B-O 
SMV AN B-AN 
og LF I-LF 
SMI AN B-AN 
( OT B-O 
små LF I-LF 
og LF I-LF 
mellemstore LF I-LF 
virksomheder LF I-LF 
og LF I-LF 
industrier LF I-LF 
) OT B-O 
, OT B-O 
som LF I-LF 
der LF I-LF 
er LF I-LF 
bred OT B-O 
enighed OT B-O 
om LF I-LF 
, OT B-O 
udgør OT B-O 
det OT B-O 
felt OT B-O 
, OT B-O 
hvor OT B-O 
der LF I-LF 
virkelig OT B-O 
skabes OT B-O 
jobs OT B-O 
- OT B-O 
forekommer OT B-O 
det OT B-O 
mig OT B-O 
, OT B-O 
at OT B-O 
et OT B-O 
beløb OT B-O 
på OT B-O 
ECU AN B-AN 
50 OT B-O 
millioner OT B-O 
blot OT B-O 
ville OT B-O 
være OT B-O 
en OT B-O 
gestus OT B-O 
på OT B-O 
EKSF AN B-AN 
's OT B-O 
budget OT B-O 
, OT B-O 
hvis OT B-O 
reserver OT B-O 
til OT B-O 
uforudsete OT B-O 
udgifter OT B-O 
, OT B-O 
hvis OT B-O 
man OT B-O 
skal OT B-O 
tro OT B-O 
Kommissionen OT B-O 
, OT B-O 
er LF I-LF 
på OT B-O 
mere OT B-O 
end OT B-O 
ECU AN I-AN 
1 OT B-O 
milliard OT B-O 
. OT B-O 

En OT B-O 
brøkdel OT B-O 
af OT B-O 
de OT B-O 
ubegribelige OT B-O 
rigdomme OT B-O 
, OT B-O 
de OT B-O 
store OT B-O 
koncerner OT B-O 
har OT B-O 
samlet OT B-O 
sammen OT B-O 
, OT B-O 
ville OT B-O 
gøre OT B-O 
det OT B-O 
muligt OT B-O 
for OT B-O 
disse OT B-O 
fattige OT B-O 
lande OT B-O 
at OT B-O 
komme OT B-O 
ud OT B-O 
af OT B-O 
elendigheden OT B-O 
, OT B-O 
men OT B-O 
eftersom OT B-O 
man OT B-O 
ikke OT B-O 
tør OT B-O 
kaste OT B-O 
sig OT B-O 
over OT B-O 
de OT B-O 
kapitalistiske OT B-O 
koncerner OT B-O 
, OT B-O 
skjuler OT B-O 
man OT B-O 
blot OT B-O 
problemet OT B-O 
. AN B-AN 
Hr AN I-AN 
. AN I-AN 
formand OT B-O 
, OT B-O 
jeg OT B-O 
vil OT B-O 
gerne OT B-O 
takke OT B-O 
hr AN I-AN 
. AN I-AN 
Corrie OT B-O 
, OT B-O 
som OT B-O 
er OT B-O 
formand OT B-O 
for OT B-O 
Den OT B-O 
Paritetiske LF B-LF 
Forsamling LF I-LF 
AVS-EU AN B-AN 
, OT B-O 
og OT B-O 
som OT B-O 
fik OT B-O 
den OT B-O 
svære OT B-O 
opgave OT B-O 
at OT B-O 
udarbejde OT B-O 
en OT B-O 
betænkning OT B-O 
om OT B-O 
en OT B-O 
så OT B-O 
vanskelig OT B-O 
forsamling OT B-O 
som OT B-O 
Den OT B-O 
Paritetiske LF I-LF 
Forsamling LF I-LF 
AVS-EU AN I-AN 
. AN I-AN 

Endvidere OT B-O 
er LF B-LF 
det OT B-O 
navnlig OT B-O 
vigtigt OT B-O 
, OT B-O 
at LF I-LF 
beslutninger OT B-O 
om OT B-O 
generelle OT B-O 
mål OT B-O 
, OT B-O 
prioritetsområder OT B-O 
og LF I-LF 
tildeling OT B-O 
af LF I-LF 
midler OT B-O 
træffes OT B-O 
i LF I-LF 
henhold OT B-O 
til OT B-O 
proceduren OT B-O 
for OT B-O 
delegerede OT B-O 
retsakter OT B-O 
i LF I-LF 
henhold OT B-O 
til OT B-O 
artikel OT B-O 
290 OT B-O 
TEUF AN B-AN 
. OT B-O 
Jeg OT B-O 
stemmer OT B-O 
for OT B-O 
