-DOCSTART- -X- O
DC OT B-O 
سري OT B-O 
بوسيله OT B-O 
تغيير OT B-O 
ولتاژ OT B-O 
ترمينال OT B-O 
در OT B-O 
مرحله OT B-O 
اول OT B-O 
و OT B-O 
همچنین OT B-O 
تغيیر OT B-O 
ميدان OT B-O 
از OT B-O 
طريق OT B-O 
اعمال OT B-O 
مقاومت OT B-O 
دايورتر OT B-O 
در OT B-O 
سرعت‌هاي OT B-O 
بزرگتر OT B-O 
انجام OT B-O 
می‌شود OT B-O 
. OT B-O 
این OT B-O 
فرآیند OT B-O 
یعنی OT B-O 
مقاومت‌گذاری OT B-O 
، OT B-O 
موتور OT B-O 
را OT B-O 
به OT B-O 
ناحيه OT B-O 
تضعيف OT B-O 
شار OT B-O 
وارد OT B-O 
می‌کند OT B-O 
. OT B-O 
نصب OT B-O 
مقاومت OT B-O 
سري OT B-O 
در OT B-O 
مدار OT B-O 
موتور OT B-O 
برای OT B-O 
ورود OT B-O 
موتور OT B-O 
به OT B-O 
ناحیه OT B-O 
تضعیف OT B-O 
شار OT B-O 
باعث OT B-O 
تلفات OT B-O 
می‌شود OT B-O 
و OT B-O 
در OT B-O 
عمل OT B-O 
استفاده OT B-O 
چندانی OT B-O 
ندارد OT B-O 
. OT B-O 

DES OT B-O 
روش OT B-O 
مناسبي OT B-O 
است OT B-O 
ولي OT B-O 
امتياز OT B-O 
آن OT B-O 
ثبت OT B-O 
شده OT B-O 
128 OT B-O 
bits OT B-O 

- OT B-O 
تجهيزات OT B-O 
و OT B-O 
اجزاء OT B-O 
شبكه OT B-O 
توزيع OT B-O 
در OT B-O 
3 OT B-O 
سطح OT B-O 
پست OT B-O 
، OT B-O 
فيدر OT B-O 
و OT B-O 
مشتركين OT B-O 
مانند OT B-O 
دژنكتور OT B-O 
و OT B-O 
سكسيرنر OT B-O 
موتور‌دار OT B-O 
، OT B-O 
نشانگر OT B-O 
خطا OT B-O 
( OT B-O 
Fault OT B-O 
Indicator OT B-O 
) OT B-O 
، OT B-O 
كنتورهاي OT B-O 
تكفاز OT B-O 
و OT B-O 
سه OT B-O 
فاز OT B-O 
، OT B-O 
RTUها OT B-O 
و OT B-O 
... OT B-O 
- OT B-O 
هزينه‌ي OT B-O 
مراكز OT B-O 
كنترل OT B-O 
و OT B-O 
تجهيزات OT B-O 
سخت OT B-O 
افزاري OT B-O 
و OT B-O 
نرم‌افزاري OT B-O 
در OT B-O 
مراكز OT B-O 
اصلي OT B-O 
و OT B-O 
فرعي OT B-O 
- OT B-O 
هزينه‌ي OT B-O 
مربوط OT B-O 
به OT B-O 
سيستم OT B-O 
مخابرات OT B-O 

اگر OT B-O 
Token OT B-O 
در OT B-O 
حلقه OT B-O 
گم OT B-O 
شد OT B-O 
هیچ OT B-O 
گونه OT B-O 
پیام OT B-O 
ACK OT B-O 
در OT B-O 
مدت OT B-O 
زمان OT B-O 
IDLE OT B-O 
به OT B-O 
ایستگاه OT B-O 
نرسیده OT B-O 
و OT B-O 
مدت OT B-O 
زمان OT B-O 
تایمر OT B-O 
IDLE OT B-O 
به OT B-O 
پایان OT B-O 
می OT B-O 
رسد OT B-O 
و OT B-O 
ایستگاه OT B-O 
شروع OT B-O 
به OT B-O 
ارسال OT B-O 
مجدد OT B-O 
همان OT B-O 
Token OT B-O 
می OT B-O 
کند OT B-O 
. OT B-O 
توجه OT B-O 
شود OT B-O 
که OT B-O 
یک OT B-O 
Token OT B-O 
با OT B-O 
GenSeq OT B-O 
بالاتر OT B-O 
دارای OT B-O 
اولویت OT B-O 
بالاتر OT B-O 
است OT B-O 
. OT B-O 
مکانیسم OT B-O 
بازیابی OT B-O 
حلقه OT B-O 
در OT B-O 
این OT B-O 
روش OT B-O 
به OT B-O 
این OT B-O 
شکل OT B-O 
است OT B-O 
که OT B-O 
وقتی OT B-O 
گره OT B-O 
ای OT B-O 
متوجه OT B-O 
شود OT B-O 
که OT B-O 
Successor OT B-O 
آن OT B-O 
در OT B-O 
دسترس OT B-O 
نیست OT B-O 
Set OT B-O 
- OT B-O 
Token OT B-O 
PREDESSOR OT B-O 
را OT B-O 
به OT B-O 
گره OT B-O 
اتصال OT B-O 
بعدی OT B-O 
ارسال OT B-O 
می OT B-O 
کند OT B-O 
. OT B-O 

در OT B-O 
اين OT B-O 
سيستم OT B-O 
مخابراتي OT B-O 
نيز OT B-O 
مدولاسيون OT B-O 
سيگنال OT B-O 
صورت OT B-O 
مي‌گيرد OT B-O 
با OT B-O 
اين OT B-O 
تفاوت OT B-O 
كه OT B-O 
تغييرات OT B-O 
دامنه OT B-O 
و OT B-O 
فركانس OT B-O 
و OT B-O 
فاز OT B-O 
كه OT B-O 
در OT B-O 
مورد OT B-O 
سيگنال OT B-O 
الكتريكي OT B-O 
مطرح OT B-O 
شد OT B-O 
جاي OT B-O 
خود OT B-O 
را OT B-O 
به OT B-O 
مشخصه‌هاي OT B-O 
نوري OT B-O 
مي‌دهند OT B-O 
. OT B-O 
در OT B-O 
مورد OT B-O 
موج OT B-O 
نوري OT B-O 
، OT B-O 
بردار OT B-O 
الكتريكي OT B-O 
E OT B-O 
را OT B-O 
به OT B-O 
عنوان OT B-O 
حاملي OT B-O 
كه OT B-O 
بايد OT B-O 
مدوله OT B-O 
شود OT B-O 
در OT B-O 
نظر OT B-O 
مي‌گيريم OT B-O 
. OT B-O 
اگر OT B-O 
موج OT B-O 
نوري OT B-O 
را OT B-O 
به OT B-O 
صورت OT B-O 
مقابل OT B-O 
تعريف OT B-O 
كنيم OT B-O 
: OT B-O 

( OT B-O 
واحد OT B-O 
كالاي OT B-O 
مصرفي LF B-LF 
) OT B-O 
Usage OT B-O 
_ OT B-O 
OP AN B-AN 
( OT B-O 
مقدار LF I-LF 
ماده LF I-LF 
مصرفي LF I-LF 
) OT B-O 

اكنون OT B-O 
از OT B-O 
B OT B-O 
شروع OT B-O 
مي‌كنيم OT B-O 
و OT B-O 
تمام OT B-O 
گره OT B-O 
هايي OT B-O 
همجوار OT B-O 
آن OT B-O 
را OT B-O 
مورد OT B-O 
بررسي OT B-O 
قرار OT B-O 
مي‌دهيم OT B-O 
. OT B-O 
اگر OT B-O 
مجموع OT B-O 
برچسب OT B-O 
در OT B-O 
B OT B-O 
و OT B-O 
فاصله OT B-O 
B OT B-O 
تا OT B-O 
گره‌اي OT B-O 
كه OT B-O 
بايد OT B-O 
در OT B-O 
نظر OT B-O 
گرفته OT B-O 
شود OT B-O 
كمتر OT B-O 
از OT B-O 
برچسب OT B-O 
موجود OT B-O 
در OT B-O 
ان OT B-O 
گره OT B-O 
باشد OT B-O 
كوتاهترين OT B-O 
مسير OT B-O 
پيدا OT B-O 
شده OT B-O 
، OT B-O 
اين OT B-O 
گره OT B-O 
مجددا OT B-O 
برچسب OT B-O 
گذاري OT B-O 
مي‌شود OT B-O 
. OT B-O 
پس OT B-O 
از OT B-O 
اين OT B-O 
تمام OT B-O 
كره‌ها OT B-O 
همجوار OT B-O 
گره OT B-O 
كاري OT B-O 
بررسي OT B-O 
شدند OT B-O 
و OT B-O 
گره‌هاي OT B-O 
موقتي OT B-O 
تغيير OT B-O 
كردند OT B-O 
، OT B-O 
كل OT B-O 
گراف OT B-O 
مورد OT B-O 
جست OT B-O 
وجو OT B-O 
قرار OT B-O 
مي‌گيرد OT B-O 
تا OT B-O 
گره‌اي OT B-O 
موقتي OT B-O 
با OT B-O 
كمترين OT B-O 
مقدار OT B-O 
برچسب OT B-O 
گذاري OT B-O 
مي‌شود OT B-O 

فصل OT B-O 
اول OT B-O 
از OT B-O 
مقاله OT B-O 
Lawrie OT B-O 
, OT B-O 
Robert OT B-O 
J OT B-O 
و OT B-O 
فصل OT B-O 
سوم OT B-O 
از OT B-O 
مقاله OT B-O 
Y OT B-O 
. OT B-O 
levi OT B-O 
, OT B-O 
V OT B-O 
. OT B-O 
sherbaum OT B-O 
, OT B-O 
V OT B-O 
. OT B-O 
ovcharenko OT B-O 
و OT B-O 
فصل OT B-O 
چهارم OT B-O 
از OT B-O 
مقالة OT B-O 
R OT B-O 
. OT B-O 
L OT B-O 
. OT B-O 
Loud OT B-O 
& OT B-O 
A OT B-O 
. OT B-O 
A OT B-O 
. OT B-O 
Slaterpryce OT B-O 
و OT B-O 
فصل OT B-O 
پنجم OT B-O 
از OT B-O 
مقاله OT B-O 
آقايان OT B-O 
: OT B-O 
1 OT B-O 
- OT B-O 
Sanjevv OT B-O 
Jolly OT B-O 
2 OT B-O 
- OT B-O 
Joseph OT B-O 
Nitzken OT B-O 

• OT B-O 
در OT B-O 
فصل OT B-O 
5 OT B-O 
، OT B-O 
بهينه‌سازي OT B-O 
تراژکتوری OT B-O 
سرعت OT B-O 
يك OT B-O 
قطار OT B-O 
ارائه OT B-O 
مي‌گردد OT B-O 
. OT B-O 
در OT B-O 
اين OT B-O 
فصل OT B-O 
یک OT B-O 
شیوه OT B-O 
رانندگی OT B-O 
کارآمد OT B-O 
با OT B-O 
آسایش OT B-O 
مسافرین OT B-O 
بیان OT B-O 
می‌شود OT B-O 
و OT B-O 
سپس OT B-O 
يك OT B-O 
گراف OT B-O 
برای OT B-O 
تولید OT B-O 
تراژکتوری OT B-O 
سرعت OT B-O 
قطار OT B-O 
ارائه OT B-O 
مي‌گردد OT B-O 
و OT B-O 
در OT B-O 
نهایت OT B-O 
با OT B-O 
استفاده OT B-O 
روش‌های OT B-O 
بهینه‌سازی OT B-O 
تکاملی OT B-O 
، OT B-O 
تراژکتوری‌های OT B-O 
سرعت OT B-O 
بهینه OT B-O 
تولید OT B-O 
شده OT B-O 
و OT B-O 
از OT B-O 
چندین OT B-O 
منظر OT B-O 
با OT B-O 
یکدیگر OT B-O 
مقایسه OT B-O 
می‌شوند OT B-O 
. OT B-O 
• OT B-O 
در OT B-O 
فصل OT B-O 
6 OT B-O 
، OT B-O 
پتانسیل OT B-O 
استفاده OT B-O 
از OT B-O 
یک OT B-O 
SVC OT B-O 
به OT B-O 
منظور OT B-O 
بهبود OT B-O 
کارایی OT B-O 
الکتریکی OT B-O 
یک OT B-O 
سیستم OT B-O 
تراکشن OT B-O 
راه‌آهن OT B-O 
برقی OT B-O 
مورد OT B-O 
بررسی OT B-O 
قرار OT B-O 
گرفته OT B-O 
است OT B-O 
. OT B-O 

2 OT B-O 
- OT B-O 
2 OT B-O 
- OT B-O 
6 OT B-O 
- OT B-O 
1 OT B-O 
- OT B-O 
توصيف OT B-O 
فيزيكي OT B-O 
كلمه OT B-O 
Coupled OT B-O 
– OT B-O 
Cavity OT B-O 
به OT B-O 
اين OT B-O 
معناست OT B-O 
كه OT B-O 
عمل OT B-O 
Coupling OT B-O 
با OT B-O 
يك OT B-O 
شيار OT B-O 
بلند OT B-O 
كه OT B-O 
قوياً OT B-O 
موج OT B-O 
مغناطيسي OT B-O 
را OT B-O 
در OT B-O 
حفره OT B-O 
هاي OT B-O 
كناري OT B-O 
كوپل OT B-O 
مي OT B-O 
كند OT B-O 
انجام OT B-O 
مي OT B-O 
شود OT B-O 
، OT B-O 
به OT B-O 
طوريكه OT B-O 
باند OT B-O 
عبور OT B-O 
مدار OT B-O 
اساساً OT B-O 
تابعي OT B-O 
از OT B-O 
يك OT B-O 
متغير OT B-O 
است OT B-O 
. OT B-O 
شكل OT B-O 
زير OT B-O 
دو OT B-O 
مدار OT B-O 
Coupled OT B-O 
Cavity OT B-O 
را OT B-O 
نشان OT B-O 
مي OT B-O 
دهد OT B-O 
كه OT B-O 
بيشتر OT B-O 
در OT B-O 
لامپهاي OT B-O 
TWT OT B-O 
مورد OT B-O 
استفاده OT B-O 
قرار OT B-O 
مي OT B-O 
گيرند OT B-O 
. OT B-O 

14 OT B-O 
- OT B-O 
3 OT B-O 
- OT B-O 
الارم OT B-O 
کم OT B-O 
شدن OT B-O 
گاز OT B-O 
SF6 OT B-O 
65 OT B-O 
15 OT B-O 
- OT B-O 
3 OT B-O 
- OT B-O 
افت OT B-O 
فشار OT B-O 
گاز OT B-O 
SF6 OT B-O 
65 OT B-O 
16 OT B-O 
- OT B-O 
3 OT B-O 
- OT B-O 
رله OT B-O 
حفاظت OT B-O 
جریان OT B-O 
زیاد OT B-O 
( OT B-O 
o OT B-O 
/ OT B-O 
c OT B-O 
) OT B-O 
66 OT B-O 

در OT B-O 
اين OT B-O 
معادله OT B-O 
، OT B-O 
از OT B-O 
ثابت‌ها OT B-O 
شامل OT B-O 
اثر OT B-O 
جرم OT B-O 
و OT B-O 
افزايش OT B-O 
مقاومت OT B-O 
ناشي OT B-O 
از OT B-O 
انحناي OT B-O 
مسير OT B-O 
چشم OT B-O 
پوشي OT B-O 
شده OT B-O 
است OT B-O 
. OT B-O 
( OT B-O 
5 OT B-O 
. OT B-O 
4 OT B-O 
) OT B-O 
در OT B-O 
اين OT B-O 
رابطه OT B-O 
سرعت OT B-O 
وسيله OT B-O 
نقليه OT B-O 
بر OT B-O 
حسب OT B-O 
m OT B-O 
/ OT B-O 
s OT B-O 
و OT B-O 
ضرايب OT B-O 
A OT B-O 
( OT B-O 
kN OT B-O 
) OT B-O 
، OT B-O 
B OT B-O 
( OT B-O 
kNs OT B-O 
/ OT B-O 
m OT B-O 
) OT B-O 
و OT B-O 
C OT B-O 
( OT B-O 
kNs2 OT B-O 
/ OT B-O 
m2 OT B-O 
) OT B-O 
تمامي OT B-O 
ثابت‌هاي OT B-O 
ما OT B-O 
برای OT B-O 
تعیین OT B-O 
مقاومت OT B-O 
قطار OT B-O 
هستند OT B-O 
كه OT B-O 
به OT B-O 
عنوان OT B-O 
ضرايب OT B-O 
ديويس OT B-O 
35 OT B-O 
نيز OT B-O 
شناخته OT B-O 
مي‌شوند OT B-O 
. OT B-O 

Y OT B-O 
1 OT B-O 
لبه OT B-O 
پایین OT B-O 
رونده OT B-O 
در OT B-O 
I0 OT B-O 
. OT B-O 
0 OT B-O 

‫ OT B-O 
مربوط OT B-O 
به OT B-O 
‬ OT B-O 
EIGRP OT B-O 
‫ OT B-O 
قرار OT B-O 
دارد OT B-O 
و OT B-O 
قبال OT B-O 
به OT B-O 
جدول OT B-O 
توپولوژی OT B-O 
‬ OT B-O 
OSDF OT B-O 
‫ OT B-O 
شبکه OT B-O 
ای OT B-O 
که OT B-O 
در OT B-O 
داخل OT B-O 
حوزه OT B-O 
‬ OT B-O 
، OT B-O 
‫ OT B-O 
فهرست OT B-O 
می OT B-O 
کند OT B-O 
‬ OT B-O 
. OT B-O 
‫ OT B-O 
اضافه OT B-O 
شده OT B-O 
است OT B-O 
‬ OT B-O 
RD1 OT B-O 

‫ OT B-O 
و OT B-O 
دیگری OT B-O 
از OT B-O 
‪ OT B-O 
. OT B-O 
PC2 OT B-O 
‬ OT B-O 
هریک OT B-O 
مسیرهای OT B-O 
متفاوتی OT B-O 
را OT B-O 
نشان OT B-O 
می OT B-O 
دهند OT B-O 
( OT B-O 
توجه OT B-O 
داشته OT B-O 
باشید OT B-O 
که OT B-O 
خروجی OT B-O 
از OT B-O 
یک OT B-O 
جفت OT B-O 
‬ OT B-O 
‫ OT B-O 
مسیریاب OT B-O 
که OT B-O 
پیکربندی OT B-O 
شده OT B-O 
اند OT B-O 
تا OT B-O 
نقش OT B-O 
میزبان OT B-O 
‪ OT B-O 
PC2 OT B-O 
, OT B-O 
PC1 OT B-O 
‬ OT B-O 
را OT B-O 
بازمی OT B-O 
کنند OT B-O 
‪ OT B-O 
،‬ OT B-O 
می OT B-O 
آید OT B-O 
) OT B-O 
‪ OT B-O 
.‬‬ OT B-O 
‫مثال OT B-O 
‪ OT B-O 
5 OT B-O 
- OT B-O 
2 OT B-O 
‬ OT B-O 
تایید OT B-O 
نتایج OT B-O 
‪ OT B-O 
PBR OT B-O 
‬ OT B-O 
با OT B-O 
استفاده OT B-O 
از OT B-O 
ردیابی OT B-O 
مسیر‬ OT B-O 

3 OT B-O 
- OT B-O 
متعادل OT B-O 
‌كردن OT B-O 
بار OT B-O 
4 OT B-O 
- OT B-O 
حذف OT B-O 
هارمونيك OT B-O 
مزاياي OT B-O 
استفاده OT B-O 
از OT B-O 
SVC OT B-O 
در OT B-O 
سيستم OT B-O 
انتقال OT B-O 

‫در OT B-O 
سیستم OT B-O 
های OT B-O 
دیگر OT B-O 
به OT B-O 
صورت OT B-O 
خودکار OT B-O 
‪ OT B-O 
،‬ OT B-O 
آسان OT B-O 
نیست OT B-O 
‪ OT B-O 
. OT B-O 
‬ OT B-O 
استاندارد OT B-O 
کردن OT B-O 
رابط OT B-O 
های OT B-O 
ورودی OT B-O 
و OT B-O 
خروجی OT B-O 
به OT B-O 
‬ OT B-O 
‫من OT B-O 
ور OT B-O 
ایجاد OT B-O 
سیستم OT B-O 
های OT B-O 
‪ OT B-O 
CEP OT B-O 
‬ OT B-O 
سازگار OT B-O 
در OT B-O 
میان OT B-O 
خود OT B-O 
( OT B-O 
در OT B-O 
نتیجه OT B-O 
امکان OT B-O 
تبادل OT B-O 
رویدادهای OT B-O 
ورودی OT B-O 
و OT B-O 
نتایج OT B-O 
‬ OT B-O 

اما OT B-O 
به OT B-O 
‌مرور OT B-O 
زمان OT B-O 
به OT B-O 
‌علت OT B-O 
عدم OT B-O 
قابليت OT B-O 
انعطاف‌پذيري OT B-O 
كنترلي OT B-O 
در OT B-O 
شبكه‌هاي OT B-O 
قدرت OT B-O 
نسوخ OT B-O 
گشت OT B-O 
: OT B-O 
گرچه OT B-O 
SR OT B-O 
به OT B-O 
اندازه OT B-O 
TCR OT B-O 
كارائي OT B-O 
ندارد OT B-O 
اما OT B-O 
به OT B-O 
‌دليل OT B-O 
سادگي OT B-O 
سيستم OT B-O 
و OT B-O 
قابليت OT B-O 
اطمينان OT B-O 
بيشتر OT B-O 
در OT B-O 
بعضي OT B-O 
از OT B-O 
پروژه‌ها OT B-O 
همانطور OT B-O 
كه OT B-O 
در OT B-O 
جدول OT B-O 
مشاهده OT B-O 
مي‌شود OT B-O 
، OT B-O 
استفاده OT B-O 
شده OT B-O 
است OT B-O 
. OT B-O 
جدول OT B-O 
1 OT B-O 

که OT B-O 
در OT B-O 
زیر OT B-O 
متن OT B-O 
آن OT B-O 
برنامه OT B-O 
را OT B-O 
هم OT B-O 
توضیح OT B-O 
می‌دهیم OT B-O 
. OT B-O 
INT OT B-O 
– OT B-O 
O OT B-O 
خط OT B-O 
یک OT B-O 
: OT B-O 
گرفتن OT B-O 
مقدار OT B-O 
آنالوگ OT B-O 
و OT B-O 
آنالوگ OT B-O 
اینپوت OT B-O 
0 OT B-O 
برای OT B-O 
دما OT B-O 
و OT B-O 
فشار OT B-O 
) OT B-O 

ضخامت OT B-O 
پوشش OT B-O 
از OT B-O 
m50 OT B-O 
تا OT B-O 
m300 OT B-O 
متغير OT B-O 
است OT B-O 
و OT B-O 
سطح OT B-O 
ناهمواري OT B-O 
هميشه OT B-O 
بين OT B-O 
m OT B-O 
6 OT B-O 
= OT B-O 
z OT B-O 
R OT B-O 
و OT B-O 
m10 OT B-O 
پوشش OT B-O 
داده OT B-O 
شده OT B-O 
است OT B-O 
. OT B-O 
الكترود OT B-O 
صفحه OT B-O 
جلا OT B-O 
داده OT B-O 
شده OT B-O 
( OT B-O 
m OT B-O 
5 OT B-O 
= OT B-O 
z OT B-O 
R OT B-O 
) OT B-O 
و OT B-O 
بدون OT B-O 
پوشش OT B-O 
است OT B-O 
. OT B-O 
الكترودها OT B-O 
تميز OT B-O 
و OT B-O 
دريك OT B-O 
كشتي OT B-O 
تست OT B-O 
پر OT B-O 
شده OT B-O 
با OT B-O 
گاز OT B-O 
6 OT B-O 
SF OT B-O 
در OT B-O 
فشار OT B-O 
Mpa5 OT B-O 
/ OT B-O 
0 OT B-O 
، OT B-O 
فشار OT B-O 
مطلق OT B-O 
قرار OT B-O 
دارند OT B-O 
. OT B-O 

80 OT B-O 
باند OT B-O 
Ku OT B-O 
1 OT B-O 
- OT B-O 
7 OT B-O 
- OT B-O 
VANE OT B-O 
AND OT B-O 
STRAP OT B-O 

• OT B-O 
توسعه OT B-O 
معادلات OT B-O 
دینامیک OT B-O 
قطار OT B-O 
به OT B-O 
فرم OT B-O 
توزیع OT B-O 
شده OT B-O 
. OT B-O 
• OT B-O 
قابلیت OT B-O 
تولید OT B-O 
تراژکتوری‌های OT B-O 
سرعت OT B-O 
بهینه OT B-O 
با OT B-O 
چندین OT B-O 
هدف OT B-O 
مستقل OT B-O 
بصورت OT B-O 
زمان OT B-O 
حقیقی OT B-O 
. OT B-O 
• OT B-O 
ساخت OT B-O 
و OT B-O 
اجرای OT B-O 
سیستم OT B-O 
DAS OT B-O 
و OT B-O 
در OT B-O 
صورت OT B-O 
امکان OT B-O 
افزودن OT B-O 
این OT B-O 
سیستم OT B-O 
به OT B-O 
سیستم‌های OT B-O 
ریلی OT B-O 
موجود OT B-O 
در OT B-O 
کشور OT B-O 
. OT B-O 

برای OT B-O 
سناریوی OT B-O 
شهری OT B-O 
، OT B-O 
ما OT B-O 
2 OT B-O 
کیلومتر OT B-O 
با OT B-O 
یک OT B-O 
مسیر OT B-O 
فرعی OT B-O 
تعریف OT B-O 
میکنیم OT B-O 
. OT B-O 
ما OT B-O 
همه OT B-O 
پروتکل OT B-O 
های OT B-O 
مربوطه OT B-O 
را OT B-O 
اجرا OT B-O 
میکنیم OT B-O 
. OT B-O 
• OT B-O 
سیل LF B-LF 
آسای LF I-LF 
ساده LF I-LF 
: OT B-O 
SF AN B-AN 
آسانترین OT B-O 
راه OT B-O 
حل OT B-O 
انتشار OT B-O 
را OT B-O 
با OT B-O 
بیشترین OT B-O 
سرعت OT B-O 
انتشار OT B-O 
داده OT B-O 
ارایه OT B-O 
می OT B-O 
دهد OT B-O 
. OT B-O 

اين OT B-O 
شيب OT B-O 
در OT B-O 
حدود OT B-O 
1 OT B-O 
الي OT B-O 
5 OT B-O 
درصد OT B-O 
مي‌باشد OT B-O 
. OT B-O 
در OT B-O 
حالت OT B-O 
كلي OT B-O 
مي‌توان OT B-O 
SVC OT B-O 
را OT B-O 
به OT B-O 
صورت OT B-O 
يك OT B-O 
بار OT B-O 
راكتيو OT B-O 
يا OT B-O 
بار OT B-O 
سوسپتانسي OT B-O 
در OT B-O 
نظر OT B-O 
گرفت OT B-O 
كه OT B-O 
توان OT B-O 
راكتيو OT B-O 
مثبت OT B-O 
اين OT B-O 
بار OT B-O 
، OT B-O 
رفتار OT B-O 
SVC OT B-O 
در OT B-O 
ناحيه OT B-O 
سلفي OT B-O 
و OT B-O 
توان OT B-O 
راكتيو OT B-O 
منفي OT B-O 
، OT B-O 
رفتار OT B-O 
SVC OT B-O 
در OT B-O 
ناحيه OT B-O 
خازني OT B-O 
را OT B-O 
نشان OT B-O 
مي‌دهد OT B-O 
. OT B-O 
2 OT B-O 
- OT B-O 
انواع OT B-O 
و OT B-O 
ساختار OT B-O 
SVC‌ها OT B-O 

L OT B-O 
- OT B-O 
4846 OT B-O 
C OT B-O 
5 OT B-O 
. OT B-O 
4 OT B-O 
- OT B-O 
5 OT B-O 
. OT B-O 
9 OT B-O 

در OT B-O 
این OT B-O 
الگوریتم OT B-O 
ها OT B-O 
یک OT B-O 
پیام OT B-O 
مخصوص OT B-O 
که OT B-O 
به OT B-O 
آن OT B-O 
کاوشگر OT B-O 
( OT B-O 
Prob OT B-O 
) OT B-O 
گفته OT B-O 
می OT B-O 
شود OT B-O 
، OT B-O 
آغاز OT B-O 
می OT B-O 
شود OT B-O 
و OT B-O 
در OT B-O 
طول OT B-O 
یالها OT B-O 
منتشر OT B-O 
می OT B-O 
شود OT B-O 
به OT B-O 
همین OT B-O 
دلیل OT B-O 
به OT B-O 
آنها OT B-O 
الگوریتم OT B-O 
تعقیب OT B-O 
کردن OT B-O 
یال OT B-O 
می OT B-O 
گویند OT B-O 
. OT B-O 
اگر OT B-O 
آغاز OT B-O 
کننده OT B-O 
پیام OT B-O 
کاوشگر OT B-O 
، OT B-O 
در OT B-O 
نهایت OT B-O 
کاوشگری OT B-O 
مطابق OT B-O 
آنچه OT B-O 
که OT B-O 
خود OT B-O 
آغاز OT B-O 
کرده OT B-O 
بود OT B-O 
دریافت OT B-O 
نماید OT B-O 
، OT B-O 
چرخه OT B-O 
تشخیص OT B-O 
داده OT B-O 
می OT B-O 
شود OT B-O 
. OT B-O 
بدلیل OT B-O 
اینکه OT B-O 
این OT B-O 
کلاس OT B-O 
از OT B-O 
الگوریتم OT B-O 
ها OT B-O 
تنها OT B-O 
می OT B-O 
تواند OT B-O 
چرخه OT B-O 
ها OT B-O 
را OT B-O 
تشخیص OT B-O 
دهند OT B-O 
، OT B-O 
لذا OT B-O 
تنها OT B-O 
قادر OT B-O 
به OT B-O 
حل OT B-O 
مدل OT B-O 
های OT B-O 
بن OT B-O 
بست OT B-O 
با OT B-O 
پیچیدگی OT B-O 
زیاد OT B-O 
و OT B-O 
مدل OT B-O 
AND OT B-O 
هستند OT B-O 
. OT B-O 

با OT B-O 
توجه OT B-O 
به OT B-O 
همين OT B-O 
موضوع OT B-O 
مي‌توان OT B-O 
كاربردهاي OT B-O 
زير OT B-O 
را OT B-O 
براي OT B-O 
VSAT OT B-O 
در OT B-O 
نظر OT B-O 
گرفت OT B-O 
: OT B-O 
- OT B-O 
ايجاد OT B-O 
شبكه OT B-O 
بين OT B-O 
شعب OT B-O 
بانك‌ها OT B-O 
- OT B-O 
ايجاد OT B-O 
شبكه‌هاي OT B-O 
مخابراتي OT B-O 
جهت OT B-O 
كنترل OT B-O 
و OT B-O 
نظارت OT B-O 
خطوط OT B-O 
لوله OT B-O 
گاز OT B-O 
و OT B-O 
نفت OT B-O 

كه OT B-O 
نوعها OT B-O 
و OT B-O 
تجهيزات OT B-O 
كنترلي OT B-O 
و OT B-O 
نمايش OT B-O 
وضعيت OT B-O 
و OT B-O 
اندازه OT B-O 
گيري OT B-O 
خواهند OT B-O 
بود OT B-O 
. OT B-O 
كامل OT B-O 
شده OT B-O 
آن OT B-O 
داراي OT B-O 
RTU OT B-O 
در OT B-O 
اين OT B-O 
صورت OT B-O 
كلیه OT B-O 
مقاد OT B-O 
ير OT B-O 
جر OT B-O 
يان OT B-O 
، OT B-O 
ولتاژ OT B-O 
، OT B-O 
ضر OT B-O 
يب OT B-O 
قدرت OT B-O 
، OT B-O 
فركانس OT B-O 
، OT B-O 
توان OT B-O 
، OT B-O 
انرژ OT B-O 
ي OT B-O 
و OT B-O 
كنتور OT B-O 
و OT B-O 
نيز OT B-O 
ثبت OT B-O 
اطلاعات OT B-O 
خطاها OT B-O 
و OT B-O 
مقاد OT B-O 
ير OT B-O 
اتصالات OT B-O 
ونیز OT B-O 
شكل OT B-O 
منحني OT B-O 
ه OT B-O 
اي OT B-O 
جر OT B-O 
يان OT B-O 
خطا OT B-O 
، OT B-O 
قابل OT B-O 
دستر OT B-O 
سي OT B-O 
و OT B-O 
استفاده OT B-O 
مي OT B-O 
باشند OT B-O 
با OT B-O 
این OT B-O 
بر OT B-O 
اساس OT B-O 
ويژگي OT B-O 
هاي OT B-O 
اشاره OT B-O 
شده OT B-O 
در OT B-O 
اسناد OT B-O 
LBS OT B-O 
ساخته OT B-O 
شده OT B-O 
در OT B-O 
شركت OT B-O 
Jin OT B-O 
Kwang OT B-O 
كليدهاي OT B-O 
بدون OT B-O 
نياز OT B-O 
به OT B-O 
تعميرات OT B-O 
بوده OT B-O 
و OT B-O 
داراي OT B-O 
قابليت OT B-O 
اعتماد OT B-O 
بالا OT B-O 
مي OT B-O 
باشند OT B-O 
. OT B-O 

‫‪ OT B-O 
PEMUwrapper OT B-O 
 OT B-O 
‬ OT B-O 
که OT B-O 
برای OT B-O 
اجرای OT B-O 
‪ OT B-O 
pix OT B-O 
‬ OT B-O 
و OT B-O 
